SENSE daaa 1 24-04-2019 12:12:11.678 T: 27.8927993774414 [C]; A:[26, -4, 192]; H: 67.40240478515625
SENSE daad 154 24-04-2019 12:14:22.778 T: 27.51840019226074 [C]; A:[124, -14, 202]; H: 65.86126708984375
SENSE daaa 254 24-04-2019 12:14:23.214 T: 28.2047996520996 [C]; A:[20, -4, 206]; H: 66.22747802734375
SENSE daac 263 24-04-2019 12:14:23.326 T: 26.39519882202148 [C]; A:[10, -42, 246]; H: 66.73101806640625
SENSE daaa 255 24-04-2019 12:14:23.633 T: 28.26719856262207 [C]; A:[20, -14, 200]; H: 66.16644287109375
SENSE daac 264 24-04-2019 12:14:23.743 T: 26.39519882202148 [C]; A:[18, -42, 246]; H: 66.73101806640625
SENSE daab 157 24-04-2019 12:14:23.596 T: 29.57759857177734 [C]; A:[46, 2, 230]; H: 63.305419921875
SENSE daad 155 24-04-2019 12:14:23.671 T: 27.51840019226074 [C]; A:[128, -4, 198]; H: 65.83837890625
SENSE daaa 256 24-04-2019 12:14:24.074 T: 28.2047996520996 [C]; A:[20, -10, 204]; H: 66.10540771484375
SENSE daac 265 24-04-2019 12:14:24.187 T: 26.39519882202148 [C]; A:[14, -48, 248]; H: 66.73101806640625
SENSE daaa 257 24-04-2019 12:14:24.493 T: 28.2047996520996 [C]; A:[26, -6, 204]; H: 66.07489013671875
SENSE daab 158 24-04-2019 12:14:24.457 T: 29.57759857177734 [C]; A:[48, 0, 230]; H: 63.12994384765625
SENSE daac 266 24-04-2019 12:14:24.629 T: 26.45759963989257 [C]; A:[18, -46, 244]; H: 66.73101806640625
SENSE daad 156 24-04-2019 12:14:24.555 T: 27.51840019226074 [C]; A:[114, 4, 200]; H: 65.77734375
SENSE daaa 258 24-04-2019 12:14:24.929 T: 28.2047996520996 [C]; A:[22, -8, 198]; H: 66.04437255859375
SENSE daaa 259 24-04-2019 12:14:25.358 T: 28.2047996520996 [C]; A:[18, -6, 204]; H: 66.01385498046875
SENSE daad 157 24-04-2019 12:14:25.409 T: 27.51840019226074 [C]; A:[116, -6, 200]; H: 65.71630859375
SENSE daab 159 24-04-2019 12:14:25.317 T: 29.63999938964843 [C]; A:[42, 0, 232]; H: 62.94683837890625
SENSE daaa 260 24-04-2019 12:14:25.795 T: 28.26719856262207 [C]; A:[24, -4, 204]; H: 65.98333740234375
SENSE daad 158 24-04-2019 12:14:25.797 T: 27.5807991027832 [C]; A:[118, 0, 206]; H: 65.69342041015625
SENSE daaa 261 24-04-2019 12:14:26.232 T: 28.26719856262207 [C]; A:[22, -4, 194]; H: 65.929931640625
SENSE daad 159 24-04-2019 12:14:26.243 T: 27.51840019226074 [C]; A:[120, -6, 204]; H: 65.69342041015625
SENSE daab 160 24-04-2019 12:14:26.198 T: 29.57759857177734 [C]; A:[48, 0, 226]; H: 62.8018798828125
SENSE daaa 262 24-04-2019 12:14:26.670 T: 28.26719856262207 [C]; A:[16, 0, 194]; H: 65.8994140625
SENSE daad 160 24-04-2019 12:14:26.656 T: 27.51840019226074 [C]; A:[118, -10, 198]; H: 65.6705322265625
SENSE daaa 263 24-04-2019 12:14:27.087 T: 28.26719856262207 [C]; A:[16, -6, 198]; H: 65.868896484375
SENSE daad 161 24-04-2019 12:14:27.093 T: 27.51840019226074 [C]; A:[118, -6, 204]; H: 65.6400146484375
SENSE daab 161 24-04-2019 12:14:27.054 T: 29.63999938964843 [C]; A:[54, -4, 238]; H: 62.71795654296875
SENSE daaa 264 24-04-2019 12:14:27.525 T: 28.2047996520996 [C]; A:[20, -6, 200]; H: 65.83837890625
SENSE daad 162 24-04-2019 12:14:27.529 T: 27.51840019226074 [C]; A:[122, -8, 204]; H: 65.61712646484375
SENSE daaa 265 24-04-2019 12:14:27.958 T: 28.26719856262207 [C]; A:[28, -10, 190]; H: 65.807861328125
SENSE daad 163 24-04-2019 12:14:27.961 T: 27.51840019226074 [C]; A:[120, -10, 202]; H: 65.58660888671875
SENSE daab 162 24-04-2019 12:14:27.925 T: 29.57759857177734 [C]; A:[48, 0, 228]; H: 62.59588623046875
SENSE daaa 266 24-04-2019 12:14:28.400 T: 28.26719856262207 [C]; A:[18, -6, 194]; H: 65.77734375
SENSE daad 164 24-04-2019 12:14:28.398 T: 27.5807991027832 [C]; A:[122, -8, 202]; H: 65.55609130859375
SENSE daaa 267 24-04-2019 12:14:28.818 T: 28.26719856262207 [C]; A:[22, 0, 202]; H: 65.746826171875
SENSE daad 165 24-04-2019 12:14:28.840 T: 27.51840019226074 [C]; A:[120, -14, 202]; H: 65.55609130859375
SENSE daab 163 24-04-2019 12:14:28.785 T: 29.63999938964843 [C]; A:[54, 2, 230]; H: 62.50433349609375
SENSE daaa 268 24-04-2019 12:14:29.256 T: 28.26719856262207 [C]; A:[22, -8, 200]; H: 65.69342041015625
SENSE daad 166 24-04-2019 12:14:29.257 T: 27.51840019226074 [C]; A:[122, -10, 202]; H: 65.533203125
SENSE daaa 269 24-04-2019 12:14:29.673 T: 28.26719856262207 [C]; A:[20, 0, 204]; H: 65.6705322265625
SENSE daad 167 24-04-2019 12:14:29.690 T: 27.51840019226074 [C]; A:[118, 0, 206]; H: 65.533203125
SENSE daab 164 24-04-2019 12:14:29.646 T: 29.63999938964843 [C]; A:[48, 0, 232]; H: 62.38226318359375
SENSE daaa 270 24-04-2019 12:14:30.126 T: 28.26719856262207 [C]; A:[22, -6, 196]; H: 65.6094970703125
SENSE daad 168 24-04-2019 12:14:30.126 T: 27.51840019226074 [C]; A:[122, -8, 200]; H: 65.533203125
SENSE daaa 271 24-04-2019 12:14:30.573 T: 28.26719856262207 [C]; A:[24, -6, 202]; H: 65.5789794921875
SENSE daad 169 24-04-2019 12:14:30.573 T: 27.5807991027832 [C]; A:[124, -8, 198]; H: 65.533203125
SENSE daab 165 24-04-2019 12:14:30.547 T: 29.63999938964843 [C]; A:[52, 0, 228]; H: 62.29833984375
SENSE daaa 272 24-04-2019 12:14:31.011 T: 28.26719856262207 [C]; A:[22, -8, 204]; H: 65.5179443359375
SENSE daad 170 24-04-2019 12:14:31.005 T: 27.5807991027832 [C]; A:[122, -10, 196]; H: 65.533203125
SENSE daaa 273 24-04-2019 12:14:31.429 T: 28.26719856262207 [C]; A:[16, -4, 202]; H: 65.4569091796875
SENSE daad 171 24-04-2019 12:14:31.437 T: 27.51840019226074 [C]; A:[122, 0, 202]; H: 65.502685546875
SENSE daab 166 24-04-2019 12:14:31.397 T: 29.63999938964843 [C]; A:[48, 0, 234]; H: 62.206787109375
SENSE daaa 274 24-04-2019 12:14:31.866 T: 28.26719856262207 [C]; A:[22, -4, 200]; H: 65.3958740234375
SENSE daad 172 24-04-2019 12:14:31.869 T: 27.51840019226074 [C]; A:[120, -18, 208]; H: 65.502685546875
SENSE daaa 275 24-04-2019 12:14:32.299 T: 28.26719856262207 [C]; A:[22, -6, 198]; H: 65.37298583984375
SENSE daad 173 24-04-2019 12:14:32.322 T: 27.5807991027832 [C]; A:[118, -8, 196]; H: 65.47216796875
SENSE daab 167 24-04-2019 12:14:32.268 T: 29.63999938964843 [C]; A:[46, -4, 234]; H: 62.17626953125
SENSE daaa 276 24-04-2019 12:14:32.737 T: 28.26719856262207 [C]; A:[20, -8, 196]; H: 65.31195068359375
SENSE daad 174 24-04-2019 12:14:32.743 T: 27.51840019226074 [C]; A:[118, -10, 198]; H: 65.441650390625
SENSE daaa 277 24-04-2019 12:14:33.154 T: 28.26719856262207 [C]; A:[24, -4, 196]; H: 65.28143310546875
SENSE daad 175 24-04-2019 12:14:33.170 T: 27.51840019226074 [C]; A:[126, -12, 196]; H: 65.41876220703125
SENSE daab 168 24-04-2019 12:14:33.125 T: 29.63999938964843 [C]; A:[56, 0, 230]; H: 62.17626953125
SENSE daaa 278 24-04-2019 12:14:33.592 T: 28.32959938049316 [C]; A:[22, -6, 200]; H: 65.25091552734375
SENSE daad 176 24-04-2019 12:14:33.597 T: 27.51840019226074 [C]; A:[122, -8, 198]; H: 65.41876220703125
SENSE daaa 279 24-04-2019 12:14:34.010 T: 28.26719856262207 [C]; A:[24, -8, 198]; H: 65.25091552734375
SENSE daad 177 24-04-2019 12:14:34.014 T: 27.5807991027832 [C]; A:[120, -4, 202]; H: 65.38824462890625
SENSE daab 169 24-04-2019 12:14:33.985 T: 29.63999938964843 [C]; A:[54, 0, 232]; H: 62.17626953125
SENSE daaa 280 24-04-2019 12:14:34.468 T: 28.32959938049316 [C]; A:[24, -12, 204]; H: 65.22039794921875
SENSE daad 178 24-04-2019 12:14:34.456 T: 27.51840019226074 [C]; A:[122, -8, 204]; H: 65.35772705078125
SENSE daaa 281 24-04-2019 12:14:34.885 T: 28.26719856262207 [C]; A:[22, -6, 198]; H: 65.22039794921875
SENSE daac 267 24-04-2019 12:14:25.075 T: 26.45759963989257 [C]; A:[12, -40, 244]; H: 66.73101806640625
SENSE daad 179 24-04-2019 12:14:34.910 T: 27.5807991027832 [C]; A:[122, -8, 204]; H: 65.3348388671875
SENSE daaa 282 24-04-2019 12:14:35.285 T: 28.26719856262207 [C]; A:[22, -6, 198]; H: 65.28143310546875
SENSE daac 268 24-04-2019 12:14:35.321 T: 26.45759963989257 [C]; A:[10, -40, 250]; H: 66.56317138671875
SENSE daaa 283 24-04-2019 12:14:35.631 T: 28.32959938049316 [C]; A:[22, -6, 206]; H: 65.34246826171875
SENSE daac 269 24-04-2019 12:14:35.739 T: 26.45759963989257 [C]; A:[14, -44, 246]; H: 66.540283203125
SENSE daad 180 24-04-2019 12:14:35.668 T: 27.51840019226074 [C]; A:[120, -8, 200]; H: 65.441650390625
SENSE daaa 284 24-04-2019 12:14:35.966 T: 28.26719856262207 [C]; A:[20, 0, 192]; H: 65.34246826171875
SENSE daac 270 24-04-2019 12:14:36.183 T: 26.45759963989257 [C]; A:[10, -40, 252]; H: 66.540283203125
SENSE daaa 285 24-04-2019 12:14:36.367 T: 28.32959938049316 [C]; A:[20, -4, 194]; H: 65.34246826171875
SENSE daac 271 24-04-2019 12:14:36.624 T: 26.45759963989257 [C]; A:[12, -42, 244]; H: 66.509765625
SENSE daaa 286 24-04-2019 12:14:36.707 T: 28.32959938049316 [C]; A:[22, -8, 198]; H: 65.31195068359375
SENSE daad 181 24-04-2019 12:14:36.552 T: 27.5807991027832 [C]; A:[120, -6, 206]; H: 65.92230224609375
SENSE daaa 287 24-04-2019 12:14:37.092 T: 28.26719856262207 [C]; A:[26, -8, 206]; H: 65.28143310546875
SENSE daac 272 24-04-2019 12:14:37.069 T: 26.39519882202148 [C]; A:[18, -42, 248]; H: 66.509765625
SENSE daaa 288 24-04-2019 12:14:37.427 T: 28.32959938049316 [C]; A:[22, -2, 198]; H: 65.28143310546875
SENSE daac 273 24-04-2019 12:14:37.506 T: 26.45759963989257 [C]; A:[8, -40, 246]; H: 66.509765625
SENSE daad 182 24-04-2019 12:14:37.431 T: 27.5807991027832 [C]; A:[118, -6, 206]; H: 66.38006591796875
SENSE daaa 289 24-04-2019 12:14:37.762 T: 28.26719856262207 [C]; A:[20, -16, 208]; H: 65.28143310546875
SENSE daac 274 24-04-2019 12:14:37.950 T: 26.45759963989257 [C]; A:[14, -38, 246]; H: 66.540283203125
SENSE daaa 290 24-04-2019 12:14:38.137 T: 28.32959938049316 [C]; A:[20, -6, 200]; H: 65.31195068359375
SENSE daac 275 24-04-2019 12:14:38.376 T: 26.45759963989257 [C]; A:[10, -40, 240]; H: 66.56317138671875
SENSE daaa 291 24-04-2019 12:14:38.498 T: 28.32959938049316 [C]; A:[22, -4, 200]; H: 65.3958740234375
SENSE daad 183 24-04-2019 12:14:38.310 T: 27.5807991027832 [C]; A:[120, -8, 202]; H: 66.906494140625
SENSE daaa 292 24-04-2019 12:14:38.847 T: 28.32959938049316 [C]; A:[20, -6, 206]; H: 65.4569091796875
SENSE daac 276 24-04-2019 12:14:38.837 T: 26.45759963989257 [C]; A:[16, -40, 250]; H: 66.59368896484375
SENSE daaa 293 24-04-2019 12:14:39.183 T: 28.32959938049316 [C]; A:[20, -8, 200]; H: 65.4569091796875
SENSE daac 277 24-04-2019 12:14:39.278 T: 26.51999855041503 [C]; A:[18, -44, 244]; H: 66.59368896484375
SENSE daad 184 24-04-2019 12:14:39.208 T: 27.5807991027832 [C]; A:[122, -8, 206]; H: 67.1353759765625
SENSE daaa 294 24-04-2019 12:14:39.518 T: 28.32959938049316 [C]; A:[18, 0, 200]; H: 65.4874267578125
SENSE daab 170 24-04-2019 12:14:34.855 T: 29.63999938964843 [C]; A:[54, 0, 230]; H: 62.12286376953125
SENSE daac 278 24-04-2019 12:14:39.722 T: 26.45759963989257 [C]; A:[14, -40, 244]; H: 66.59368896484375
SENSE daaa 295 24-04-2019 12:14:39.951 T: 28.32959938049316 [C]; A:[24, -4, 202]; H: 65.5179443359375
SENSE daac 279 24-04-2019 12:14:40.149 T: 26.45759963989257 [C]; A:[18, -42, 242]; H: 66.59368896484375
SENSE daad 185 24-04-2019 12:14:40.077 T: 27.5807991027832 [C]; A:[124, -6, 200]; H: 67.394775390625
SENSE daaa 296 24-04-2019 12:14:40.382 T: 28.32959938049316 [C]; A:[22, -8, 202]; H: 65.5789794921875
SENSE daab 171 24-04-2019 12:14:40.358 T: 29.7023983001709 [C]; A:[50, 0, 234]; H: 63.03839111328125
SENSE daac 280 24-04-2019 12:14:40.603 T: 26.45759963989257 [C]; A:[16, -46, 246]; H: 66.59368896484375
SENSE daaa 297 24-04-2019 12:14:40.836 T: 28.26719856262207 [C]; A:[24, -6, 204]; H: 65.6400146484375
SENSE daac 281 24-04-2019 12:14:41.050 T: 26.51999855041503 [C]; A:[14, -42, 248]; H: 66.59368896484375
SENSE daad 186 24-04-2019 12:14:40.972 T: 27.5807991027832 [C]; A:[120, -8, 196]; H: 67.52447509765625
SENSE daaa 298 24-04-2019 12:14:41.272 T: 28.26719856262207 [C]; A:[18, -8, 200]; H: 65.69342041015625
SENSE daab 172 24-04-2019 12:14:41.249 T: 29.63999938964843 [C]; A:[48, 0, 222]; H: 63.39697265625
SENSE daac 282 24-04-2019 12:14:41.509 T: 26.45759963989257 [C]; A:[10, -40, 244]; H: 66.62420654296875
SENSE daaa 299 24-04-2019 12:14:41.721 T: 28.32959938049316 [C]; A:[20, -4, 194]; H: 65.75445556640625
SENSE daac 283 24-04-2019 12:14:41.936 T: 26.45759963989257 [C]; A:[12, -40, 246]; H: 66.62420654296875
SENSE daad 187 24-04-2019 12:14:41.860 T: 27.5807991027832 [C]; A:[120, -10, 194]; H: 67.55499267578125
SENSE daaa 300 24-04-2019 12:14:42.153 T: 28.32959938049316 [C]; A:[24, 0, 200]; H: 65.84600830078125
SENSE daab 173 24-04-2019 12:14:42.130 T: 29.63999938964843 [C]; A:[54, 0, 230]; H: 63.63348388671875
SENSE daac 284 24-04-2019 12:14:42.380 T: 26.45759963989257 [C]; A:[14, -38, 242]; H: 66.62420654296875
SENSE daaa 301 24-04-2019 12:14:42.592 T: 28.32959938049316 [C]; A:[18, -4, 204]; H: 65.90704345703125
SENSE daac 285 24-04-2019 12:14:42.807 T: 26.51999855041503 [C]; A:[12, -36, 244]; H: 66.6470947265625
SENSE daad 188 24-04-2019 12:14:42.739 T: 27.6431999206543 [C]; A:[122, -8, 202]; H: 67.64654541015625
SENSE daaa 302 24-04-2019 12:14:43.033 T: 28.32959938049316 [C]; A:[22, -4, 196]; H: 65.990966796875
SENSE daab 174 24-04-2019 12:14:43.006 T: 29.7023983001709 [C]; A:[50, 0, 230]; H: 63.78607177734375
SENSE daac 286 24-04-2019 12:14:43.257 T: 26.51999855041503 [C]; A:[16, -46, 244]; H: 66.6776123046875
SENSE daac 287 24-04-2019 12:14:43.708 T: 26.51999855041503 [C]; A:[10, -40, 248]; H: 66.6776123046875
SENSE daab 175 24-04-2019 12:14:43.841 T: 29.7023983001709 [C]; A:[48, 0, 230]; H: 63.81658935546875
SENSE daac 288 24-04-2019 12:14:44.150 T: 26.51999855041503 [C]; A:[14, -40, 248]; H: 66.73101806640625
SENSE daab 176 24-04-2019 12:14:44.214 T: 29.7023983001709 [C]; A:[50, 2, 240]; H: 63.81658935546875
SENSE daac 289 24-04-2019 12:14:44.593 T: 26.45759963989257 [C]; A:[12, -42, 244]; H: 66.6776123046875
SENSE daab 177 24-04-2019 12:14:44.657 T: 29.7023983001709 [C]; A:[50, 0, 232]; H: 63.81658935546875
SENSE daac 290 24-04-2019 12:14:45.036 T: 26.51999855041503 [C]; A:[16, -42, 246]; H: 66.6776123046875
SENSE daab 178 24-04-2019 12:14:45.120 T: 29.7023983001709 [C]; A:[50, 0, 236]; H: 63.81658935546875
SENSE daac 291 24-04-2019 12:14:45.489 T: 26.51999855041503 [C]; A:[12, -40, 244]; H: 66.6776123046875
SENSE daab 179 24-04-2019 12:14:45.553 T: 29.7023983001709 [C]; A:[54, -8, 234]; H: 63.81658935546875
SENSE daac 292 24-04-2019 12:14:45.937 T: 26.51999855041503 [C]; A:[10, -38, 242]; H: 66.6776123046875
SENSE daab 180 24-04-2019 12:14:46.030 T: 29.63999938964843 [C]; A:[48, 0, 224]; H: 63.81658935546875
SENSE daac 293 24-04-2019 12:14:46.380 T: 26.51999855041503 [C]; A:[8, -30, 260]; H: 66.6776123046875
SENSE daab 181 24-04-2019 12:14:46.464 T: 29.7023983001709 [C]; A:[48, 0, 228]; H: 63.81658935546875
SENSE daac 294 24-04-2019 12:14:46.823 T: 26.51999855041503 [C]; A:[0, -50, 236]; H: 66.6470947265625
SENSE daab 182 24-04-2019 12:14:46.906 T: 29.7023983001709 [C]; A:[52, 0, 232]; H: 63.75555419921875
SENSE daac 295 24-04-2019 12:14:47.266 T: 26.51999855041503 [C]; A:[12, -38, 242]; H: 66.68524169921875
SENSE daab 183 24-04-2019 12:14:47.329 T: 29.7023983001709 [C]; A:[52, 0, 232]; H: 63.69451904296875
SENSE daac 296 24-04-2019 12:14:47.714 T: 26.51999855041503 [C]; A:[6, -44, 244]; H: 66.68524169921875
SENSE daab 184 24-04-2019 12:14:47.782 T: 29.7023983001709 [C]; A:[48, 0, 228]; H: 63.671630859375
SENSE daac 297 24-04-2019 12:14:48.172 T: 26.58239936828613 [C]; A:[14, -42, 242]; H: 66.65472412109375
SENSE daab 185 24-04-2019 12:14:48.255 T: 29.7023983001709 [C]; A:[48, 0, 224]; H: 63.610595703125
SENSE daac 298 24-04-2019 12:14:48.625 T: 26.58239936828613 [C]; A:[14, -34, 246]; H: 66.65472412109375
SENSE daab 186 24-04-2019 12:14:48.687 T: 29.7023983001709 [C]; A:[50, 0, 226]; H: 63.549560546875
SENSE daad 189 24-04-2019 12:14:43.628 T: 27.6431999206543 [C]; A:[120, -8, 186]; H: 67.64654541015625
SENSE daac 299 24-04-2019 12:14:49.070 T: 26.51999855041503 [C]; A:[14, -38, 250]; H: 66.65472412109375
SENSE daab 187 24-04-2019 12:14:49.136 T: 29.764799118042 [C]; A:[50, 0, 228]; H: 63.488525390625
SENSE daac 300 24-04-2019 12:14:49.496 T: 26.51999855041503 [C]; A:[16, -42, 246]; H: 66.65472412109375
SENSE daab 188 24-04-2019 12:14:49.593 T: 29.7023983001709 [C]; A:[48, 0, 230]; H: 63.427490234375
SENSE daad 190 24-04-2019 12:14:49.428 T: 27.6431999206543 [C]; A:[124, -8, 200]; H: 66.9522705078125
SENSE daac 301 24-04-2019 12:14:49.957 T: 26.51999855041503 [C]; A:[12, -42, 240]; H: 66.65472412109375
SENSE daab 189 24-04-2019 12:14:50.016 T: 29.7023983001709 [C]; A:[52, 0, 226]; H: 63.27490234375
SENSE daac 302 24-04-2019 12:14:50.397 T: 26.51999855041503 [C]; A:[12, -40, 240]; H: 66.7691650390625
SENSE daab 190 24-04-2019 12:14:50.478 T: 29.7023983001709 [C]; A:[48, 6, 230]; H: 63.16046142578125
SENSE daad 191 24-04-2019 12:14:50.327 T: 27.6431999206543 [C]; A:[120, -8, 196]; H: 66.88360595703125
SENSE daac 303 24-04-2019 12:14:50.842 T: 26.58239936828613 [C]; A:[16, -42, 246]; H: 66.8759765625
SENSE daab 191 24-04-2019 12:14:50.911 T: 29.764799118042 [C]; A:[48, 0, 230]; H: 63.03839111328125
SENSE daac 304 24-04-2019 12:14:51.268 T: 26.58239936828613 [C]; A:[12, -38, 238]; H: 66.99041748046875
SENSE daab 192 24-04-2019 12:14:51.364 T: 29.764799118042 [C]; A:[54, 0, 224]; H: 62.8934326171875
SENSE daad 192 24-04-2019 12:14:51.201 T: 27.6431999206543 [C]; A:[122, -8, 202]; H: 66.79205322265625
SENSE daac 305 24-04-2019 12:14:51.704 T: 26.51999855041503 [C]; A:[16, -40, 246]; H: 67.12774658203125
SENSE daab 193 24-04-2019 12:14:51.808 T: 29.764799118042 [C]; A:[48, 2, 236]; H: 62.8018798828125
SENSE daac 306 24-04-2019 12:14:52.124 T: 26.51999855041503 [C]; A:[16, -48, 242]; H: 67.2421875
SENSE daab 194 24-04-2019 12:14:52.225 T: 29.764799118042 [C]; A:[52, 0, 222]; H: 62.71795654296875
SENSE daad 193 24-04-2019 12:14:52.060 T: 27.6431999206543 [C]; A:[120, -10, 200]; H: 66.662353515625
SENSE daac 307 24-04-2019 12:14:52.565 T: 26.58239936828613 [C]; A:[16, -38, 240]; H: 67.29559326171875
SENSE daab 195 24-04-2019 12:14:52.643 T: 29.7023983001709 [C]; A:[48, 0, 230]; H: 62.62640380859375
SENSE daac 308 24-04-2019 12:14:52.980 T: 26.58239936828613 [C]; A:[12, -46, 246]; H: 67.4100341796875
SENSE daab 196 24-04-2019 12:14:53.076 T: 29.764799118042 [C]; A:[48, 0, 228]; H: 62.53485107421875
SENSE daad 194 24-04-2019 12:14:52.909 T: 27.6431999206543 [C]; A:[122, -6, 206]; H: 66.56317138671875
SENSE daaa 303 24-04-2019 12:14:43.472 T: 28.32959938049316 [C]; A:[18, -4, 200]; H: 66.052001953125
SENSE daac 309 24-04-2019 12:14:53.416 T: 26.58239936828613 [C]; A:[12, -44, 250]; H: 67.43292236328125
SENSE daac 310 24-04-2019 12:14:53.833 T: 26.51999855041503 [C]; A:[12, -40, 248]; H: 67.46343994140625
SENSE daad 195 24-04-2019 12:14:53.758 T: 27.70559883117675 [C]; A:[118, -10, 204]; H: 66.479248046875
SENSE daac 311 24-04-2019 12:14:54.272 T: 26.58239936828613 [C]; A:[14, -36, 242]; H: 67.46343994140625
SENSE daac 312 24-04-2019 12:14:54.692 T: 26.58239936828613 [C]; A:[16, -44, 248]; H: 67.49395751953125
SENSE daad 196 24-04-2019 12:14:54.627 T: 27.6431999206543 [C]; A:[124, -4, 198]; H: 66.509765625
SENSE daac 313 24-04-2019 12:14:55.128 T: 26.58239936828613 [C]; A:[12, -44, 248]; H: 67.49395751953125
SENSE daac 314 24-04-2019 12:14:55.544 T: 26.58239936828613 [C]; A:[20, -46, 250]; H: 67.49395751953125
SENSE daad 197 24-04-2019 12:14:55.471 T: 27.70559883117675 [C]; A:[118, -4, 196]; H: 66.69287109375
SENSE daac 315 24-04-2019 12:14:55.979 T: 26.58239936828613 [C]; A:[18, -44, 242]; H: 67.46343994140625
SENSE daac 316 24-04-2019 12:14:56.410 T: 26.58239936828613 [C]; A:[10, -42, 242]; H: 67.4100341796875
SENSE daad 198 24-04-2019 12:14:56.360 T: 27.70559883117675 [C]; A:[122, -8, 202]; H: 66.85308837890625
SENSE daac 317 24-04-2019 12:14:56.870 T: 26.58239936828613 [C]; A:[12, -40, 244]; H: 67.32611083984375
SENSE daac 318 24-04-2019 12:14:57.286 T: 26.58239936828613 [C]; A:[14, -36, 246]; H: 67.26507568359375
SENSE daad 199 24-04-2019 12:14:57.215 T: 27.6431999206543 [C]; A:[118, -6, 202]; H: 66.82257080078125
SENSE daac 319 24-04-2019 12:14:57.731 T: 26.58239936828613 [C]; A:[14, -42, 248]; H: 67.211669921875
SENSE daac 320 24-04-2019 12:14:58.157 T: 26.58239936828613 [C]; A:[16, -42, 244]; H: 67.15826416015625
SENSE daab 197 24-04-2019 12:14:53.508 T: 29.7023983001709 [C]; A:[54, 0, 230]; H: 62.47381591796875
SENSE daad 200 24-04-2019 12:14:58.083 T: 27.70559883117675 [C]; A:[118, 0, 200]; H: 66.662353515625
SENSE daac 321 24-04-2019 12:14:58.618 T: 26.58239936828613 [C]; A:[12, -42, 246]; H: 67.0438232421875
SENSE daab 198 24-04-2019 12:14:58.677 T: 29.764799118042 [C]; A:[48, 0, 236]; H: 63.03839111328125
SENSE daac 322 24-04-2019 12:14:59.058 T: 26.58239936828613 [C]; A:[14, -44, 242]; H: 66.99041748046875
SENSE daab 199 24-04-2019 12:14:59.150 T: 29.764799118042 [C]; A:[52, 0, 224]; H: 63.22149658203125
SENSE daad 201 24-04-2019 12:14:58.987 T: 27.76799964904785 [C]; A:[122, -12, 202]; H: 66.62420654296875
SENSE daac 323 24-04-2019 12:14:59.503 T: 26.58239936828613 [C]; A:[12, -36, 240]; H: 66.93701171875
SENSE daab 200 24-04-2019 12:14:59.584 T: 29.764799118042 [C]; A:[58, 0, 242]; H: 63.3359375
SENSE daac 324 24-04-2019 12:14:59.929 T: 26.58239936828613 [C]; A:[0, -46, 238]; H: 66.8759765625
SENSE daab 201 24-04-2019 12:15:00.016 T: 29.764799118042 [C]; A:[40, 12, 226]; H: 63.4580078125
SENSE daad 202 24-04-2019 12:14:59.861 T: 27.70559883117675 [C]; A:[114, 0, 202]; H: 66.56317138671875
SENSE daac 325 24-04-2019 12:15:00.374 T: 26.58239936828613 [C]; A:[10, -42, 248]; H: 66.82257080078125
SENSE daab 202 24-04-2019 12:15:00.429 T: 29.764799118042 [C]; A:[48, -2, 234]; H: 63.51904296875
SENSE daac 326 24-04-2019 12:15:00.820 T: 26.58239936828613 [C]; A:[16, -50, 242]; H: 66.7691650390625
SENSE daab 203 24-04-2019 12:15:00.906 T: 29.764799118042 [C]; A:[54, 0, 238]; H: 63.549560546875
SENSE daad 203 24-04-2019 12:15:00.750 T: 27.70559883117675 [C]; A:[120, -6, 198]; H: 66.418212890625
SENSE daac 327 24-04-2019 12:15:01.265 T: 26.58239936828613 [C]; A:[14, -38, 246]; H: 66.68524169921875
SENSE daab 204 24-04-2019 12:15:01.344 T: 29.764799118042 [C]; A:[50, 0, 230]; H: 63.549560546875
SENSE daac 328 24-04-2019 12:15:01.691 T: 26.58239936828613 [C]; A:[12, -40, 248]; H: 66.65472412109375
SENSE daab 205 24-04-2019 12:15:01.792 T: 29.764799118042 [C]; A:[46, 0, 230]; H: 63.488525390625
SENSE daad 204 24-04-2019 12:15:01.619 T: 27.70559883117675 [C]; A:[124, -14, 202]; H: 66.2503662109375
SENSE daac 329 24-04-2019 12:15:02.136 T: 26.58239936828613 [C]; A:[12, -38, 242]; H: 66.601318359375
SENSE daab 206 24-04-2019 12:15:02.210 T: 29.764799118042 [C]; A:[48, 0, 228]; H: 63.427490234375
SENSE daac 330 24-04-2019 12:15:02.562 T: 26.58239936828613 [C]; A:[14, -46, 238]; H: 66.57080078125
SENSE daab 207 24-04-2019 12:15:02.663 T: 29.764799118042 [C]; A:[52, 0, 230]; H: 63.366455078125
SENSE daad 205 24-04-2019 12:15:02.494 T: 27.70559883117675 [C]; A:[118, -6, 206]; H: 66.13592529296875
SENSE daac 331 24-04-2019 12:15:03.028 T: 26.58239936828613 [C]; A:[14, -40, 238]; H: 66.51739501953125
SENSE daab 208 24-04-2019 12:15:03.115 T: 29.764799118042 [C]; A:[52, -4, 234]; H: 63.28253173828125
SENSE daac 332 24-04-2019 12:15:03.443 T: 26.64480018615722 [C]; A:[8, -38, 246]; H: 66.48687744140625
SENSE daad 206 24-04-2019 12:15:03.377 T: 27.70559883117675 [C]; A:[120, -8, 192]; H: 66.02911376953125
