SENSE daaa 1 24-04-2019 00:37:22.894 T: 31.63679885864257 [C]; A:[-6, -28, 212]; H: 66.052001953125
SENSE daaa 1488 24-04-2019 00:54:49.910 T: 31.82399940490722 [C]; A:[-4, -20, 230]; H: 65.72393798828125
SENSE daab 683 24-04-2019 00:54:49.692 T: 31.38719940185546 [C]; A:[54, -200, 144]; H: 65.319580078125
SENSE daac 469 24-04-2019 00:54:50.751 T: 30.76319885253906 [C]; A:[4, -78, 216]; H: 69.38604736328125
SENSE daad 373 24-04-2019 00:54:41.304 T: 31.82399940490722 [C]; A:[-42, 48, 198]; H: 67.3489990234375
SENSE daac 470 24-04-2019 00:54:51.321 T: 30.76319885253906 [C]; A:[8, -80, 216]; H: 69.35552978515625
SENSE daac 471 24-04-2019 00:54:51.972 T: 30.76319885253906 [C]; A:[12, -80, 212]; H: 69.38604736328125
SENSE daac 472 24-04-2019 00:54:52.323 T: 30.76319885253906 [C]; A:[8, -76, 212]; H: 69.38604736328125
SENSE daac 473 24-04-2019 00:54:52.682 T: 30.76319885253906 [C]; A:[6, -74, 212]; H: 69.35552978515625
SENSE daab 684 24-04-2019 00:54:53.093 T: 31.44959831237792 [C]; A:[52, -194, 152]; H: 65.319580078125
SENSE daaa 1489 24-04-2019 00:54:50.443 T: 31.88639831542968 [C]; A:[0, -24, 234]; H: 65.72393798828125
SENSE daab 685 24-04-2019 00:54:53.608 T: 31.44959831237792 [C]; A:[54, -200, 138]; H: 65.319580078125
SENSE daaa 1490 24-04-2019 00:54:53.956 T: 31.88639831542968 [C]; A:[-4, -22, 230]; H: 65.69342041015625
SENSE daaa 1491 24-04-2019 00:54:54.459 T: 31.88639831542968 [C]; A:[-6, -26, 236]; H: 65.69342041015625
SENSE daad 374 24-04-2019 00:54:51.367 T: 31.82399940490722 [C]; A:[-46, 48, 196]; H: 67.3795166015625
SENSE daaa 1492 24-04-2019 00:54:54.916 T: 31.82399940490722 [C]; A:[0, -20, 226]; H: 65.66290283203125
SENSE daaa 1493 24-04-2019 00:54:55.498 T: 31.88639831542968 [C]; A:[-6, -26, 226]; H: 65.66290283203125
SENSE daad 375 24-04-2019 00:54:54.973 T: 31.82399940490722 [C]; A:[-48, 50, 192]; H: 67.3795166015625
SENSE daaa 1494 24-04-2019 00:54:55.975 T: 31.88639831542968 [C]; A:[-6, -22, 230]; H: 65.66290283203125
SENSE daac 474 24-04-2019 00:54:53.034 T: 30.82559967041015 [C]; A:[6, -80, 208]; H: 69.35552978515625
SENSE daaa 1495 24-04-2019 00:54:56.551 T: 31.88639831542968 [C]; A:[-6, -20, 230]; H: 65.66290283203125
SENSE daaa 1496 24-04-2019 00:54:57.127 T: 31.88639831542968 [C]; A:[-6, -20, 232]; H: 65.66290283203125
SENSE daaa 1497 24-04-2019 00:54:57.594 T: 31.88639831542968 [C]; A:[0, -24, 234]; H: 65.63238525390625
SENSE daab 686 24-04-2019 00:54:57.470 T: 31.44959831237792 [C]; A:[56, -200, 144]; H: 65.319580078125
SENSE daaa 1498 24-04-2019 00:54:58.062 T: 31.88639831542968 [C]; A:[0, -24, 222]; H: 65.63238525390625
SENSE daaa 1499 24-04-2019 00:54:58.637 T: 31.82399940490722 [C]; A:[0, -24, 228]; H: 65.63238525390625
SENSE daab 687 24-04-2019 00:54:58.406 T: 31.44959831237792 [C]; A:[54, -198, 144]; H: 65.319580078125
SENSE daaa 1500 24-04-2019 00:54:59.099 T: 31.88639831542968 [C]; A:[0, -24, 222]; H: 65.63238525390625
SENSE daaa 1501 24-04-2019 00:54:59.675 T: 31.88639831542968 [C]; A:[0, -24, 232]; H: 65.63238525390625
SENSE daab 688 24-04-2019 00:54:59.432 T: 31.44959831237792 [C]; A:[54, -200, 150]; H: 65.319580078125
SENSE daac 475 24-04-2019 00:54:56.991 T: 30.76319885253906 [C]; A:[8, -78, 218]; H: 69.35552978515625
SENSE daaa 1502 24-04-2019 00:55:00.228 T: 31.82399940490722 [C]; A:[-6, -26, 226]; H: 65.6094970703125
SENSE daab 689 24-04-2019 00:55:00.580 T: 31.44959831237792 [C]; A:[56, -198, 150]; H: 65.319580078125
SENSE daaa 1503 24-04-2019 00:55:01.017 T: 31.82399940490722 [C]; A:[0, -30, 230]; H: 65.6094970703125
SENSE daac 476 24-04-2019 00:55:00.958 T: 30.76319885253906 [C]; A:[8, -78, 210]; H: 69.38604736328125
SENSE daaa 1504 24-04-2019 00:55:01.598 T: 31.88639831542968 [C]; A:[-6, -22, 230]; H: 65.6094970703125
SENSE daab 690 24-04-2019 00:55:01.461 T: 31.44959831237792 [C]; A:[58, -196, 146]; H: 65.319580078125
SENSE daaa 1505 24-04-2019 00:55:02.174 T: 31.88639831542968 [C]; A:[-6, -22, 230]; H: 65.6094970703125
SENSE daac 477 24-04-2019 00:55:02.041 T: 30.76319885253906 [C]; A:[8, -80, 210]; H: 69.38604736328125
SENSE daab 691 24-04-2019 00:55:02.643 T: 31.44959831237792 [C]; A:[50, -196, 148]; H: 65.380615234375
SENSE daac 478 24-04-2019 00:55:03.038 T: 30.82559967041015 [C]; A:[14, -80, 220]; H: 69.38604736328125
SENSE daab 692 24-04-2019 00:55:03.359 T: 31.51199913024902 [C]; A:[52, -198, 150]; H: 65.380615234375
SENSE daab 693 24-04-2019 00:55:03.910 T: 31.44959831237792 [C]; A:[48, -196, 142]; H: 65.380615234375
SENSE daac 479 24-04-2019 00:55:03.728 T: 30.82559967041015 [C]; A:[8, -80, 214]; H: 69.38604736328125
SENSE daab 694 24-04-2019 00:55:04.427 T: 31.44959831237792 [C]; A:[56, -200, 142]; H: 65.380615234375
SENSE daaa 1506 24-04-2019 00:55:05.203 T: 31.82399940490722 [C]; A:[0, -26, 230]; H: 65.63238525390625
SENSE daab 695 24-04-2019 00:55:05.009 T: 31.44959831237792 [C]; A:[58, -198, 148]; H: 65.380615234375
SENSE daaa 1507 24-04-2019 00:55:05.666 T: 31.88639831542968 [C]; A:[0, -24, 232]; H: 65.63238525390625
SENSE daad 376 24-04-2019 00:54:56.119 T: 31.82399940490722 [C]; A:[-42, 48, 192]; H: 67.3795166015625
SENSE daaa 1508 24-04-2019 00:55:06.242 T: 31.82399940490722 [C]; A:[-4, -20, 236]; H: 65.63238525390625
SENSE daab 696 24-04-2019 00:55:06.114 T: 31.44959831237792 [C]; A:[54, -202, 142]; H: 65.319580078125
SENSE daaa 1509 24-04-2019 00:55:06.819 T: 31.82399940490722 [C]; A:[0, -26, 226]; H: 65.63238525390625
SENSE daad 377 24-04-2019 00:55:06.421 T: 31.76159858703613 [C]; A:[-42, 44, 192]; H: 67.4100341796875
SENSE daaa 1510 24-04-2019 00:55:07.395 T: 31.88639831542968 [C]; A:[-8, -24, 220]; H: 65.63238525390625
SENSE daab 697 24-04-2019 00:55:07.269 T: 31.44959831237792 [C]; A:[54, -200, 146]; H: 65.319580078125
SENSE daaa 1511 24-04-2019 00:55:07.981 T: 31.88639831542968 [C]; A:[-8, -24, 230]; H: 65.63238525390625
SENSE daad 378 24-04-2019 00:55:07.646 T: 31.76159858703613 [C]; A:[-50, 52, 194]; H: 67.3795166015625
SENSE daaa 1512 24-04-2019 00:55:08.507 T: 31.82399940490722 [C]; A:[0, -22, 228]; H: 65.63238525390625
SENSE daaa 1513 24-04-2019 00:55:09.079 T: 31.88639831542968 [C]; A:[0, -24, 228]; H: 65.63238525390625
SENSE daad 379 24-04-2019 00:55:08.562 T: 31.76159858703613 [C]; A:[-40, 48, 188]; H: 67.4100341796875
SENSE daaa 1514 24-04-2019 00:55:09.550 T: 31.88639831542968 [C]; A:[0, -26, 238]; H: 65.63238525390625
SENSE daaa 1515 24-04-2019 00:55:10.117 T: 31.88639831542968 [C]; A:[0, -28, 230]; H: 65.63238525390625
SENSE daad 380 24-04-2019 00:55:09.617 T: 31.82399940490722 [C]; A:[-50, 52, 196]; H: 67.4100341796875
SENSE daaa 1516 24-04-2019 00:55:10.589 T: 31.82399940490722 [C]; A:[-2, -28, 230]; H: 65.63238525390625
SENSE daaa 1517 24-04-2019 00:55:11.160 T: 31.88639831542968 [C]; A:[-6, -22, 228]; H: 65.63238525390625
SENSE daad 381 24-04-2019 00:55:10.657 T: 31.76159858703613 [C]; A:[-44, 50, 194]; H: 67.4100341796875
SENSE daaa 1518 24-04-2019 00:55:11.628 T: 31.88639831542968 [C]; A:[0, -24, 228]; H: 65.63238525390625
SENSE daaa 1519 24-04-2019 00:55:12.203 T: 31.88639831542968 [C]; A:[-6, -26, 228]; H: 65.63238525390625
SENSE daad 382 24-04-2019 00:55:11.678 T: 31.76159858703613 [C]; A:[-42, 46, 194]; H: 67.4100341796875
SENSE daaa 1520 24-04-2019 00:55:12.675 T: 31.88639831542968 [C]; A:[0, -24, 232]; H: 65.6094970703125
SENSE daaa 1521 24-04-2019 00:55:13.241 T: 31.88639831542968 [C]; A:[0, -26, 226]; H: 65.6094970703125
SENSE daad 383 24-04-2019 00:55:12.728 T: 31.82399940490722 [C]; A:[-44, 50, 194]; H: 67.4100341796875
SENSE daaa 1522 24-04-2019 00:55:13.703 T: 31.82399940490722 [C]; A:[0, -26, 230]; H: 65.6094970703125
SENSE daaa 1523 24-04-2019 00:55:14.295 T: 31.82399940490722 [C]; A:[0, -22, 228]; H: 65.6094970703125
SENSE daad 384 24-04-2019 00:55:13.748 T: 31.82399940490722 [C]; A:[-46, 50, 196]; H: 67.4100341796875
SENSE daaa 1524 24-04-2019 00:55:14.771 T: 31.82399940490722 [C]; A:[0, -24, 226]; H: 65.6094970703125
SENSE daaa 1525 24-04-2019 00:55:15.347 T: 31.88639831542968 [C]; A:[0, -24, 228]; H: 65.6094970703125
SENSE daad 385 24-04-2019 00:55:14.818 T: 31.82399940490722 [C]; A:[-46, 50, 196]; H: 67.3795166015625
SENSE daaa 1526 24-04-2019 00:55:15.819 T: 31.82399940490722 [C]; A:[0, -20, 230]; H: 65.6094970703125
SENSE daaa 1527 24-04-2019 00:55:16.396 T: 31.88639831542968 [C]; A:[-4, -24, 230]; H: 65.6094970703125
SENSE daaa 1528 24-04-2019 00:55:16.867 T: 31.82399940490722 [C]; A:[0, -24, 226]; H: 65.6094970703125
SENSE daaa 1529 24-04-2019 00:55:17.365 T: 31.88639831542968 [C]; A:[0, -30, 232]; H: 65.6094970703125
SENSE daab 698 24-04-2019 00:55:17.233 T: 31.44959831237792 [C]; A:[52, -202, 142]; H: 65.2890625
SENSE daaa 1530 24-04-2019 00:55:17.826 T: 31.88639831542968 [C]; A:[0, -28, 228]; H: 65.6094970703125
SENSE daab 699 24-04-2019 00:55:18.148 T: 31.44959831237792 [C]; A:[56, -198, 142]; H: 65.258544921875
SENSE daaa 1531 24-04-2019 00:55:18.503 T: 31.88639831542968 [C]; A:[-4, -24, 230]; H: 65.6094970703125
SENSE daaa 1532 24-04-2019 00:55:18.989 T: 31.82399940490722 [C]; A:[0, -26, 232]; H: 65.6094970703125
SENSE daab 700 24-04-2019 00:55:18.835 T: 31.44959831237792 [C]; A:[54, -196, 142]; H: 65.258544921875
SENSE daad 386 24-04-2019 00:55:15.859 T: 31.76159858703613 [C]; A:[-44, 50, 194]; H: 67.3795166015625
SENSE daaa 1533 24-04-2019 00:55:19.532 T: 31.82399940490722 [C]; A:[0, -20, 232]; H: 65.6094970703125
SENSE daab 701 24-04-2019 00:55:19.890 T: 31.44959831237792 [C]; A:[52, -196, 146]; H: 65.258544921875
SENSE daaa 1534 24-04-2019 00:55:20.325 T: 31.88639831542968 [C]; A:[0, -22, 236]; H: 65.6094970703125
SENSE daad 387 24-04-2019 00:55:19.965 T: 31.82399940490722 [C]; A:[-46, 50, 194]; H: 67.3795166015625
SENSE daaa 1535 24-04-2019 00:55:20.851 T: 31.88639831542968 [C]; A:[0, -26, 228]; H: 65.6094970703125
SENSE daaa 1536 24-04-2019 00:55:21.427 T: 31.82399940490722 [C]; A:[0, -26, 228]; H: 65.6094970703125
SENSE daad 388 24-04-2019 00:55:20.911 T: 31.82399940490722 [C]; A:[-46, 50, 192]; H: 67.3795166015625
SENSE daaa 1537 24-04-2019 00:55:21.899 T: 31.88639831542968 [C]; A:[-4, -22, 232]; H: 65.6094970703125
SENSE daaa 1538 24-04-2019 00:55:22.471 T: 31.88639831542968 [C]; A:[-4, -22, 226]; H: 65.5789794921875
SENSE daad 389 24-04-2019 00:55:21.960 T: 31.76159858703613 [C]; A:[-44, 48, 196]; H: 67.3795166015625
SENSE daac 480 24-04-2019 00:55:04.796 T: 30.76319885253906 [C]; A:[8, -76, 214]; H: 69.38604736328125
SENSE daac 481 24-04-2019 00:55:23.593 T: 30.76319885253906 [C]; A:[4, -78, 212]; H: 69.41656494140625
SENSE daac 482 24-04-2019 00:55:24.149 T: 30.76319885253906 [C]; A:[10, -80, 216]; H: 69.41656494140625
SENSE daac 483 24-04-2019 00:55:24.700 T: 30.82559967041015 [C]; A:[8, -78, 214]; H: 69.41656494140625
SENSE daac 484 24-04-2019 00:55:25.241 T: 30.82559967041015 [C]; A:[6, -78, 210]; H: 69.41656494140625
SENSE daac 485 24-04-2019 00:55:25.792 T: 30.76319885253906 [C]; A:[10, -82, 210]; H: 69.41656494140625
SENSE daab 702 24-04-2019 00:55:26.205 T: 31.44959831237792 [C]; A:[56, -202, 148]; H: 65.2890625
SENSE daab 703 24-04-2019 00:55:26.723 T: 31.44959831237792 [C]; A:[56, -200, 142]; H: 65.2890625
SENSE daac 486 24-04-2019 00:55:26.591 T: 30.82559967041015 [C]; A:[8, -76, 214]; H: 69.41656494140625
SENSE daab 704 24-04-2019 00:55:27.250 T: 31.44959831237792 [C]; A:[58, -200, 142]; H: 65.2890625
SENSE daab 705 24-04-2019 00:55:27.827 T: 31.44959831237792 [C]; A:[54, -202, 146]; H: 65.2890625
SENSE daac 487 24-04-2019 00:55:27.619 T: 30.82559967041015 [C]; A:[10, -76, 208]; H: 69.38604736328125
SENSE daab 706 24-04-2019 00:55:28.355 T: 31.44959831237792 [C]; A:[56, -198, 142]; H: 65.2890625
SENSE daaa 1539 24-04-2019 00:55:23.024 T: 31.88639831542968 [C]; A:[0, -22, 234]; H: 65.5789794921875
SENSE daab 707 24-04-2019 00:55:28.922 T: 31.44959831237792 [C]; A:[58, -194, 148]; H: 65.2890625
SENSE daaa 1540 24-04-2019 00:55:29.336 T: 31.82399940490722 [C]; A:[-8, -26, 232]; H: 65.5789794921875
SENSE daac 488 24-04-2019 00:55:28.716 T: 30.76319885253906 [C]; A:[12, -76, 218]; H: 69.38604736328125
SENSE daaa 1541 24-04-2019 00:55:29.923 T: 31.88639831542968 [C]; A:[0, -24, 230]; H: 65.5789794921875
SENSE daab 708 24-04-2019 00:55:29.774 T: 31.44959831237792 [C]; A:[62, -202, 150]; H: 65.2890625
SENSE daaa 1542 24-04-2019 00:55:30.488 T: 31.82399940490722 [C]; A:[0, -26, 230]; H: 65.5789794921875
SENSE daac 489 24-04-2019 00:55:30.374 T: 30.82559967041015 [C]; A:[8, -82, 206]; H: 69.38604736328125
SENSE daaa 1543 24-04-2019 00:55:31.065 T: 31.82399940490722 [C]; A:[0, -26, 234]; H: 65.5789794921875
SENSE daab 709 24-04-2019 00:55:30.913 T: 31.38719940185546 [C]; A:[54, -196, 140]; H: 65.2890625
SENSE daaa 1544 24-04-2019 00:55:31.641 T: 31.88639831542968 [C]; A:[0, -26, 226]; H: 65.5789794921875
SENSE daac 490 24-04-2019 00:55:31.511 T: 30.82559967041015 [C]; A:[10, -80, 208]; H: 69.38604736328125
SENSE daaa 1545 24-04-2019 00:55:32.217 T: 31.88639831542968 [C]; A:[0, -28, 228]; H: 65.5789794921875
SENSE daab 710 24-04-2019 00:55:32.077 T: 31.44959831237792 [C]; A:[56, -198, 146]; H: 65.2890625
SENSE daaa 1546 24-04-2019 00:55:32.744 T: 31.82399940490722 [C]; A:[0, -22, 230]; H: 65.5484619140625
SENSE daaa 1547 24-04-2019 00:55:33.315 T: 31.82399940490722 [C]; A:[0, -26, 232]; H: 65.5789794921875
SENSE daab 711 24-04-2019 00:55:33.073 T: 31.44959831237792 [C]; A:[50, -196, 144]; H: 65.2890625
SENSE daaa 1548 24-04-2019 00:55:33.787 T: 31.88639831542968 [C]; A:[0, -24, 232]; H: 65.5789794921875
SENSE daaa 1549 24-04-2019 00:55:34.353 T: 31.88639831542968 [C]; A:[0, -22, 232]; H: 65.5789794921875
SENSE daab 712 24-04-2019 00:55:34.123 T: 31.44959831237792 [C]; A:[56, -200, 146]; H: 65.2890625
SENSE daaa 1550 24-04-2019 00:55:34.897 T: 31.88639831542968 [C]; A:[0, -26, 224]; H: 65.5789794921875
SENSE daaa 1551 24-04-2019 00:55:35.456 T: 31.82399940490722 [C]; A:[0, -22, 224]; H: 65.5789794921875
SENSE daab 713 24-04-2019 00:55:35.233 T: 31.38719940185546 [C]; A:[52, -196, 144]; H: 65.2890625
SENSE daac 491 24-04-2019 00:55:35.597 T: 30.82559967041015 [C]; A:[6, -78, 202]; H: 69.35552978515625
SENSE daaa 1552 24-04-2019 00:55:36.009 T: 31.88639831542968 [C]; A:[0, -24, 230]; H: 65.5789794921875
SENSE daab 714 24-04-2019 00:55:36.337 T: 31.44959831237792 [C]; A:[54, -192, 144]; H: 65.258544921875
SENSE daaa 1553 24-04-2019 00:55:36.787 T: 31.88639831542968 [C]; A:[0, -28, 226]; H: 65.5789794921875
SENSE daac 492 24-04-2019 00:55:36.704 T: 30.76319885253906 [C]; A:[10, -80, 210]; H: 69.35552978515625
SENSE daaa 1554 24-04-2019 00:55:37.364 T: 31.88639831542968 [C]; A:[0, -28, 228]; H: 65.5789794921875
SENSE daab 715 24-04-2019 00:55:37.248 T: 31.44959831237792 [C]; A:[56, -200, 146]; H: 65.258544921875
SENSE daaa 1555 24-04-2019 00:55:37.939 T: 31.82399940490722 [C]; A:[0, -28, 224]; H: 65.5789794921875
SENSE daac 493 24-04-2019 00:55:37.807 T: 30.82559967041015 [C]; A:[8, -74, 208]; H: 69.35552978515625
SENSE daaa 1556 24-04-2019 00:55:38.516 T: 31.88639831542968 [C]; A:[-4, -20, 232]; H: 65.5789794921875
SENSE daab 716 24-04-2019 00:55:38.367 T: 31.44959831237792 [C]; A:[52, -194, 144]; H: 65.258544921875
SENSE daaa 1557 24-04-2019 00:55:39.047 T: 31.88639831542968 [C]; A:[-6, -22, 230]; H: 65.5789794921875
SENSE daaa 1558 24-04-2019 00:55:39.639 T: 31.88639831542968 [C]; A:[-8, -22, 222]; H: 65.5789794921875
SENSE daab 717 24-04-2019 00:55:39.378 T: 31.44959831237792 [C]; A:[54, -194, 148]; H: 65.258544921875
SENSE daaa 1559 24-04-2019 00:55:40.110 T: 31.88639831542968 [C]; A:[0, -26, 224]; H: 65.59423828125
SENSE daaa 1560 24-04-2019 00:55:40.687 T: 31.88639831542968 [C]; A:[-6, -20, 234]; H: 65.5484619140625
SENSE daab 718 24-04-2019 00:55:40.442 T: 31.44959831237792 [C]; A:[56, -200, 146]; H: 65.258544921875
SENSE daaa 1561 24-04-2019 00:55:41.148 T: 31.82399940490722 [C]; A:[0, -24, 228]; H: 65.5484619140625
SENSE daaa 1562 24-04-2019 00:55:41.725 T: 31.88639831542968 [C]; A:[0, -26, 230]; H: 65.5484619140625
SENSE daab 719 24-04-2019 00:55:41.472 T: 31.44959831237792 [C]; A:[54, -200, 144]; H: 65.258544921875
SENSE daaa 1563 24-04-2019 00:55:42.197 T: 31.88639831542968 [C]; A:[-6, -24, 234]; H: 65.5484619140625
SENSE daaa 1564 24-04-2019 00:55:42.758 T: 31.88639831542968 [C]; A:[0, -24, 230]; H: 65.59423828125
SENSE daab 720 24-04-2019 00:55:42.543 T: 31.44959831237792 [C]; A:[54, -198, 142]; H: 65.258544921875
SENSE daaa 1565 24-04-2019 00:55:43.220 T: 31.82399940490722 [C]; A:[0, -24, 228]; H: 65.59423828125
SENSE daaa 1566 24-04-2019 00:55:43.791 T: 31.88639831542968 [C]; A:[0, -24, 226]; H: 65.59423828125
SENSE daab 721 24-04-2019 00:55:43.558 T: 31.44959831237792 [C]; A:[54, -194, 148]; H: 65.258544921875
SENSE daaa 1567 24-04-2019 00:55:44.253 T: 31.88639831542968 [C]; A:[0, -26, 228]; H: 65.59423828125
SENSE daaa 1568 24-04-2019 00:55:44.824 T: 31.88639831542968 [C]; A:[0, -20, 226]; H: 65.563720703125
SENSE daaa 1569 24-04-2019 00:55:45.302 T: 31.88639831542968 [C]; A:[-4, -22, 238]; H: 65.563720703125
SENSE daaa 1570 24-04-2019 00:55:45.753 T: 31.88639831542968 [C]; A:[0, -24, 232]; H: 65.563720703125
SENSE daaa 1571 24-04-2019 00:55:46.205 T: 31.88639831542968 [C]; A:[-8, -20, 234]; H: 65.563720703125
SENSE daaa 1572 24-04-2019 00:55:46.695 T: 31.88639831542968 [C]; A:[0, -26, 228]; H: 65.563720703125
SENSE daaa 1573 24-04-2019 00:55:47.226 T: 31.82399940490722 [C]; A:[0, -26, 228]; H: 65.563720703125
SENSE daaa 1574 24-04-2019 00:55:47.711 T: 31.88639831542968 [C]; A:[0, -26, 224]; H: 65.563720703125
SENSE daad 390 24-04-2019 00:55:25.846 T: 31.76159858703613 [C]; A:[-42, 52, 198]; H: 67.3795166015625
SENSE daad 391 24-04-2019 00:55:48.131 T: 31.76159858703613 [C]; A:[-40, 44, 196]; H: 67.4100341796875
SENSE daad 392 24-04-2019 00:55:48.727 T: 31.76159858703613 [C]; A:[-40, 48, 194]; H: 67.4100341796875
SENSE daad 393 24-04-2019 00:55:49.312 T: 31.82399940490722 [C]; A:[-44, 48, 196]; H: 67.4100341796875
SENSE daab 722 24-04-2019 00:55:47.055 T: 31.44959831237792 [C]; A:[56, -198, 142]; H: 65.258544921875
SENSE daaa 1575 24-04-2019 00:55:50.753 T: 31.88639831542968 [C]; A:[0, -24, 236]; H: 65.533203125
SENSE daab 723 24-04-2019 00:55:50.515 T: 31.44959831237792 [C]; A:[60, -196, 146]; H: 65.258544921875
SENSE daaa 1576 24-04-2019 00:55:51.207 T: 31.88639831542968 [C]; A:[0, -22, 230]; H: 65.533203125
SENSE daaa 1577 24-04-2019 00:55:51.784 T: 31.94879913330078 [C]; A:[0, -24, 224]; H: 65.533203125
SENSE daab 724 24-04-2019 00:55:51.555 T: 31.44959831237792 [C]; A:[52, -198, 146]; H: 65.258544921875
SENSE daaa 1578 24-04-2019 00:55:52.245 T: 31.88639831542968 [C]; A:[-4, -24, 226]; H: 65.533203125
SENSE daaa 1579 24-04-2019 00:55:52.816 T: 31.88639831542968 [C]; A:[2, -24, 226]; H: 65.533203125
SENSE daab 725 24-04-2019 00:55:52.581 T: 31.44959831237792 [C]; A:[58, -198, 140]; H: 65.2890625
SENSE daaa 1580 24-04-2019 00:55:53.288 T: 31.88639831542968 [C]; A:[-4, -26, 230]; H: 65.533203125
SENSE daad 394 24-04-2019 00:55:49.933 T: 31.82399940490722 [C]; A:[-40, 44, 188]; H: 67.4100341796875
SENSE daaa 1581 24-04-2019 00:55:53.864 T: 31.88639831542968 [C]; A:[0, -22, 226]; H: 65.533203125
SENSE daab 726 24-04-2019 00:55:53.710 T: 31.44959831237792 [C]; A:[56, -200, 146]; H: 65.2890625
SENSE daaa 1582 24-04-2019 00:55:54.391 T: 31.88639831542968 [C]; A:[-6, -26, 212]; H: 65.533203125
SENSE daaa 1583 24-04-2019 00:55:54.967 T: 31.88639831542968 [C]; A:[0, -24, 230]; H: 65.533203125
SENSE daab 727 24-04-2019 00:55:54.725 T: 31.44959831237792 [C]; A:[60, -194, 148]; H: 65.2890625
SENSE daaa 1584 24-04-2019 00:55:55.429 T: 31.88639831542968 [C]; A:[0, -26, 220]; H: 65.533203125
SENSE daaa 1585 24-04-2019 00:55:56.000 T: 31.88639831542968 [C]; A:[0, -24, 232]; H: 65.533203125
SENSE daab 728 24-04-2019 00:55:55.770 T: 31.38719940185546 [C]; A:[52, -196, 148]; H: 65.258544921875
SENSE daaa 1586 24-04-2019 00:55:56.548 T: 31.88639831542968 [C]; A:[-4, -22, 226]; H: 65.533203125
SENSE daaa 1587 24-04-2019 00:55:57.104 T: 31.88639831542968 [C]; A:[0, -24, 230]; H: 65.533203125
SENSE daab 729 24-04-2019 00:55:56.895 T: 31.44959831237792 [C]; A:[58, -196, 148]; H: 65.2890625
SENSE daaa 1588 24-04-2019 00:55:57.575 T: 31.88639831542968 [C]; A:[-6, -20, 234]; H: 65.533203125
SENSE daad 395 24-04-2019 00:55:56.959 T: 31.76159858703613 [C]; A:[-48, 50, 192]; H: 67.46343994140625
SENSE daaa 1589 24-04-2019 00:55:58.151 T: 31.88639831542968 [C]; A:[0, -24, 226]; H: 65.533203125
SENSE daab 730 24-04-2019 00:55:58.000 T: 31.44959831237792 [C]; A:[58, -202, 148]; H: 65.2890625
SENSE daaa 1590 24-04-2019 00:55:58.727 T: 31.88639831542968 [C]; A:[0, -28, 232]; H: 65.533203125
SENSE daad 396 24-04-2019 00:55:58.284 T: 31.76159858703613 [C]; A:[-42, 50, 194]; H: 67.46343994140625
SENSE daaa 1591 24-04-2019 00:55:59.309 T: 31.88639831542968 [C]; A:[0, -24, 270]; H: 65.533203125
SENSE daab 731 24-04-2019 00:55:59.189 T: 31.44959831237792 [C]; A:[58, -196, 144]; H: 65.258544921875
SENSE daaa 1592 24-04-2019 00:55:59.884 T: 31.94879913330078 [C]; A:[0, -28, 226]; H: 65.533203125
SENSE daac 494 24-04-2019 00:55:47.682 T: 30.82559967041015 [C]; A:[12, -80, 210]; H: 69.35552978515625
SENSE daaa 1593 24-04-2019 00:56:00.461 T: 31.88639831542968 [C]; A:[-4, -20, 230]; H: 65.533203125
SENSE daab 732 24-04-2019 00:56:00.314 T: 31.44959831237792 [C]; A:[50, -194, 142]; H: 65.258544921875
SENSE daaa 1594 24-04-2019 00:56:01.037 T: 31.88639831542968 [C]; A:[-4, -26, 230]; H: 65.502685546875
SENSE daac 495 24-04-2019 00:56:00.912 T: 30.82559967041015 [C]; A:[12, -82, 212]; H: 69.286865234375
SENSE daaa 1595 24-04-2019 00:56:01.609 T: 31.88639831542968 [C]; A:[0, -26, 228]; H: 65.502685546875
SENSE daab 733 24-04-2019 00:56:01.473 T: 31.44959831237792 [C]; A:[54, -200, 144]; H: 65.2890625
SENSE daaa 1596 24-04-2019 00:56:02.184 T: 31.88639831542968 [C]; A:[0, -24, 228]; H: 65.502685546875
SENSE daac 496 24-04-2019 00:56:02.058 T: 30.82559967041015 [C]; A:[6, -78, 222]; H: 69.286865234375
SENSE daaa 1597 24-04-2019 00:56:02.760 T: 31.94879913330078 [C]; A:[0, -28, 236]; H: 65.502685546875
SENSE daab 734 24-04-2019 00:56:02.618 T: 31.44959831237792 [C]; A:[54, -196, 148]; H: 65.2890625
SENSE daaa 1598 24-04-2019 00:56:03.302 T: 31.88639831542968 [C]; A:[0, -22, 230]; H: 65.502685546875
SENSE daaa 1599 24-04-2019 00:56:03.868 T: 31.94879913330078 [C]; A:[-4, -24, 232]; H: 65.502685546875
SENSE daab 735 24-04-2019 00:56:03.633 T: 31.44959831237792 [C]; A:[54, -200, 146]; H: 65.2890625
SENSE daaa 1600 24-04-2019 00:56:04.345 T: 31.88639831542968 [C]; A:[0, -28, 224]; H: 65.502685546875
SENSE daaa 1601 24-04-2019 00:56:04.921 T: 31.88639831542968 [C]; A:[-8, -24, 228]; H: 65.47216796875
SENSE daab 736 24-04-2019 00:56:04.679 T: 31.44959831237792 [C]; A:[56, -198, 150]; H: 65.2890625
SENSE daaa 1602 24-04-2019 00:56:05.393 T: 31.94879913330078 [C]; A:[0, -18, 224]; H: 65.47216796875
SENSE daaa 1603 24-04-2019 00:56:05.954 T: 31.94879913330078 [C]; A:[-8, -18, 224]; H: 65.47216796875
