SENSE daaa 1 25-04-2019 05:08:09.159 T: 28.82879829406738 [C]; A:[152, -6, 176]; H: 70.25579833984375
SENSE daac 381 25-04-2019 05:16:30.016 T: 28.26719856262207 [C]; A:[4, -40, 246]; H: 68.76043701171875
SENSE daaa 499 25-04-2019 05:16:30.633 T: 29.20319938659667 [C]; A:[156, -12, 180]; H: 69.21820068359375
SENSE daac 382 25-04-2019 05:16:30.992 T: 28.26719856262207 [C]; A:[10, -34, 240]; H: 68.76043701171875
SENSE daac 383 25-04-2019 05:16:31.420 T: 28.26719856262207 [C]; A:[6, -42, 250]; H: 68.76043701171875
SENSE daad 269 25-04-2019 05:16:31.347 T: 28.39199829101562 [C]; A:[-14, -10, 230]; H: 68.76806640625
SENSE daac 384 25-04-2019 05:16:31.918 T: 28.26719856262207 [C]; A:[6, -36, 248]; H: 68.76043701171875
SENSE daac 385 25-04-2019 05:16:32.351 T: 28.26719856262207 [C]; A:[4, -40, 248]; H: 68.76043701171875
SENSE daad 270 25-04-2019 05:16:32.276 T: 28.39199829101562 [C]; A:[-12, -12, 232]; H: 68.76806640625
SENSE daac 386 25-04-2019 05:16:32.863 T: 28.26719856262207 [C]; A:[4, -38, 244]; H: 68.76043701171875
SENSE daac 387 25-04-2019 05:16:33.282 T: 28.26719856262207 [C]; A:[0, -40, 240]; H: 68.76043701171875
SENSE daad 271 25-04-2019 05:16:33.205 T: 28.39199829101562 [C]; A:[-18, -12, 230]; H: 68.76806640625
SENSE daac 388 25-04-2019 05:16:33.764 T: 28.26719856262207 [C]; A:[6, -38, 244]; H: 68.76043701171875
SENSE daac 389 25-04-2019 05:16:34.183 T: 28.26719856262207 [C]; A:[6, -38, 246]; H: 68.76043701171875
SENSE daad 272 25-04-2019 05:16:34.109 T: 28.32959938049316 [C]; A:[-18, -14, 232]; H: 68.76806640625
SENSE daac 390 25-04-2019 05:16:34.680 T: 28.26719856262207 [C]; A:[4, -40, 242]; H: 68.76043701171875
SENSE daac 391 25-04-2019 05:16:35.099 T: 28.26719856262207 [C]; A:[8, -36, 240]; H: 68.76043701171875
SENSE daad 273 25-04-2019 05:16:35.027 T: 28.39199829101562 [C]; A:[-12, 0, 232]; H: 68.80621337890625
SENSE daaa 500 25-04-2019 05:16:35.781 T: 29.20319938659667 [C]; A:[154, -6, 178]; H: 69.0579833984375
SENSE daac 392 25-04-2019 05:16:35.581 T: 28.26719856262207 [C]; A:[6, -34, 248]; H: 68.76043701171875
SENSE daaa 501 25-04-2019 05:16:36.209 T: 29.20319938659667 [C]; A:[152, -4, 180]; H: 69.0274658203125
SENSE daaa 502 25-04-2019 05:16:36.623 T: 29.26559829711914 [C]; A:[152, -8, 172]; H: 68.9969482421875
SENSE daac 393 25-04-2019 05:16:36.542 T: 28.26719856262207 [C]; A:[8, -42, 244]; H: 68.76043701171875
SENSE daac 394 25-04-2019 05:16:37.081 T: 28.26719856262207 [C]; A:[2, -32, 246]; H: 68.76043701171875
SENSE daac 395 25-04-2019 05:16:37.488 T: 28.26719856262207 [C]; A:[6, -36, 248]; H: 68.76043701171875
SENSE daac 396 25-04-2019 05:16:37.891 T: 28.26719856262207 [C]; A:[0, -36, 244]; H: 68.76043701171875
SENSE daac 397 25-04-2019 05:16:38.304 T: 28.26719856262207 [C]; A:[4, -36, 246]; H: 68.76043701171875
SENSE daac 398 25-04-2019 05:16:38.687 T: 28.26719856262207 [C]; A:[10, -42, 252]; H: 68.76043701171875
SENSE daac 399 25-04-2019 05:16:39.071 T: 28.26719856262207 [C]; A:[10, -38, 246]; H: 68.76043701171875
SENSE daac 400 25-04-2019 05:16:39.475 T: 28.26719856262207 [C]; A:[6, -38, 244]; H: 68.79095458984375
SENSE daac 401 25-04-2019 05:16:39.882 T: 28.26719856262207 [C]; A:[6, -34, 248]; H: 68.79095458984375
SENSE daac 402 25-04-2019 05:16:40.275 T: 28.26719856262207 [C]; A:[10, -38, 246]; H: 68.79095458984375
SENSE daab 445 25-04-2019 05:16:30.543 T: 31.57439994812011 [C]; A:[24, 20, 234]; H: 62.85528564453125
SENSE daab 446 25-04-2019 05:16:40.840 T: 31.57439994812011 [C]; A:[28, 24, 232]; H: 62.91632080078125
SENSE daac 403 25-04-2019 05:16:40.758 T: 28.26719856262207 [C]; A:[6, -40, 244]; H: 68.79095458984375
SENSE daad 274 25-04-2019 05:16:35.926 T: 28.39199829101562 [C]; A:[-16, -12, 228]; H: 68.83673095703125
SENSE daaa 503 25-04-2019 05:16:41.652 T: 29.20319938659667 [C]; A:[154, -8, 176]; H: 68.92828369140625
SENSE daad 275 25-04-2019 05:16:41.463 T: 28.39199829101562 [C]; A:[-10, -6, 230]; H: 68.83673095703125
SENSE daaa 504 25-04-2019 05:16:42.094 T: 29.20319938659667 [C]; A:[152, -6, 184]; H: 68.89776611328125
SENSE daaa 505 25-04-2019 05:16:42.528 T: 29.20319938659667 [C]; A:[150, -8, 172]; H: 68.89776611328125
SENSE daad 276 25-04-2019 05:16:42.451 T: 28.39199829101562 [C]; A:[-14, -6, 226]; H: 68.80621337890625
SENSE daad 277 25-04-2019 05:16:43.082 T: 28.39199829101562 [C]; A:[-12, -10, 226]; H: 68.80621337890625
SENSE daad 278 25-04-2019 05:16:43.648 T: 28.39199829101562 [C]; A:[-14, 0, 230]; H: 68.83673095703125
SENSE daad 279 25-04-2019 05:16:44.184 T: 28.32959938049316 [C]; A:[-16, -8, 222]; H: 68.83673095703125
SENSE daad 280 25-04-2019 05:16:44.721 T: 28.32959938049316 [C]; A:[-16, -10, 232]; H: 68.83673095703125
SENSE daad 281 25-04-2019 05:16:45.267 T: 28.39199829101562 [C]; A:[-16, -6, 222]; H: 68.83673095703125
SENSE daad 282 25-04-2019 05:16:45.803 T: 28.32959938049316 [C]; A:[-16, -8, 228]; H: 68.83673095703125
SENSE daad 283 25-04-2019 05:16:46.340 T: 28.32959938049316 [C]; A:[-16, -8, 224]; H: 68.83673095703125
SENSE daad 284 25-04-2019 05:16:46.881 T: 28.32959938049316 [C]; A:[-16, -12, 224]; H: 68.83673095703125
SENSE daaa 506 25-04-2019 05:16:47.614 T: 29.26559829711914 [C]; A:[154, -8, 174]; H: 68.798583984375
SENSE daad 285 25-04-2019 05:16:47.457 T: 28.32959938049316 [C]; A:[-18, -6, 230]; H: 68.83673095703125
SENSE daaa 507 25-04-2019 05:16:48.068 T: 29.26559829711914 [C]; A:[156, -10, 174]; H: 68.798583984375
SENSE daaa 508 25-04-2019 05:16:48.497 T: 29.26559829711914 [C]; A:[154, -8, 178]; H: 68.798583984375
SENSE daad 286 25-04-2019 05:16:48.410 T: 28.39199829101562 [C]; A:[-12, -10, 228]; H: 68.83673095703125
SENSE daad 287 25-04-2019 05:16:48.932 T: 28.39199829101562 [C]; A:[-14, -12, 234]; H: 68.83673095703125
SENSE daad 288 25-04-2019 05:16:49.394 T: 28.39199829101562 [C]; A:[-14, -4, 232]; H: 68.83673095703125
SENSE daad 289 25-04-2019 05:16:49.851 T: 28.39199829101562 [C]; A:[-16, -8, 232]; H: 68.83673095703125
SENSE daad 290 25-04-2019 05:16:50.283 T: 28.39199829101562 [C]; A:[-14, -8, 226]; H: 68.83673095703125
SENSE daad 291 25-04-2019 05:16:50.715 T: 28.32959938049316 [C]; A:[-16, -10, 232]; H: 68.83673095703125
SENSE daac 404 25-04-2019 05:16:51.132 T: 28.26719856262207 [C]; A:[4, -36, 244]; H: 68.86724853515625
SENSE daac 405 25-04-2019 05:16:51.565 T: 28.26719856262207 [C]; A:[12, -40, 242]; H: 68.8443603515625
SENSE daad 292 25-04-2019 05:16:51.485 T: 28.39199829101562 [C]; A:[-16, -6, 230]; H: 68.83673095703125
SENSE daac 406 25-04-2019 05:16:52.053 T: 28.26719856262207 [C]; A:[0, -38, 244]; H: 68.86724853515625
SENSE daac 407 25-04-2019 05:16:52.475 T: 28.26719856262207 [C]; A:[8, -38, 246]; H: 68.86724853515625
SENSE daad 293 25-04-2019 05:16:52.403 T: 28.39199829101562 [C]; A:[-16, -12, 232]; H: 68.83673095703125
SENSE daac 408 25-04-2019 05:16:52.963 T: 28.26719856262207 [C]; A:[8, -38, 246]; H: 68.89776611328125
SENSE daaa 509 25-04-2019 05:16:53.526 T: 29.26559829711914 [C]; A:[150, -8, 174]; H: 68.76806640625
SENSE daac 409 25-04-2019 05:16:53.381 T: 28.26719856262207 [C]; A:[6, -34, 246]; H: 68.89776611328125
SENSE daad 294 25-04-2019 05:16:53.312 T: 28.39199829101562 [C]; A:[-16, -10, 230]; H: 68.83673095703125
SENSE daac 410 25-04-2019 05:16:54.043 T: 28.26719856262207 [C]; A:[4, -38, 244]; H: 68.89776611328125
SENSE daac 411 25-04-2019 05:16:54.477 T: 28.26719856262207 [C]; A:[6, -40, 254]; H: 68.89776611328125
SENSE daab 447 25-04-2019 05:16:56.109 T: 31.63679885864257 [C]; A:[26, 18, 236]; H: 62.73321533203125
SENSE daab 448 25-04-2019 05:16:56.452 T: 31.57439994812011 [C]; A:[26, 20, 238]; H: 62.70269775390625
SENSE daab 449 25-04-2019 05:16:56.800 T: 31.57439994812011 [C]; A:[28, 22, 230]; H: 62.70269775390625
SENSE daab 450 25-04-2019 05:16:57.148 T: 31.57439994812011 [C]; A:[28, 22, 230]; H: 62.70269775390625
SENSE daab 451 25-04-2019 05:16:57.496 T: 31.63679885864257 [C]; A:[28, 22, 230]; H: 62.70269775390625
SENSE daab 452 25-04-2019 05:16:57.850 T: 31.63679885864257 [C]; A:[24, 22, 240]; H: 62.70269775390625
SENSE daab 453 25-04-2019 05:16:58.209 T: 31.57439994812011 [C]; A:[26, 18, 238]; H: 62.70269775390625
SENSE daaa 510 25-04-2019 05:16:58.651 T: 29.26559829711914 [C]; A:[148, -4, 176]; H: 68.74517822265625
SENSE daab 454 25-04-2019 05:16:58.576 T: 31.63679885864257 [C]; A:[24, 20, 228]; H: 62.67218017578125
SENSE daaa 511 25-04-2019 05:16:59.094 T: 29.26559829711914 [C]; A:[152, -6, 166]; H: 68.74517822265625
SENSE daaa 512 25-04-2019 05:16:59.544 T: 29.32799911499023 [C]; A:[154, -6, 170]; H: 68.74517822265625
SENSE daab 455 25-04-2019 05:16:59.457 T: 31.63679885864257 [C]; A:[30, 20, 236]; H: 62.67218017578125
SENSE daad 295 25-04-2019 05:16:54.405 T: 28.39199829101562 [C]; A:[-14, -6, 230]; H: 68.83673095703125
SENSE daab 456 25-04-2019 05:17:00.068 T: 31.57439994812011 [C]; A:[30, 18, 236]; H: 62.67218017578125
SENSE daab 457 25-04-2019 05:17:00.492 T: 31.63679885864257 [C]; A:[24, 28, 232]; H: 62.64166259765625
SENSE daad 296 25-04-2019 05:17:00.414 T: 28.39199829101562 [C]; A:[-12, -8, 228]; H: 68.83673095703125
SENSE daab 458 25-04-2019 05:17:00.926 T: 31.57439994812011 [C]; A:[28, 20, 234]; H: 62.64166259765625
SENSE daab 459 25-04-2019 05:17:01.358 T: 31.63679885864257 [C]; A:[24, 20, 236]; H: 62.64166259765625
SENSE daad 297 25-04-2019 05:17:01.283 T: 28.39199829101562 [C]; A:[-14, -14, 226]; H: 68.83673095703125
SENSE daab 460 25-04-2019 05:17:01.792 T: 31.57439994812011 [C]; A:[28, 24, 230]; H: 62.64166259765625
SENSE daab 461 25-04-2019 05:17:02.217 T: 31.57439994812011 [C]; A:[24, 22, 232]; H: 62.64166259765625
SENSE daad 298 25-04-2019 05:17:02.142 T: 28.39199829101562 [C]; A:[-10, -12, 232]; H: 68.80621337890625
SENSE daab 462 25-04-2019 05:17:02.662 T: 31.57439994812011 [C]; A:[26, 28, 230]; H: 62.6187744140625
SENSE daab 463 25-04-2019 05:17:03.079 T: 31.63679885864257 [C]; A:[30, 18, 232]; H: 62.6187744140625
SENSE daad 299 25-04-2019 05:17:03.001 T: 28.39199829101562 [C]; A:[-14, -10, 228]; H: 68.80621337890625
SENSE daab 464 25-04-2019 05:17:03.529 T: 31.57439994812011 [C]; A:[24, 22, 228]; H: 62.6187744140625
SENSE daab 465 25-04-2019 05:17:03.959 T: 31.57439994812011 [C]; A:[28, 22, 228]; H: 62.6187744140625
SENSE daad 300 25-04-2019 05:17:03.890 T: 28.39199829101562 [C]; A:[-10, -6, 218]; H: 68.80621337890625
SENSE daaa 513 25-04-2019 05:17:04.574 T: 29.26559829711914 [C]; A:[152, -6, 170]; H: 68.74517822265625
SENSE daab 466 25-04-2019 05:17:04.389 T: 31.63679885864257 [C]; A:[24, 18, 228]; H: 62.64166259765625
SENSE daaa 514 25-04-2019 05:17:04.996 T: 29.32799911499023 [C]; A:[156, -8, 174]; H: 68.74517822265625
SENSE daaa 515 25-04-2019 05:17:05.411 T: 29.32799911499023 [C]; A:[154, -8, 170]; H: 68.74517822265625
SENSE daab 467 25-04-2019 05:17:05.333 T: 31.57439994812011 [C]; A:[30, 18, 236]; H: 62.67218017578125
SENSE daaa 516 25-04-2019 05:17:05.871 T: 29.32799911499023 [C]; A:[148, 0, 174]; H: 68.71466064453125
SENSE daaa 517 25-04-2019 05:17:06.309 T: 29.32799911499023 [C]; A:[154, -8, 178]; H: 68.71466064453125
SENSE daab 468 25-04-2019 05:17:06.250 T: 31.63679885864257 [C]; A:[30, 20, 230]; H: 62.67218017578125
SENSE daaa 518 25-04-2019 05:17:06.744 T: 29.32799911499023 [C]; A:[152, -8, 166]; H: 68.71466064453125
SENSE daaa 519 25-04-2019 05:17:07.158 T: 29.32799911499023 [C]; A:[156, -8, 178]; H: 68.68414306640625
SENSE daab 469 25-04-2019 05:17:07.079 T: 31.57439994812011 [C]; A:[24, 24, 230]; H: 62.67218017578125
SENSE daaa 520 25-04-2019 05:17:07.609 T: 29.32799911499023 [C]; A:[152, -8, 174]; H: 68.68414306640625
SENSE daaa 521 25-04-2019 05:17:08.027 T: 29.26559829711914 [C]; A:[154, -8, 168]; H: 68.68414306640625
SENSE daab 470 25-04-2019 05:17:07.955 T: 31.57439994812011 [C]; A:[24, 16, 232]; H: 62.70269775390625
SENSE daaa 522 25-04-2019 05:17:08.461 T: 29.32799911499023 [C]; A:[148, -4, 172]; H: 68.65362548828125
SENSE daaa 523 25-04-2019 05:17:08.886 T: 29.32799911499023 [C]; A:[148, -8, 176]; H: 68.65362548828125
SENSE daab 471 25-04-2019 05:17:08.810 T: 31.57439994812011 [C]; A:[26, 16, 230]; H: 62.67218017578125
SENSE daaa 524 25-04-2019 05:17:09.330 T: 29.32799911499023 [C]; A:[154, -10, 172]; H: 68.65362548828125
SENSE daab 472 25-04-2019 05:17:09.684 T: 31.63679885864257 [C]; A:[24, 24, 232]; H: 62.67218017578125
SENSE daad 301 25-04-2019 05:17:04.725 T: 28.39199829101562 [C]; A:[-18, -6, 228]; H: 68.80621337890625
SENSE daab 473 25-04-2019 05:17:10.140 T: 31.57439994812011 [C]; A:[28, 26, 226]; H: 62.67218017578125
SENSE daab 474 25-04-2019 05:17:10.577 T: 31.57439994812011 [C]; A:[30, 20, 232]; H: 62.67218017578125
SENSE daad 302 25-04-2019 05:17:10.515 T: 28.39199829101562 [C]; A:[-14, -10, 228]; H: 68.737548828125
SENSE daab 475 25-04-2019 05:17:11.026 T: 31.63679885864257 [C]; A:[24, 20, 234]; H: 62.67218017578125
SENSE daab 476 25-04-2019 05:17:11.443 T: 31.57439994812011 [C]; A:[24, 26, 230]; H: 62.67218017578125
SENSE daad 303 25-04-2019 05:17:11.364 T: 28.45439910888671 [C]; A:[-10, -14, 230]; H: 68.737548828125
SENSE daab 477 25-04-2019 05:17:11.872 T: 31.63679885864257 [C]; A:[24, 20, 228]; H: 62.67218017578125
SENSE daab 478 25-04-2019 05:17:12.288 T: 31.63679885864257 [C]; A:[30, 22, 242]; H: 62.67218017578125
SENSE daad 304 25-04-2019 05:17:12.213 T: 28.39199829101562 [C]; A:[-16, -4, 228]; H: 68.737548828125
SENSE daab 479 25-04-2019 05:17:12.738 T: 31.63679885864257 [C]; A:[28, 16, 234]; H: 62.67218017578125
SENSE daab 480 25-04-2019 05:17:13.179 T: 31.57439994812011 [C]; A:[22, 22, 228]; H: 62.67218017578125
SENSE daad 305 25-04-2019 05:17:13.102 T: 28.39199829101562 [C]; A:[-16, -12, 226]; H: 68.70703125
SENSE daab 481 25-04-2019 05:17:13.628 T: 31.63679885864257 [C]; A:[26, 18, 232]; H: 62.67218017578125
SENSE daab 482 25-04-2019 05:17:14.045 T: 31.57439994812011 [C]; A:[26, 16, 238]; H: 62.67218017578125
SENSE daad 306 25-04-2019 05:17:13.966 T: 28.39199829101562 [C]; A:[-18, -6, 232]; H: 68.70703125
SENSE daab 483 25-04-2019 05:17:14.489 T: 31.57439994812011 [C]; A:[28, 18, 236]; H: 62.67218017578125
SENSE daab 484 25-04-2019 05:17:14.926 T: 31.57439994812011 [C]; A:[26, 24, 232]; H: 62.67218017578125
SENSE daad 307 25-04-2019 05:17:14.846 T: 28.39199829101562 [C]; A:[-12, -10, 228]; H: 68.70703125
SENSE daab 485 25-04-2019 05:17:15.365 T: 31.63679885864257 [C]; A:[28, 24, 230]; H: 62.67218017578125
SENSE daab 486 25-04-2019 05:17:15.790 T: 31.63679885864257 [C]; A:[28, 20, 234]; H: 62.67218017578125
SENSE daad 308 25-04-2019 05:17:15.714 T: 28.45439910888671 [C]; A:[-18, -6, 234]; H: 68.70703125
SENSE daab 487 25-04-2019 05:17:16.235 T: 31.57439994812011 [C]; A:[24, 22, 230]; H: 62.67218017578125
SENSE daab 488 25-04-2019 05:17:16.652 T: 31.57439994812011 [C]; A:[26, 24, 230]; H: 62.67218017578125
SENSE daad 309 25-04-2019 05:17:16.578 T: 28.45439910888671 [C]; A:[-16, -4, 232]; H: 68.70703125
SENSE daab 489 25-04-2019 05:17:17.106 T: 31.63679885864257 [C]; A:[26, 22, 236]; H: 62.64166259765625
SENSE daab 490 25-04-2019 05:17:17.527 T: 31.57439994812011 [C]; A:[28, 18, 234]; H: 62.64166259765625
SENSE daad 310 25-04-2019 05:17:17.452 T: 28.39199829101562 [C]; A:[-14, -8, 230]; H: 68.74517822265625
SENSE daab 491 25-04-2019 05:17:17.962 T: 31.57439994812011 [C]; A:[24, 26, 230]; H: 62.64166259765625
SENSE daab 492 25-04-2019 05:17:18.387 T: 31.63679885864257 [C]; A:[22, 22, 230]; H: 62.6187744140625
SENSE daad 311 25-04-2019 05:17:18.311 T: 28.39199829101562 [C]; A:[-16, -6, 232]; H: 68.676513671875
SENSE daab 493 25-04-2019 05:17:18.848 T: 31.63679885864257 [C]; A:[28, 18, 240]; H: 62.6187744140625
SENSE daaa 525 25-04-2019 05:17:19.427 T: 29.32799911499023 [C]; A:[146, 0, 174]; H: 68.5849609375
SENSE daab 494 25-04-2019 05:17:19.278 T: 31.63679885864257 [C]; A:[26, 22, 236]; H: 62.6187744140625
SENSE daad 312 25-04-2019 05:17:19.200 T: 28.39199829101562 [C]; A:[-10, -8, 228]; H: 68.71466064453125
SENSE daab 495 25-04-2019 05:17:19.950 T: 31.63679885864257 [C]; A:[26, 24, 232]; H: 62.6187744140625
SENSE daab 496 25-04-2019 05:17:20.377 T: 31.57439994812011 [C]; A:[24, 22, 232]; H: 62.6187744140625
SENSE daad 313 25-04-2019 05:17:20.297 T: 28.39199829101562 [C]; A:[-8, -8, 230]; H: 68.63836669921875
SENSE daab 497 25-04-2019 05:17:20.822 T: 31.57439994812011 [C]; A:[28, 24, 252]; H: 62.5882568359375
SENSE daab 498 25-04-2019 05:17:21.259 T: 31.57439994812011 [C]; A:[26, 22, 232]; H: 62.5882568359375
SENSE daad 314 25-04-2019 05:17:21.182 T: 28.39199829101562 [C]; A:[-14, -8, 234]; H: 68.63836669921875
SENSE daab 499 25-04-2019 05:17:21.708 T: 31.63679885864257 [C]; A:[24, 22, 234]; H: 62.5882568359375
SENSE daab 500 25-04-2019 05:17:22.124 T: 31.57439994812011 [C]; A:[26, 20, 230]; H: 62.5882568359375
SENSE daad 315 25-04-2019 05:17:22.060 T: 28.39199829101562 [C]; A:[-12, -10, 222]; H: 68.63836669921875
SENSE daab 501 25-04-2019 05:17:22.568 T: 31.63679885864257 [C]; A:[22, 24, 234]; H: 62.5577392578125
SENSE daab 502 25-04-2019 05:17:22.985 T: 31.63679885864257 [C]; A:[26, 24, 232]; H: 62.5577392578125
SENSE daad 316 25-04-2019 05:17:22.910 T: 28.45439910888671 [C]; A:[-16, -6, 232]; H: 68.63836669921875
SENSE daab 503 25-04-2019 05:17:23.435 T: 31.57439994812011 [C]; A:[28, 18, 236]; H: 62.5577392578125
SENSE daab 504 25-04-2019 05:17:23.880 T: 31.57439994812011 [C]; A:[20, 22, 232]; H: 62.5577392578125
SENSE daad 317 25-04-2019 05:17:23.809 T: 28.39199829101562 [C]; A:[-16, -4, 232]; H: 68.63836669921875
SENSE daaa 526 25-04-2019 05:17:24.516 T: 29.39039993286132 [C]; A:[152, -10, 172]; H: 68.493408203125
SENSE daab 505 25-04-2019 05:17:24.339 T: 31.63679885864257 [C]; A:[24, 22, 236]; H: 62.5577392578125
SENSE daad 318 25-04-2019 05:17:24.678 T: 28.39199829101562 [C]; A:[-14, -10, 230]; H: 68.68414306640625
SENSE daab 506 25-04-2019 05:17:25.067 T: 31.57439994812011 [C]; A:[30, 24, 234]; H: 62.5577392578125
SENSE daab 507 25-04-2019 05:17:25.536 T: 31.57439994812011 [C]; A:[24, 22, 232]; H: 62.5577392578125
SENSE daab 508 25-04-2019 05:17:25.915 T: 31.57439994812011 [C]; A:[26, 22, 234]; H: 62.5577392578125
SENSE daab 509 25-04-2019 05:17:26.273 T: 31.57439994812011 [C]; A:[26, 20, 234]; H: 62.5882568359375
SENSE daab 510 25-04-2019 05:17:26.621 T: 31.63679885864257 [C]; A:[26, 24, 230]; H: 62.5882568359375
SENSE daab 511 25-04-2019 05:17:26.974 T: 31.57439994812011 [C]; A:[22, 22, 234]; H: 62.5882568359375
SENSE daab 512 25-04-2019 05:17:27.322 T: 31.57439994812011 [C]; A:[24, 20, 230]; H: 62.6187744140625
SENSE daab 513 25-04-2019 05:17:27.671 T: 31.57439994812011 [C]; A:[24, 26, 236]; H: 62.6187744140625
SENSE daab 514 25-04-2019 05:17:28.070 T: 31.57439994812011 [C]; A:[26, 22, 238]; H: 62.6187744140625
SENSE daab 515 25-04-2019 05:17:28.427 T: 31.57439994812011 [C]; A:[26, 24, 236]; H: 62.6187744140625
SENSE daab 516 25-04-2019 05:17:28.770 T: 31.57439994812011 [C]; A:[24, 22, 234]; H: 62.6187744140625
SENSE daab 517 25-04-2019 05:17:29.123 T: 31.63679885864257 [C]; A:[28, 20, 228]; H: 62.64166259765625
SENSE daaa 527 25-04-2019 05:17:29.569 T: 29.39039993286132 [C]; A:[152, -6, 178]; H: 68.45526123046875
SENSE daab 518 25-04-2019 05:17:29.466 T: 31.57439994812011 [C]; A:[28, 20, 230]; H: 62.67218017578125
SENSE daab 519 25-04-2019 05:17:30.103 T: 31.57439994812011 [C]; A:[28, 22, 234]; H: 62.70269775390625
SENSE daab 520 25-04-2019 05:17:30.541 T: 31.63679885864257 [C]; A:[22, 28, 228]; H: 62.73321533203125
SENSE daac 412 25-04-2019 05:17:30.465 T: 28.26719856262207 [C]; A:[2, -36, 242]; H: 68.676513671875
SENSE daad 319 25-04-2019 05:17:25.467 T: 28.39199829101562 [C]; A:[-16, -12, 224]; H: 68.68414306640625
SENSE daac 413 25-04-2019 05:17:31.151 T: 28.32959938049316 [C]; A:[6, -34, 246]; H: 68.676513671875
SENSE daac 414 25-04-2019 05:17:31.569 T: 28.32959938049316 [C]; A:[4, -42, 240]; H: 68.676513671875
SENSE daad 320 25-04-2019 05:17:31.497 T: 28.45439910888671 [C]; A:[-10, -8, 226]; H: 68.615478515625
SENSE daac 415 25-04-2019 05:17:32.031 T: 28.32959938049316 [C]; A:[10, -40, 244]; H: 68.737548828125
SENSE daac 416 25-04-2019 05:17:32.465 T: 28.32959938049316 [C]; A:[6, -40, 244]; H: 68.737548828125
SENSE daad 321 25-04-2019 05:17:32.395 T: 28.45439910888671 [C]; A:[-14, -10, 228]; H: 68.5849609375
SENSE daac 417 25-04-2019 05:17:32.958 T: 28.26719856262207 [C]; A:[6, -34, 250]; H: 68.71466064453125
SENSE daac 418 25-04-2019 05:17:33.386 T: 28.32959938049316 [C]; A:[6, -38, 246]; H: 68.71466064453125
SENSE daad 322 25-04-2019 05:17:33.304 T: 28.45439910888671 [C]; A:[-10, -10, 230]; H: 68.5849609375
SENSE daac 419 25-04-2019 05:17:33.889 T: 28.32959938049316 [C]; A:[4, -40, 242]; H: 68.676513671875
SENSE daaa 528 25-04-2019 05:17:34.639 T: 29.45279884338378 [C]; A:[152, -8, 176]; H: 68.45526123046875
SENSE daac 420 25-04-2019 05:17:34.347 T: 28.32959938049316 [C]; A:[4, -42, 246]; H: 68.676513671875
SENSE daaa 529 25-04-2019 05:17:35.079 T: 29.39039993286132 [C]; A:[152, -8, 176]; H: 68.45526123046875
SENSE daaa 530 25-04-2019 05:17:35.498 T: 29.39039993286132 [C]; A:[156, -12, 176]; H: 68.45526123046875
SENSE daaa 531 25-04-2019 05:17:35.943 T: 29.39039993286132 [C]; A:[154, -8, 178]; H: 68.45526123046875
SENSE daaa 532 25-04-2019 05:17:36.357 T: 29.39039993286132 [C]; A:[152, -4, 176]; H: 68.493408203125
SENSE daab 521 25-04-2019 05:17:36.278 T: 31.63679885864257 [C]; A:[30, 20, 232]; H: 62.94683837890625
SENSE daaa 533 25-04-2019 05:17:36.802 T: 29.39039993286132 [C]; A:[154, -4, 168]; H: 68.493408203125
SENSE daaa 534 25-04-2019 05:17:37.232 T: 29.39039993286132 [C]; A:[152, -12, 178]; H: 68.493408203125
SENSE daab 522 25-04-2019 05:17:37.149 T: 31.57439994812011 [C]; A:[30, 18, 240]; H: 63.03076171875
SENSE daaa 535 25-04-2019 05:17:37.676 T: 29.39039993286132 [C]; A:[156, -10, 180]; H: 68.493408203125
SENSE daaa 536 25-04-2019 05:17:38.100 T: 29.39039993286132 [C]; A:[158, -8, 178]; H: 68.493408203125
SENSE daab 523 25-04-2019 05:17:38.019 T: 31.57439994812011 [C]; A:[24, 20, 230]; H: 63.061279296875
SENSE daaa 537 25-04-2019 05:17:38.545 T: 29.39039993286132 [C]; A:[152, -10, 172]; H: 68.493408203125
SENSE daaa 538 25-04-2019 05:17:38.959 T: 29.39039993286132 [C]; A:[154, -8, 176]; H: 68.493408203125
SENSE daab 524 25-04-2019 05:17:38.880 T: 31.57439994812011 [C]; A:[26, 18, 228]; H: 63.091796875
SENSE daaa 539 25-04-2019 05:17:39.409 T: 29.39039993286132 [C]; A:[152, -8, 176]; H: 68.493408203125
SENSE daaa 540 25-04-2019 05:17:39.828 T: 29.39039993286132 [C]; A:[158, -12, 174]; H: 68.493408203125
SENSE daab 525 25-04-2019 05:17:39.751 T: 31.63679885864257 [C]; A:[30, 22, 238]; H: 63.091796875
SENSE daaa 541 25-04-2019 05:17:40.273 T: 29.39039993286132 [C]; A:[152, -8, 170]; H: 68.493408203125
SENSE daac 421 25-04-2019 05:17:35.417 T: 28.32959938049316 [C]; A:[4, -36, 242]; H: 68.64599609375
SENSE daab 526 25-04-2019 05:17:40.616 T: 31.63679885864257 [C]; A:[32, 16, 230]; H: 63.061279296875
SENSE daab 527 25-04-2019 05:17:41.044 T: 31.57439994812011 [C]; A:[24, 18, 234]; H: 63.03076171875
SENSE daac 422 25-04-2019 05:17:40.962 T: 28.32959938049316 [C]; A:[4, -42, 246]; H: 68.70703125
SENSE daab 528 25-04-2019 05:17:41.475 T: 31.63679885864257 [C]; A:[28, 20, 232]; H: 63.03076171875
SENSE daab 529 25-04-2019 05:17:41.919 T: 31.63679885864257 [C]; A:[18, 24, 232]; H: 63.03076171875
