SENSE daaa 1 24-04-2019 21:20:50.628 T: 30.76319885253906 [C]; A:[48, -6, 224]; H: 67.41766357421875
SENSE daaa 595 24-04-2019 21:24:50.667 T: 31.76159858703613 [C]; A:[54, -6, 234]; H: 65.25091552734375
SENSE daab 595 24-04-2019 21:24:50.747 T: 27.8927993774414 [C]; A:[16, -46, 246]; H: 68.68414306640625
SENSE daad 282 24-04-2019 21:24:50.761 T: 28.64159965515136 [C]; A:[6, 6, 244]; H: 69.88958740234375
SENSE daaa 596 24-04-2019 21:24:51.086 T: 31.76159858703613 [C]; A:[50, -6, 232]; H: 65.31195068359375
SENSE daab 596 24-04-2019 21:24:51.150 T: 27.8927993774414 [C]; A:[18, -50, 238]; H: 68.68414306640625
SENSE daad 283 24-04-2019 21:24:51.159 T: 28.64159965515136 [C]; A:[10, 10, 242]; H: 69.8056640625
SENSE daaa 597 24-04-2019 21:24:51.474 T: 31.76159858703613 [C]; A:[50, 0, 230]; H: 65.31195068359375
SENSE daab 597 24-04-2019 21:24:51.553 T: 27.8927993774414 [C]; A:[12, -44, 248]; H: 68.68414306640625
SENSE daad 284 24-04-2019 21:24:51.557 T: 28.70399856567382 [C]; A:[4, 14, 244]; H: 69.75225830078125
SENSE daaa 598 24-04-2019 21:24:51.876 T: 31.69919967651367 [C]; A:[50, 0, 232]; H: 65.28143310546875
SENSE daab 598 24-04-2019 21:24:51.962 T: 27.8927993774414 [C]; A:[14, -46, 242]; H: 68.68414306640625
SENSE daad 285 24-04-2019 21:24:51.971 T: 28.70399856567382 [C]; A:[6, 8, 244]; H: 69.6683349609375
SENSE daaa 599 24-04-2019 21:24:52.279 T: 31.69919967651367 [C]; A:[54, -6, 232]; H: 65.25091552734375
SENSE daab 599 24-04-2019 21:24:52.364 T: 27.8927993774414 [C]; A:[10, -50, 238]; H: 68.6612548828125
SENSE daad 286 24-04-2019 21:24:52.374 T: 28.64159965515136 [C]; A:[6, 12, 236]; H: 69.58441162109375
SENSE daaa 600 24-04-2019 21:24:52.692 T: 31.76159858703613 [C]; A:[54, -4, 228]; H: 65.25091552734375
SENSE daab 600 24-04-2019 21:24:52.768 T: 27.8927993774414 [C]; A:[16, -54, 244]; H: 68.6612548828125
SENSE daad 287 24-04-2019 21:24:52.783 T: 28.70399856567382 [C]; A:[4, 6, 242]; H: 69.50048828125
SENSE daaa 601 24-04-2019 21:24:53.095 T: 31.69919967651367 [C]; A:[48, -4, 228]; H: 65.25091552734375
SENSE daab 601 24-04-2019 21:24:53.171 T: 27.8927993774414 [C]; A:[14, -48, 244]; H: 68.6612548828125
SENSE daad 288 24-04-2019 21:24:53.182 T: 28.64159965515136 [C]; A:[6, 8, 240]; H: 69.41656494140625
SENSE daaa 602 24-04-2019 21:24:53.498 T: 31.76159858703613 [C]; A:[54, -8, 228]; H: 65.28143310546875
SENSE daab 602 24-04-2019 21:24:53.574 T: 27.8927993774414 [C]; A:[16, -44, 236]; H: 68.6612548828125
SENSE daac 314 24-04-2019 21:24:48.782 T: 28.76639938354492 [C]; A:[60, 22, 218]; H: 70.56097412109375
SENSE daaa 603 24-04-2019 21:24:53.907 T: 31.76159858703613 [C]; A:[50, -8, 230]; H: 65.31195068359375
SENSE daab 603 24-04-2019 21:24:53.987 T: 27.8927993774414 [C]; A:[16, -52, 238]; H: 68.6612548828125
SENSE daac 315 24-04-2019 21:24:54.050 T: 28.76639938354492 [C]; A:[64, 24, 222]; H: 71.5909423828125
SENSE daaa 604 24-04-2019 21:24:54.304 T: 31.76159858703613 [C]; A:[48, 0, 230]; H: 65.31195068359375
SENSE daab 604 24-04-2019 21:24:54.386 T: 27.9552001953125 [C]; A:[20, -54, 238]; H: 68.6612548828125
SENSE daac 316 24-04-2019 21:24:54.462 T: 28.76639938354492 [C]; A:[60, 22, 228]; H: 71.5909423828125
SENSE daaa 605 24-04-2019 21:24:54.717 T: 31.76159858703613 [C]; A:[48, -4, 226]; H: 65.25091552734375
SENSE daab 605 24-04-2019 21:24:54.798 T: 27.8927993774414 [C]; A:[14, -48, 248]; H: 68.6307373046875
SENSE daac 317 24-04-2019 21:24:54.865 T: 28.76639938354492 [C]; A:[62, 20, 220]; H: 71.5604248046875
SENSE daaa 606 24-04-2019 21:24:55.120 T: 31.76159858703613 [C]; A:[56, -4, 232]; H: 65.09832763671875
SENSE daab 606 24-04-2019 21:24:55.201 T: 27.9552001953125 [C]; A:[16, -46, 234]; H: 68.6307373046875
SENSE daac 318 24-04-2019 21:24:55.262 T: 28.76639938354492 [C]; A:[56, 26, 228]; H: 71.5604248046875
SENSE daaa 607 24-04-2019 21:24:55.513 T: 31.76159858703613 [C]; A:[50, 0, 226]; H: 64.94573974609375
SENSE daab 607 24-04-2019 21:24:55.594 T: 27.9552001953125 [C]; A:[16, -48, 240]; H: 68.6002197265625
SENSE daac 319 24-04-2019 21:24:55.664 T: 28.76639938354492 [C]; A:[60, 24, 224]; H: 71.65960693359375
SENSE daaa 608 24-04-2019 21:24:55.916 T: 31.76159858703613 [C]; A:[50, 0, 228]; H: 64.892333984375
SENSE daab 608 24-04-2019 21:24:55.997 T: 27.8927993774414 [C]; A:[14, -48, 234]; H: 68.6002197265625
SENSE daac 320 24-04-2019 21:24:56.076 T: 28.76639938354492 [C]; A:[60, 20, 228]; H: 71.78167724609375
SENSE daaa 609 24-04-2019 21:24:56.325 T: 31.76159858703613 [C]; A:[52, -12, 232]; H: 64.892333984375
SENSE daab 609 24-04-2019 21:24:56.410 T: 27.8927993774414 [C]; A:[14, -48, 246]; H: 68.6002197265625
SENSE daac 321 24-04-2019 21:24:56.478 T: 28.82879829406738 [C]; A:[60, 22, 224]; H: 71.880859375
SENSE daaa 610 24-04-2019 21:24:56.732 T: 31.69919967651367 [C]; A:[52, 0, 226]; H: 64.94573974609375
SENSE daab 610 24-04-2019 21:24:56.813 T: 27.9552001953125 [C]; A:[16, -44, 248]; H: 68.6002197265625
SENSE daac 322 24-04-2019 21:24:56.880 T: 28.76639938354492 [C]; A:[60, 20, 224]; H: 71.880859375
SENSE daaa 611 24-04-2019 21:24:57.135 T: 31.69919967651367 [C]; A:[48, -6, 232]; H: 64.94573974609375
SENSE daab 611 24-04-2019 21:24:57.222 T: 27.9552001953125 [C]; A:[14, -54, 240]; H: 68.6002197265625
SENSE daac 323 24-04-2019 21:24:57.292 T: 28.76639938354492 [C]; A:[62, 26, 220]; H: 71.81982421875
SENSE daaa 612 24-04-2019 21:24:57.548 T: 31.76159858703613 [C]; A:[54, -8, 232]; H: 64.892333984375
SENSE daab 612 24-04-2019 21:24:57.625 T: 27.9552001953125 [C]; A:[16, -48, 248]; H: 68.6002197265625
SENSE daac 324 24-04-2019 21:24:57.695 T: 28.76639938354492 [C]; A:[58, 22, 226]; H: 71.69012451171875
SENSE daaa 613 24-04-2019 21:24:57.951 T: 31.76159858703613 [C]; A:[48, -6, 230]; H: 64.73974609375
SENSE daab 613 24-04-2019 21:24:58.028 T: 27.8927993774414 [C]; A:[12, -48, 238]; H: 68.57733154296875
SENSE daac 325 24-04-2019 21:24:58.102 T: 28.76639938354492 [C]; A:[60, 26, 220]; H: 71.49176025390625
SENSE daaa 614 24-04-2019 21:24:58.354 T: 31.69919967651367 [C]; A:[56, -10, 230]; H: 64.556640625
SENSE daab 614 24-04-2019 21:24:58.441 T: 27.9552001953125 [C]; A:[16, -50, 240]; H: 68.57733154296875
SENSE daad 289 24-04-2019 21:24:53.590 T: 28.70399856567382 [C]; A:[8, 8, 236]; H: 69.27923583984375
SENSE daaa 615 24-04-2019 21:24:58.757 T: 31.69919967651367 [C]; A:[56, -10, 234]; H: 64.38116455078125
SENSE daab 615 24-04-2019 21:24:58.844 T: 27.9552001953125 [C]; A:[10, -48, 238]; H: 68.57733154296875
SENSE daad 290 24-04-2019 21:24:58.854 T: 28.70399856567382 [C]; A:[6, 8, 240]; H: 69.836181640625
SENSE daaa 616 24-04-2019 21:24:59.166 T: 31.76159858703613 [C]; A:[52, -6, 232]; H: 64.28961181640625
SENSE daab 616 24-04-2019 21:24:59.247 T: 27.9552001953125 [C]; A:[18, -46, 238]; H: 68.57733154296875
SENSE daad 291 24-04-2019 21:24:59.258 T: 28.70399856567382 [C]; A:[6, 10, 236]; H: 69.72174072265625
SENSE daaa 617 24-04-2019 21:24:59.568 T: 31.69919967651367 [C]; A:[50, -6, 230]; H: 64.25909423828125
SENSE daab 617 24-04-2019 21:24:59.656 T: 27.9552001953125 [C]; A:[16, -50, 250]; H: 68.57733154296875
SENSE daad 292 24-04-2019 21:24:59.661 T: 28.70399856567382 [C]; A:[0, 10, 242]; H: 69.55389404296875
SENSE daaa 618 24-04-2019 21:24:59.981 T: 31.69919967651367 [C]; A:[50, -6, 230]; H: 64.25909423828125
SENSE daab 618 24-04-2019 21:25:00.048 T: 27.9552001953125 [C]; A:[18, -46, 240]; H: 68.57733154296875
SENSE daad 293 24-04-2019 21:25:00.065 T: 28.70399856567382 [C]; A:[6, 6, 240]; H: 69.41656494140625
SENSE daaa 619 24-04-2019 21:25:00.374 T: 31.76159858703613 [C]; A:[54, -10, 236]; H: 64.25909423828125
SENSE daab 619 24-04-2019 21:25:00.461 T: 27.9552001953125 [C]; A:[16, -46, 248]; H: 68.57733154296875
SENSE daad 294 24-04-2019 21:25:00.474 T: 28.70399856567382 [C]; A:[6, 8, 240]; H: 69.27923583984375
SENSE daaa 620 24-04-2019 21:25:00.787 T: 31.76159858703613 [C]; A:[50, -4, 232]; H: 64.32012939453125
SENSE daab 620 24-04-2019 21:25:00.864 T: 27.8927993774414 [C]; A:[16, -48, 244]; H: 68.57733154296875
SENSE daad 295 24-04-2019 21:25:00.877 T: 28.64159965515136 [C]; A:[4, 4, 240]; H: 69.164794921875
SENSE daaa 621 24-04-2019 21:25:01.190 T: 31.76159858703613 [C]; A:[54, -8, 232]; H: 64.35064697265625
SENSE daab 621 24-04-2019 21:25:01.267 T: 27.9552001953125 [C]; A:[20, -46, 238]; H: 68.57733154296875
SENSE daad 296 24-04-2019 21:25:01.275 T: 28.70399856567382 [C]; A:[6, 6, 240]; H: 69.08087158203125
SENSE daaa 622 24-04-2019 21:25:01.599 T: 31.69919967651367 [C]; A:[52, -6, 232]; H: 64.41168212890625
SENSE daab 622 24-04-2019 21:25:01.671 T: 27.9552001953125 [C]; A:[16, -50, 244]; H: 68.57733154296875
SENSE daad 297 24-04-2019 21:25:01.679 T: 28.70399856567382 [C]; A:[6, 10, 240]; H: 68.9969482421875
SENSE daaa 623 24-04-2019 21:25:02.001 T: 31.76159858703613 [C]; A:[50, -4, 224]; H: 64.50323486328125
SENSE daab 623 24-04-2019 21:25:02.074 T: 27.9552001953125 [C]; A:[12, -48, 242]; H: 68.57733154296875
SENSE daad 298 24-04-2019 21:25:02.092 T: 28.70399856567382 [C]; A:[6, 6, 240]; H: 68.9664306640625
SENSE daaa 624 24-04-2019 21:25:02.404 T: 31.76159858703613 [C]; A:[56, -4, 228]; H: 64.556640625
SENSE daab 624 24-04-2019 21:25:02.482 T: 27.9552001953125 [C]; A:[14, -46, 242]; H: 68.51629638671875
SENSE daad 299 24-04-2019 21:25:02.496 T: 28.70399856567382 [C]; A:[6, 12, 244]; H: 68.9969482421875
SENSE daaa 625 24-04-2019 21:25:02.807 T: 31.76159858703613 [C]; A:[46, 0, 228]; H: 64.6787109375
SENSE daab 625 24-04-2019 21:25:02.895 T: 27.8927993774414 [C]; A:[16, -48, 238]; H: 68.51629638671875
SENSE daad 300 24-04-2019 21:25:02.916 T: 28.64159965515136 [C]; A:[8, 6, 240]; H: 69.11138916015625
SENSE daaa 626 24-04-2019 21:25:03.220 T: 31.76159858703613 [C]; A:[50, 0, 232]; H: 64.73974609375
SENSE daab 626 24-04-2019 21:25:03.298 T: 27.8927993774414 [C]; A:[12, -50, 238]; H: 68.51629638671875
SENSE daac 326 24-04-2019 21:24:58.504 T: 28.76639938354492 [C]; A:[54, 28, 224]; H: 71.40020751953125
SENSE daaa 627 24-04-2019 21:25:03.613 T: 31.76159858703613 [C]; A:[54, -8, 232]; H: 64.770263671875
SENSE daab 627 24-04-2019 21:25:03.691 T: 27.9552001953125 [C]; A:[12, -52, 242]; H: 68.51629638671875
SENSE daac 327 24-04-2019 21:25:03.762 T: 28.82879829406738 [C]; A:[60, 24, 222]; H: 72.1402587890625
SENSE daaa 628 24-04-2019 21:25:04.016 T: 31.69919967651367 [C]; A:[54, -6, 230]; H: 64.80078125
SENSE daab 628 24-04-2019 21:25:04.094 T: 27.9552001953125 [C]; A:[10, -48, 248]; H: 68.51629638671875
SENSE daac 328 24-04-2019 21:25:04.164 T: 28.76639938354492 [C]; A:[62, 24, 222]; H: 72.1402587890625
SENSE daaa 629 24-04-2019 21:25:04.414 T: 31.76159858703613 [C]; A:[56, -8, 232]; H: 64.892333984375
SENSE daab 629 24-04-2019 21:25:04.487 T: 27.9552001953125 [C]; A:[16, -46, 244]; H: 68.493408203125
SENSE daac 329 24-04-2019 21:25:04.556 T: 28.76639938354492 [C]; A:[64, 24, 222]; H: 72.1402587890625
SENSE daaa 630 24-04-2019 21:25:04.817 T: 31.76159858703613 [C]; A:[52, -10, 228]; H: 64.94573974609375
SENSE daab 630 24-04-2019 21:25:04.896 T: 27.9552001953125 [C]; A:[12, -50, 244]; H: 68.493408203125
SENSE daac 330 24-04-2019 21:25:04.968 T: 28.76639938354492 [C]; A:[62, 24, 226]; H: 72.07159423828125
SENSE daaa 631 24-04-2019 21:25:05.220 T: 31.76159858703613 [C]; A:[52, -8, 232]; H: 65.00677490234375
SENSE daab 631 24-04-2019 21:25:05.298 T: 28.01759910583496 [C]; A:[12, -48, 246]; H: 68.493408203125
SENSE daac 331 24-04-2019 21:25:05.366 T: 28.76639938354492 [C]; A:[60, 16, 220]; H: 72.04107666015625
SENSE daaa 632 24-04-2019 21:25:05.623 T: 31.76159858703613 [C]; A:[52, -4, 232]; H: 65.00677490234375
SENSE daab 632 24-04-2019 21:25:05.702 T: 27.9552001953125 [C]; A:[12, -50, 242]; H: 68.493408203125
SENSE daac 332 24-04-2019 21:25:05.778 T: 28.76639938354492 [C]; A:[62, 24, 224]; H: 72.1402587890625
SENSE daaa 633 24-04-2019 21:25:06.036 T: 31.76159858703613 [C]; A:[52, -10, 226]; H: 64.94573974609375
SENSE daab 633 24-04-2019 21:25:06.115 T: 27.9552001953125 [C]; A:[16, -52, 242]; H: 68.462890625
SENSE daac 333 24-04-2019 21:25:06.180 T: 28.82879829406738 [C]; A:[60, 22, 216]; H: 72.26995849609375
SENSE daaa 634 24-04-2019 21:25:06.439 T: 31.76159858703613 [C]; A:[52, 0, 230]; H: 64.831298828125
SENSE daab 634 24-04-2019 21:25:06.518 T: 27.9552001953125 [C]; A:[16, -46, 244]; H: 68.462890625
SENSE daac 334 24-04-2019 21:25:06.582 T: 28.82879829406738 [C]; A:[60, 22, 224]; H: 72.36151123046875
SENSE daaa 635 24-04-2019 21:25:06.847 T: 31.76159858703613 [C]; A:[52, -6, 230]; H: 64.770263671875
SENSE daab 635 24-04-2019 21:25:06.921 T: 27.9552001953125 [C]; A:[16, -46, 246]; H: 68.462890625
SENSE daac 335 24-04-2019 21:25:06.994 T: 28.76639938354492 [C]; A:[62, 26, 224]; H: 72.399658203125
SENSE daaa 636 24-04-2019 21:25:07.244 T: 31.76159858703613 [C]; A:[50, -4, 236]; H: 64.770263671875
SENSE daab 636 24-04-2019 21:25:07.324 T: 27.9552001953125 [C]; A:[14, -54, 242]; H: 68.462890625
SENSE daac 336 24-04-2019 21:25:07.396 T: 28.82879829406738 [C]; A:[64, 20, 218]; H: 72.43017578125
SENSE daaa 637 24-04-2019 21:25:07.647 T: 31.76159858703613 [C]; A:[50, -4, 228]; H: 64.80078125
SENSE daab 637 24-04-2019 21:25:07.733 T: 27.9552001953125 [C]; A:[14, -42, 240]; H: 68.462890625
SENSE daac 337 24-04-2019 21:25:07.814 T: 28.82879829406738 [C]; A:[60, 24, 216]; H: 72.399658203125
SENSE daaa 638 24-04-2019 21:25:08.060 T: 31.82399940490722 [C]; A:[50, -8, 230]; H: 64.831298828125
SENSE daab 638 24-04-2019 21:25:08.135 T: 28.01759910583496 [C]; A:[12, -44, 244]; H: 68.44000244140625
SENSE daad 301 24-04-2019 21:25:03.302 T: 28.70399856567382 [C]; A:[4, 10, 238]; H: 69.11138916015625
SENSE daaa 639 24-04-2019 21:25:08.458 T: 31.76159858703613 [C]; A:[54, 0, 222]; H: 64.831298828125
SENSE daab 639 24-04-2019 21:25:08.538 T: 27.9552001953125 [C]; A:[12, -48, 240]; H: 68.44000244140625
SENSE daad 302 24-04-2019 21:25:08.547 T: 28.70399856567382 [C]; A:[8, 8, 240]; H: 68.6612548828125
SENSE daaa 640 24-04-2019 21:25:08.871 T: 31.76159858703613 [C]; A:[48, -8, 230]; H: 64.80078125
SENSE daab 640 24-04-2019 21:25:08.951 T: 27.9552001953125 [C]; A:[16, -50, 238]; H: 68.40948486328125
SENSE daad 303 24-04-2019 21:25:08.961 T: 28.70399856567382 [C]; A:[6, 10, 240]; H: 68.51629638671875
SENSE daaa 641 24-04-2019 21:25:09.265 T: 31.76159858703613 [C]; A:[48, -4, 230]; H: 64.770263671875
SENSE daab 641 24-04-2019 21:25:09.344 T: 27.9552001953125 [C]; A:[16, -46, 240]; H: 68.40948486328125
SENSE daad 304 24-04-2019 21:25:09.354 T: 28.70399856567382 [C]; A:[4, 6, 238]; H: 68.40948486328125
SENSE daaa 642 24-04-2019 21:25:09.672 T: 31.76159858703613 [C]; A:[52, -4, 228]; H: 64.709228515625
SENSE daab 642 24-04-2019 21:25:09.748 T: 27.9552001953125 [C]; A:[14, -52, 240]; H: 68.40948486328125
SENSE daad 305 24-04-2019 21:25:09.758 T: 28.70399856567382 [C]; A:[6, 4, 248]; H: 68.2950439453125
SENSE daaa 643 24-04-2019 21:25:10.075 T: 31.76159858703613 [C]; A:[54, -6, 232]; H: 64.61767578125
SENSE daab 643 24-04-2019 21:25:10.156 T: 27.9552001953125 [C]; A:[12, -50, 240]; H: 68.40948486328125
SENSE daad 306 24-04-2019 21:25:10.171 T: 28.70399856567382 [C]; A:[6, 10, 238]; H: 68.15771484375
SENSE daaa 644 24-04-2019 21:25:10.478 T: 31.76159858703613 [C]; A:[54, -6, 230]; H: 64.53375244140625
SENSE daab 644 24-04-2019 21:25:10.559 T: 27.9552001953125 [C]; A:[10, -46, 248]; H: 68.37896728515625
SENSE daad 307 24-04-2019 21:25:10.570 T: 28.70399856567382 [C]; A:[8, 10, 238]; H: 68.04327392578125
SENSE daaa 645 24-04-2019 21:25:10.891 T: 31.76159858703613 [C]; A:[46, 0, 230]; H: 64.44219970703125
SENSE daab 645 24-04-2019 21:25:10.962 T: 27.9552001953125 [C]; A:[14, -50, 246]; H: 68.37896728515625
SENSE daad 308 24-04-2019 21:25:10.973 T: 28.70399856567382 [C]; A:[2, 12, 240]; H: 67.90594482421875
SENSE daaa 646 24-04-2019 21:25:11.294 T: 31.76159858703613 [C]; A:[54, -10, 230]; H: 64.32012939453125
SENSE daab 646 24-04-2019 21:25:11.375 T: 27.9552001953125 [C]; A:[14, -48, 244]; H: 68.4171142578125
SENSE daad 309 24-04-2019 21:25:11.386 T: 28.70399856567382 [C]; A:[6, 12, 240]; H: 67.90594482421875
SENSE daaa 647 24-04-2019 21:25:11.697 T: 31.76159858703613 [C]; A:[52, 0, 230]; H: 64.22857666015625
SENSE daab 647 24-04-2019 21:25:11.778 T: 28.01759910583496 [C]; A:[16, -52, 250]; H: 68.4171142578125
SENSE daad 310 24-04-2019 21:25:11.790 T: 28.70399856567382 [C]; A:[6, 10, 242]; H: 67.84490966796875
SENSE daaa 648 24-04-2019 21:25:12.105 T: 31.76159858703613 [C]; A:[50, -6, 228]; H: 64.1446533203125
SENSE daab 648 24-04-2019 21:25:12.191 T: 28.01759910583496 [C]; A:[14, -46, 232]; H: 68.4171142578125
SENSE daad 311 24-04-2019 21:25:12.193 T: 28.70399856567382 [C]; A:[0, 10, 240]; H: 67.79150390625
SENSE daaa 649 24-04-2019 21:25:12.508 T: 31.76159858703613 [C]; A:[48, -4, 230]; H: 64.0531005859375
SENSE daab 649 24-04-2019 21:25:12.594 T: 27.9552001953125 [C]; A:[16, -52, 242]; H: 68.3865966796875
SENSE daad 312 24-04-2019 21:25:12.597 T: 28.70399856567382 [C]; A:[6, 8, 236]; H: 67.73809814453125
SENSE daaa 650 24-04-2019 21:25:12.921 T: 31.82399940490722 [C]; A:[52, -4, 228]; H: 63.9920654296875
SENSE daab 650 24-04-2019 21:25:12.993 T: 28.01759910583496 [C]; A:[16, -50, 244]; H: 68.3865966796875
SENSE daac 338 24-04-2019 21:25:08.201 T: 28.76639938354492 [C]; A:[60, 24, 220]; H: 72.33099365234375
SENSE daaa 651 24-04-2019 21:25:13.319 T: 31.82399940490722 [C]; A:[52, -4, 230]; H: 63.9310302734375
SENSE daab 651 24-04-2019 21:25:13.406 T: 28.01759910583496 [C]; A:[12, -48, 236]; H: 68.36370849609375
SENSE daac 339 24-04-2019 21:25:13.474 T: 28.82879829406738 [C]; A:[64, 24, 220]; H: 71.850341796875
SENSE daaa 652 24-04-2019 21:25:13.727 T: 31.82399940490722 [C]; A:[48, 0, 228]; H: 63.8699951171875
SENSE daab 652 24-04-2019 21:25:13.809 T: 27.9552001953125 [C]; A:[16, -48, 248]; H: 68.36370849609375
SENSE daac 340 24-04-2019 21:25:13.876 T: 28.82879829406738 [C]; A:[62, 22, 220]; H: 71.850341796875
SENSE daaa 653 24-04-2019 21:25:14.130 T: 31.82399940490722 [C]; A:[52, 0, 224]; H: 63.8394775390625
SENSE daab 653 24-04-2019 21:25:14.222 T: 27.9552001953125 [C]; A:[12, -48, 246]; H: 68.33319091796875
SENSE daac 341 24-04-2019 21:25:14.288 T: 28.82879829406738 [C]; A:[58, 24, 218]; H: 71.81982421875
SENSE daaa 654 24-04-2019 21:25:14.548 T: 31.76159858703613 [C]; A:[46, 0, 232]; H: 63.78607177734375
SENSE daab 654 24-04-2019 21:25:14.625 T: 27.9552001953125 [C]; A:[12, -48, 246]; H: 68.33319091796875
SENSE daac 342 24-04-2019 21:25:14.691 T: 28.82879829406738 [C]; A:[60, 22, 226]; H: 71.78167724609375
SENSE daaa 655 24-04-2019 21:25:14.945 T: 31.82399940490722 [C]; A:[56, -4, 232]; H: 63.69451904296875
SENSE daab 655 24-04-2019 21:25:15.028 T: 28.01759910583496 [C]; A:[16, -44, 244]; H: 68.33319091796875
SENSE daac 343 24-04-2019 21:25:15.093 T: 28.82879829406738 [C]; A:[62, 22, 222]; H: 71.75115966796875
SENSE daaa 656 24-04-2019 21:25:15.353 T: 31.76159858703613 [C]; A:[54, -6, 224]; H: 63.60296630859375
SENSE daab 656 24-04-2019 21:25:15.437 T: 28.01759910583496 [C]; A:[20, -50, 242]; H: 68.33319091796875
SENSE daac 344 24-04-2019 21:25:15.501 T: 28.82879829406738 [C]; A:[58, 22, 224]; H: 71.69012451171875
SENSE daaa 657 24-04-2019 21:25:15.756 T: 31.82399940490722 [C]; A:[54, -4, 226]; H: 63.54193115234375
SENSE daab 657 24-04-2019 21:25:15.839 T: 28.01759910583496 [C]; A:[16, -50, 240]; H: 68.33319091796875
SENSE daac 345 24-04-2019 21:25:15.912 T: 28.82879829406738 [C]; A:[62, 24, 224]; H: 71.6214599609375
SENSE daaa 658 24-04-2019 21:25:16.164 T: 31.82399940490722 [C]; A:[52, -4, 230]; H: 63.48089599609375
SENSE daab 658 24-04-2019 21:25:16.242 T: 28.01759910583496 [C]; A:[12, -48, 238]; H: 68.33319091796875
SENSE daac 346 24-04-2019 21:25:16.314 T: 28.82879829406738 [C]; A:[62, 22, 222]; H: 71.5909423828125
SENSE daaa 659 24-04-2019 21:25:16.572 T: 31.82399940490722 [C]; A:[50, 0, 228]; H: 63.45037841796875
SENSE daab 659 24-04-2019 21:25:16.645 T: 28.01759910583496 [C]; A:[16, -48, 246]; H: 68.30267333984375
SENSE daac 347 24-04-2019 21:25:16.716 T: 28.82879829406738 [C]; A:[60, 26, 222]; H: 71.5909423828125
SENSE daaa 660 24-04-2019 21:25:16.991 T: 31.82399940490722 [C]; A:[50, -8, 250]; H: 63.48089599609375
SENSE daab 660 24-04-2019 21:25:17.059 T: 28.01759910583496 [C]; A:[16, -50, 246]; H: 68.30267333984375
SENSE daac 348 24-04-2019 21:25:17.129 T: 28.82879829406738 [C]; A:[60, 24, 226]; H: 71.6214599609375
SENSE daaa 661 24-04-2019 21:25:17.378 T: 31.76159858703613 [C]; A:[50, -4, 224]; H: 63.54193115234375
SENSE daab 661 24-04-2019 21:25:17.462 T: 28.01759910583496 [C]; A:[14, -46, 242]; H: 68.30267333984375
SENSE daac 349 24-04-2019 21:25:17.531 T: 28.82879829406738 [C]; A:[62, 22, 216]; H: 71.59857177734375
SENSE daaa 662 24-04-2019 21:25:17.781 T: 31.82399940490722 [C]; A:[54, 0, 230]; H: 63.63348388671875
SENSE daab 662 24-04-2019 21:25:17.865 T: 28.01759910583496 [C]; A:[14, -48, 244]; H: 68.249267578125
SENSE daad 313 24-04-2019 21:25:13.006 T: 28.76639938354492 [C]; A:[2, 8, 240]; H: 67.73809814453125
SENSE daaa 663 24-04-2019 21:25:18.189 T: 31.76159858703613 [C]; A:[48, -6, 230]; H: 63.72503662109375
SENSE daab 663 24-04-2019 21:25:18.274 T: 28.01759910583496 [C]; A:[14, -42, 242]; H: 68.249267578125
SENSE daad 314 24-04-2019 21:25:18.275 T: 28.70399856567382 [C]; A:[6, 12, 244]; H: 67.93646240234375
SENSE daaa 664 24-04-2019 21:25:18.592 T: 31.82399940490722 [C]; A:[48, -6, 230]; H: 63.81658935546875
SENSE daab 664 24-04-2019 21:25:18.676 T: 28.01759910583496 [C]; A:[14, -46, 240]; H: 68.249267578125
SENSE daad 315 24-04-2019 21:25:18.688 T: 28.70399856567382 [C]; A:[2, 10, 240]; H: 67.93646240234375
SENSE daaa 665 24-04-2019 21:25:19.000 T: 31.82399940490722 [C]; A:[56, -10, 230]; H: 63.8394775390625
SENSE daab 665 24-04-2019 21:25:19.079 T: 28.01759910583496 [C]; A:[16, -48, 242]; H: 68.249267578125
SENSE daad 316 24-04-2019 21:25:19.091 T: 28.76639938354492 [C]; A:[6, 10, 240]; H: 67.93646240234375
SENSE daaa 666 24-04-2019 21:25:19.408 T: 31.82399940490722 [C]; A:[52, -6, 228]; H: 63.8699951171875
SENSE daab 666 24-04-2019 21:25:19.482 T: 28.01759910583496 [C]; A:[18, -50, 244]; H: 68.249267578125
SENSE daad 317 24-04-2019 21:25:19.495 T: 28.76639938354492 [C]; A:[6, 6, 240]; H: 67.93646240234375
SENSE daaa 667 24-04-2019 21:25:19.802 T: 31.82399940490722 [C]; A:[48, -4, 228]; H: 63.9005126953125
SENSE daab 667 24-04-2019 21:25:19.876 T: 28.01759910583496 [C]; A:[14, -50, 242]; H: 68.249267578125
SENSE daad 318 24-04-2019 21:25:19.888 T: 28.76639938354492 [C]; A:[2, 8, 242]; H: 67.93646240234375
SENSE daaa 668 24-04-2019 21:25:20.209 T: 31.82399940490722 [C]; A:[56, -8, 234]; H: 63.9005126953125
SENSE daab 668 24-04-2019 21:25:20.289 T: 28.01759910583496 [C]; A:[16, -50, 240]; H: 68.21875
SENSE daad 319 24-04-2019 21:25:20.298 T: 28.76639938354492 [C]; A:[4, 10, 226]; H: 67.96697998046875
SENSE daaa 669 24-04-2019 21:25:20.607 T: 31.82399940490722 [C]; A:[56, -6, 226]; H: 63.9310302734375
SENSE daab 669 24-04-2019 21:25:20.687 T: 28.01759910583496 [C]; A:[16, -44, 246]; H: 68.21875
