SENSE daaa 1 24-04-2019 09:20:30.822 T: 32.1983985900879 [C]; A:[20, -36, 248]; H: 58.239501953125
SENSE daac 142 24-04-2019 09:21:17.854 T: 28.95359992980957 [C]; A:[240, 82, 24]; H: 65.64764404296875
SENSE daad 142 24-04-2019 09:21:17.852 T: 30.20159912109375 [C]; A:[2, 64, 230]; H: 65.22039794921875
SENSE daaa 144 24-04-2019 09:21:18.191 T: 32.3855972290039 [C]; A:[20, -40, 246]; H: 57.3087158203125
SENSE daab 143 24-04-2019 09:21:18.192 T: 32.7599983215332 [C]; A:[-18, -22, 224]; H: 59.04058837890625
SENSE daac 143 24-04-2019 09:21:18.190 T: 28.89119911193847 [C]; A:[236, 82, 26]; H: 65.64764404296875
SENSE daad 143 24-04-2019 09:21:18.187 T: 30.20159912109375 [C]; A:[0, 62, 228]; H: 65.22039794921875
SENSE daaa 145 24-04-2019 09:21:18.524 T: 32.3855972290039 [C]; A:[24, -46, 240]; H: 57.2781982421875
SENSE daab 144 24-04-2019 09:21:18.523 T: 32.8223991394043 [C]; A:[-20, -18, 222]; H: 59.04058837890625
SENSE daac 144 24-04-2019 09:21:18.519 T: 28.89119911193847 [C]; A:[238, 78, 18]; H: 65.61712646484375
SENSE daad 144 24-04-2019 09:21:18.516 T: 30.26399993896484 [C]; A:[0, 64, 224]; H: 65.22039794921875
SENSE daaa 146 24-04-2019 09:21:18.856 T: 32.3855972290039 [C]; A:[24, -54, 240]; H: 57.2781982421875
SENSE daab 145 24-04-2019 09:21:18.855 T: 32.8223991394043 [C]; A:[-18, -22, 236]; H: 59.04058837890625
SENSE daac 145 24-04-2019 09:21:18.852 T: 28.89119911193847 [C]; A:[236, 80, 24]; H: 65.61712646484375
SENSE daad 145 24-04-2019 09:21:18.851 T: 30.20159912109375 [C]; A:[0, 56, 230]; H: 65.22039794921875
SENSE daaa 147 24-04-2019 09:21:19.193 T: 32.3855972290039 [C]; A:[22, -44, 240]; H: 57.2781982421875
SENSE daab 146 24-04-2019 09:21:19.191 T: 32.8223991394043 [C]; A:[-20, -22, 230]; H: 59.04058837890625
SENSE daac 146 24-04-2019 09:21:19.189 T: 28.95359992980957 [C]; A:[240, 82, 20]; H: 65.58660888671875
SENSE daad 146 24-04-2019 09:21:19.187 T: 30.20159912109375 [C]; A:[0, 60, 224]; H: 65.22039794921875
SENSE daaa 148 24-04-2019 09:21:19.523 T: 32.3855972290039 [C]; A:[22, -42, 246]; H: 57.2781982421875
SENSE daab 147 24-04-2019 09:21:19.521 T: 32.8223991394043 [C]; A:[-18, -24, 230]; H: 59.04058837890625
SENSE daac 147 24-04-2019 09:21:19.518 T: 28.95359992980957 [C]; A:[236, 82, 46]; H: 65.55609130859375
SENSE daad 147 24-04-2019 09:21:19.516 T: 30.20159912109375 [C]; A:[0, 64, 228]; H: 65.22039794921875
SENSE daaa 149 24-04-2019 09:21:19.858 T: 32.32320022583007 [C]; A:[24, -40, 246]; H: 57.2781982421875
SENSE daab 148 24-04-2019 09:21:19.858 T: 32.8223991394043 [C]; A:[-16, -22, 232]; H: 59.04058837890625
SENSE daac 148 24-04-2019 09:21:19.857 T: 28.95359992980957 [C]; A:[232, 78, 24]; H: 65.55609130859375
SENSE daad 148 24-04-2019 09:21:19.856 T: 30.20159912109375 [C]; A:[0, 62, 228]; H: 65.22039794921875
SENSE daaa 150 24-04-2019 09:21:20.193 T: 32.3855972290039 [C]; A:[20, -44, 248]; H: 57.2476806640625
SENSE daab 149 24-04-2019 09:21:20.193 T: 32.8223991394043 [C]; A:[-16, -28, 230]; H: 59.04058837890625
SENSE daac 149 24-04-2019 09:21:20.191 T: 28.95359992980957 [C]; A:[240, 80, 22]; H: 65.55609130859375
SENSE daad 149 24-04-2019 09:21:20.188 T: 30.20159912109375 [C]; A:[0, 58, 222]; H: 65.22039794921875
SENSE daaa 151 24-04-2019 09:21:20.525 T: 32.3855972290039 [C]; A:[20, -46, 246]; H: 57.2476806640625
SENSE daab 150 24-04-2019 09:21:20.532 T: 32.8223991394043 [C]; A:[-16, -22, 228]; H: 59.04058837890625
SENSE daac 150 24-04-2019 09:21:20.523 T: 28.95359992980957 [C]; A:[234, 82, 22]; H: 65.55609130859375
SENSE daad 150 24-04-2019 09:21:20.520 T: 30.20159912109375 [C]; A:[0, 62, 228]; H: 65.22039794921875
SENSE daaa 152 24-04-2019 09:21:20.860 T: 32.3855972290039 [C]; A:[24, -46, 248]; H: 57.2476806640625
SENSE daab 151 24-04-2019 09:21:20.859 T: 32.8223991394043 [C]; A:[-18, -22, 228]; H: 59.04058837890625
SENSE daac 151 24-04-2019 09:21:20.857 T: 28.95359992980957 [C]; A:[242, 82, 20]; H: 65.58660888671875
SENSE daad 151 24-04-2019 09:21:20.854 T: 30.20159912109375 [C]; A:[0, 60, 224]; H: 65.22039794921875
SENSE daaa 153 24-04-2019 09:21:21.191 T: 32.3855972290039 [C]; A:[22, -38, 242]; H: 57.2171630859375
SENSE daab 152 24-04-2019 09:21:21.192 T: 32.8847999572754 [C]; A:[-18, -20, 230]; H: 59.04058837890625
SENSE daac 152 24-04-2019 09:21:21.190 T: 28.95359992980957 [C]; A:[240, 82, 34]; H: 65.58660888671875
SENSE daad 152 24-04-2019 09:21:21.189 T: 30.20159912109375 [C]; A:[0, 60, 230]; H: 65.22039794921875
SENSE daaa 154 24-04-2019 09:21:21.530 T: 32.3855972290039 [C]; A:[20, -42, 246]; H: 57.1866455078125
SENSE daab 153 24-04-2019 09:21:21.530 T: 32.8223991394043 [C]; A:[-22, -22, 224]; H: 59.04058837890625
SENSE daac 153 24-04-2019 09:21:21.528 T: 28.89119911193847 [C]; A:[238, 82, 24]; H: 65.58660888671875
SENSE daad 153 24-04-2019 09:21:21.527 T: 30.20159912109375 [C]; A:[0, 64, 224]; H: 65.22039794921875
SENSE daaa 155 24-04-2019 09:21:21.863 T: 32.3855972290039 [C]; A:[24, -46, 244]; H: 57.1866455078125
SENSE daab 154 24-04-2019 09:21:21.864 T: 32.8223991394043 [C]; A:[-16, -26, 224]; H: 59.04058837890625
SENSE daac 154 24-04-2019 09:21:21.862 T: 28.89119911193847 [C]; A:[238, 80, 26]; H: 65.58660888671875
SENSE daad 154 24-04-2019 09:21:21.861 T: 30.20159912109375 [C]; A:[0, 58, 228]; H: 65.25091552734375
SENSE daaa 156 24-04-2019 09:21:22.198 T: 32.3855972290039 [C]; A:[24, -38, 240]; H: 57.1561279296875
SENSE daab 155 24-04-2019 09:21:22.197 T: 32.8847999572754 [C]; A:[-22, -20, 228]; H: 59.04058837890625
SENSE daac 155 24-04-2019 09:21:22.194 T: 28.95359992980957 [C]; A:[236, 84, 24]; H: 65.58660888671875
SENSE daad 155 24-04-2019 09:21:22.193 T: 30.20159912109375 [C]; A:[0, 62, 224]; H: 65.25091552734375
SENSE daaa 157 24-04-2019 09:21:22.528 T: 32.3855972290039 [C]; A:[22, -44, 246]; H: 57.1561279296875
SENSE daab 156 24-04-2019 09:21:22.527 T: 32.8847999572754 [C]; A:[-18, -20, 220]; H: 59.04058837890625
SENSE daac 156 24-04-2019 09:21:22.524 T: 28.95359992980957 [C]; A:[236, 76, 24]; H: 65.58660888671875
SENSE daad 156 24-04-2019 09:21:22.522 T: 30.20159912109375 [C]; A:[0, 58, 230]; H: 65.28143310546875
SENSE daaa 158 24-04-2019 09:21:22.859 T: 32.447998046875 [C]; A:[20, -42, 238]; H: 57.0950927734375
SENSE daab 157 24-04-2019 09:21:22.860 T: 32.8847999572754 [C]; A:[-22, -24, 222]; H: 59.04058837890625
SENSE daac 157 24-04-2019 09:21:22.858 T: 28.95359992980957 [C]; A:[234, 82, 18]; H: 65.61712646484375
SENSE daad 157 24-04-2019 09:21:22.855 T: 30.20159912109375 [C]; A:[2, 58, 232]; H: 65.28143310546875
SENSE daaa 159 24-04-2019 09:21:23.195 T: 32.3855972290039 [C]; A:[26, -42, 242]; H: 57.0950927734375
SENSE daab 158 24-04-2019 09:21:23.195 T: 32.8847999572754 [C]; A:[-18, -22, 230]; H: 59.04058837890625
SENSE daac 158 24-04-2019 09:21:23.193 T: 28.95359992980957 [C]; A:[240, 84, 26]; H: 65.61712646484375
SENSE daad 158 24-04-2019 09:21:23.190 T: 30.20159912109375 [C]; A:[0, 62, 230]; H: 65.3043212890625
SENSE daaa 160 24-04-2019 09:21:23.527 T: 32.3855972290039 [C]; A:[28, -40, 246]; H: 57.0645751953125
SENSE daab 159 24-04-2019 09:21:23.525 T: 32.8847999572754 [C]; A:[-18, -20, 226]; H: 59.04058837890625
SENSE daac 159 24-04-2019 09:21:23.530 T: 28.95359992980957 [C]; A:[240, 82, 22]; H: 65.61712646484375
SENSE daad 159 24-04-2019 09:21:23.522 T: 30.13919830322265 [C]; A:[0, 64, 236]; H: 65.3348388671875
SENSE daaa 161 24-04-2019 09:21:23.861 T: 32.3855972290039 [C]; A:[22, -42, 248]; H: 57.0340576171875
SENSE daab 160 24-04-2019 09:21:23.859 T: 32.8847999572754 [C]; A:[-18, -24, 228]; H: 59.04058837890625
SENSE daac 160 24-04-2019 09:21:23.856 T: 28.95359992980957 [C]; A:[238, 84, 24]; H: 65.61712646484375
SENSE daad 160 24-04-2019 09:21:23.853 T: 30.20159912109375 [C]; A:[-4, 62, 230]; H: 65.3348388671875
SENSE daaa 162 24-04-2019 09:21:24.189 T: 32.447998046875 [C]; A:[22, -44, 238]; H: 57.0035400390625
SENSE daab 161 24-04-2019 09:21:24.188 T: 32.8847999572754 [C]; A:[-20, -20, 228]; H: 59.0177001953125
SENSE daac 161 24-04-2019 09:21:24.185 T: 28.89119911193847 [C]; A:[234, 74, 26]; H: 65.58660888671875
SENSE daad 161 24-04-2019 09:21:24.184 T: 30.13919830322265 [C]; A:[0, 62, 230]; H: 65.3653564453125
SENSE daaa 163 24-04-2019 09:21:24.522 T: 32.447998046875 [C]; A:[22, -46, 244]; H: 56.98065185546875
SENSE daab 162 24-04-2019 09:21:24.524 T: 32.8847999572754 [C]; A:[-22, -16, 228]; H: 59.0177001953125
SENSE daac 162 24-04-2019 09:21:24.522 T: 28.89119911193847 [C]; A:[240, 72, 26]; H: 65.58660888671875
SENSE daad 162 24-04-2019 09:21:24.521 T: 30.13919830322265 [C]; A:[2, 58, 230]; H: 65.3653564453125
SENSE daaa 164 24-04-2019 09:21:24.856 T: 32.3855972290039 [C]; A:[24, -44, 244]; H: 56.98065185546875
SENSE daab 163 24-04-2019 09:21:24.855 T: 32.8223991394043 [C]; A:[-16, -20, 226]; H: 59.0177001953125
SENSE daac 163 24-04-2019 09:21:24.851 T: 28.89119911193847 [C]; A:[236, 80, 26]; H: 65.58660888671875
SENSE daad 163 24-04-2019 09:21:24.849 T: 30.13919830322265 [C]; A:[0, 64, 224]; H: 65.3958740234375
SENSE daaa 165 24-04-2019 09:21:25.187 T: 32.3855972290039 [C]; A:[20, -46, 242]; H: 56.95013427734375
SENSE daab 164 24-04-2019 09:21:25.187 T: 32.8223991394043 [C]; A:[-18, -22, 230]; H: 59.0177001953125
SENSE daac 164 24-04-2019 09:21:25.183 T: 28.89119911193847 [C]; A:[240, 76, 22]; H: 65.55609130859375
SENSE daad 164 24-04-2019 09:21:25.181 T: 30.13919830322265 [C]; A:[0, 62, 226]; H: 65.3958740234375
SENSE daaa 166 24-04-2019 09:21:25.517 T: 32.3855972290039 [C]; A:[20, -46, 244]; H: 56.91961669921875
SENSE daab 165 24-04-2019 09:21:25.518 T: 32.8223991394043 [C]; A:[-20, -24, 228]; H: 59.0177001953125
SENSE daac 165 24-04-2019 09:21:25.515 T: 28.89119911193847 [C]; A:[236, 82, 24]; H: 65.55609130859375
SENSE daad 165 24-04-2019 09:21:25.513 T: 30.13919830322265 [C]; A:[0, 58, 230]; H: 65.4263916015625
SENSE daaa 167 24-04-2019 09:21:25.851 T: 32.3855972290039 [C]; A:[24, -40, 242]; H: 56.91961669921875
SENSE daab 166 24-04-2019 09:21:25.852 T: 32.8223991394043 [C]; A:[-20, -20, 230]; H: 59.0177001953125
SENSE daac 166 24-04-2019 09:21:25.851 T: 28.89119911193847 [C]; A:[238, 82, 24]; H: 65.58660888671875
SENSE daad 166 24-04-2019 09:21:25.849 T: 30.13919830322265 [C]; A:[0, 62, 234]; H: 65.4569091796875
SENSE daaa 168 24-04-2019 09:21:26.188 T: 32.3855972290039 [C]; A:[20, -48, 240]; H: 56.88909912109375
SENSE daab 167 24-04-2019 09:21:26.187 T: 32.8847999572754 [C]; A:[-22, -20, 226]; H: 59.0177001953125
SENSE daac 167 24-04-2019 09:21:26.185 T: 28.89119911193847 [C]; A:[238, 86, 22]; H: 65.58660888671875
SENSE daad 167 24-04-2019 09:21:26.185 T: 30.0767993927002 [C]; A:[0, 60, 230]; H: 65.4569091796875
SENSE daaa 169 24-04-2019 09:21:26.523 T: 32.3855972290039 [C]; A:[26, -48, 246]; H: 56.88909912109375
SENSE daab 168 24-04-2019 09:21:26.524 T: 32.8223991394043 [C]; A:[-22, -18, 224]; H: 59.0177001953125
SENSE daac 168 24-04-2019 09:21:26.522 T: 28.89119911193847 [C]; A:[240, 80, 26]; H: 65.58660888671875
SENSE daad 168 24-04-2019 09:21:26.521 T: 30.0767993927002 [C]; A:[0, 62, 228]; H: 65.4874267578125
SENSE daaa 170 24-04-2019 09:21:26.857 T: 32.447998046875 [C]; A:[24, -44, 240]; H: 56.85858154296875
SENSE daab 169 24-04-2019 09:21:26.857 T: 32.8223991394043 [C]; A:[-20, -20, 230]; H: 59.0177001953125
SENSE daac 169 24-04-2019 09:21:26.855 T: 28.82879829406738 [C]; A:[238, 80, 24]; H: 65.58660888671875
SENSE daad 169 24-04-2019 09:21:26.854 T: 30.0767993927002 [C]; A:[0, 60, 232]; H: 65.4874267578125
SENSE daaa 171 24-04-2019 09:21:27.192 T: 32.447998046875 [C]; A:[24, -44, 240]; H: 56.85858154296875
SENSE daab 170 24-04-2019 09:21:27.191 T: 32.8847999572754 [C]; A:[-22, -20, 230]; H: 59.0177001953125
SENSE daac 170 24-04-2019 09:21:27.188 T: 28.82879829406738 [C]; A:[234, 78, 20]; H: 65.58660888671875
SENSE daad 170 24-04-2019 09:21:27.185 T: 30.0767993927002 [C]; A:[0, 64, 224]; H: 65.5179443359375
SENSE daaa 172 24-04-2019 09:21:27.522 T: 32.3855972290039 [C]; A:[22, -54, 246]; H: 56.85858154296875
SENSE daab 171 24-04-2019 09:21:27.524 T: 32.8223991394043 [C]; A:[-18, -22, 226]; H: 59.0177001953125
SENSE daac 171 24-04-2019 09:21:27.522 T: 28.82879829406738 [C]; A:[238, 82, 18]; H: 65.58660888671875
SENSE daad 171 24-04-2019 09:21:27.520 T: 30.0767993927002 [C]; A:[0, 62, 230]; H: 65.5179443359375
SENSE daaa 173 24-04-2019 09:21:27.856 T: 32.447998046875 [C]; A:[24, -44, 242]; H: 56.82806396484375
SENSE daab 172 24-04-2019 09:21:27.855 T: 32.8223991394043 [C]; A:[-20, -22, 222]; H: 59.0177001953125
SENSE daac 172 24-04-2019 09:21:27.851 T: 28.89119911193847 [C]; A:[240, 82, 26]; H: 65.58660888671875
SENSE daad 172 24-04-2019 09:21:27.850 T: 30.0767993927002 [C]; A:[0, 60, 224]; H: 65.5179443359375
SENSE daaa 174 24-04-2019 09:21:28.187 T: 32.447998046875 [C]; A:[20, -46, 242]; H: 56.82806396484375
SENSE daab 173 24-04-2019 09:21:28.187 T: 32.8223991394043 [C]; A:[-18, -22, 224]; H: 59.0177001953125
SENSE daac 173 24-04-2019 09:21:28.186 T: 28.82879829406738 [C]; A:[238, 78, 26]; H: 65.58660888671875
SENSE daad 173 24-04-2019 09:21:28.185 T: 30.0767993927002 [C]; A:[0, 62, 226]; H: 65.5179443359375
SENSE daaa 175 24-04-2019 09:21:28.524 T: 32.5103988647461 [C]; A:[20, -46, 242]; H: 56.82806396484375
SENSE daab 174 24-04-2019 09:21:28.523 T: 32.8223991394043 [C]; A:[-20, -22, 228]; H: 59.0177001953125
SENSE daac 174 24-04-2019 09:21:28.522 T: 28.82879829406738 [C]; A:[234, 84, 24]; H: 65.58660888671875
SENSE daad 174 24-04-2019 09:21:28.519 T: 30.0767993927002 [C]; A:[0, 56, 230]; H: 65.5179443359375
SENSE daaa 176 24-04-2019 09:21:28.856 T: 32.447998046875 [C]; A:[24, -42, 252]; H: 56.82806396484375
SENSE daab 175 24-04-2019 09:21:28.855 T: 32.8223991394043 [C]; A:[-18, -24, 224]; H: 59.0177001953125
SENSE daac 175 24-04-2019 09:21:28.854 T: 28.82879829406738 [C]; A:[236, 78, 22]; H: 65.58660888671875
SENSE daad 175 24-04-2019 09:21:28.853 T: 30.0767993927002 [C]; A:[0, 56, 220]; H: 65.5179443359375
SENSE daaa 177 24-04-2019 09:21:29.191 T: 32.447998046875 [C]; A:[22, -40, 244]; H: 56.79754638671875
SENSE daab 176 24-04-2019 09:21:29.195 T: 32.8223991394043 [C]; A:[-24, -18, 226]; H: 59.0177001953125
SENSE daac 176 24-04-2019 09:21:29.193 T: 28.82879829406738 [C]; A:[240, 84, 24]; H: 65.58660888671875
SENSE daad 176 24-04-2019 09:21:29.192 T: 30.0767993927002 [C]; A:[0, 62, 230]; H: 65.5484619140625
SENSE daaa 178 24-04-2019 09:21:29.436 T: 32.447998046875 [C]; A:[20, -42, 244]; H: 56.79754638671875
SENSE daab 177 24-04-2019 09:21:29.526 T: 32.8223991394043 [C]; A:[-16, -22, 226]; H: 59.0177001953125
SENSE daac 177 24-04-2019 09:21:29.524 T: 28.82879829406738 [C]; A:[236, 82, 22]; H: 65.61712646484375
SENSE daaa 179 24-04-2019 09:21:29.675 T: 32.447998046875 [C]; A:[24, -46, 242]; H: 56.79754638671875
SENSE daad 177 24-04-2019 09:21:29.523 T: 30.0143985748291 [C]; A:[0, 64, 232]; H: 65.5484619140625
SENSE daab 178 24-04-2019 09:21:29.859 T: 32.8223991394043 [C]; A:[-16, -22, 228]; H: 59.0177001953125
SENSE daaa 180 24-04-2019 09:21:29.920 T: 32.447998046875 [C]; A:[24, -46, 240]; H: 56.79754638671875
SENSE daac 178 24-04-2019 09:21:29.857 T: 28.82879829406738 [C]; A:[238, 80, 24]; H: 65.61712646484375
SENSE daad 178 24-04-2019 09:21:29.855 T: 30.0143985748291 [C]; A:[0, 60, 230]; H: 65.5789794921875
SENSE daaa 181 24-04-2019 09:21:30.196 T: 32.447998046875 [C]; A:[22, -46, 242]; H: 56.79754638671875
SENSE daab 179 24-04-2019 09:21:30.196 T: 32.7599983215332 [C]; A:[-20, -20, 224]; H: 59.0177001953125
SENSE daac 179 24-04-2019 09:21:30.194 T: 28.82879829406738 [C]; A:[238, 80, 26]; H: 65.64764404296875
SENSE daad 179 24-04-2019 09:21:30.192 T: 30.0143985748291 [C]; A:[0, 60, 226]; H: 65.5789794921875
SENSE daaa 182 24-04-2019 09:21:30.529 T: 32.447998046875 [C]; A:[24, -50, 240]; H: 56.79754638671875
SENSE daab 180 24-04-2019 09:21:30.529 T: 32.8223991394043 [C]; A:[-20, -22, 226]; H: 59.0177001953125
SENSE daac 180 24-04-2019 09:21:30.528 T: 28.82879829406738 [C]; A:[236, 84, 20]; H: 65.7010498046875
SENSE daad 180 24-04-2019 09:21:30.526 T: 30.0143985748291 [C]; A:[0, 60, 224]; H: 65.6400146484375
SENSE daaa 183 24-04-2019 09:21:30.864 T: 32.447998046875 [C]; A:[18, -46, 246]; H: 56.79754638671875
SENSE daab 181 24-04-2019 09:21:30.864 T: 32.7599983215332 [C]; A:[-16, -20, 238]; H: 59.0177001953125
SENSE daac 181 24-04-2019 09:21:30.862 T: 28.82879829406738 [C]; A:[236, 82, 26]; H: 65.7010498046875
SENSE daad 181 24-04-2019 09:21:30.860 T: 30.0143985748291 [C]; A:[0, 64, 222]; H: 65.6400146484375
SENSE daaa 184 24-04-2019 09:21:31.197 T: 32.447998046875 [C]; A:[22, -38, 246]; H: 56.79754638671875
SENSE daab 182 24-04-2019 09:21:31.195 T: 32.8223991394043 [C]; A:[-20, -22, 228]; H: 59.0177001953125
SENSE daac 182 24-04-2019 09:21:31.192 T: 28.76639938354492 [C]; A:[234, 86, 26]; H: 65.7010498046875
SENSE daad 182 24-04-2019 09:21:31.190 T: 30.0143985748291 [C]; A:[0, 62, 232]; H: 65.66290283203125
SENSE daaa 185 24-04-2019 09:21:31.528 T: 32.447998046875 [C]; A:[22, -44, 242]; H: 56.82806396484375
SENSE daab 183 24-04-2019 09:21:31.530 T: 32.8223991394043 [C]; A:[-18, -24, 226]; H: 59.0177001953125
SENSE daac 183 24-04-2019 09:21:31.528 T: 28.76639938354492 [C]; A:[238, 78, 24]; H: 65.7315673828125
SENSE daad 183 24-04-2019 09:21:31.527 T: 30.0143985748291 [C]; A:[0, 60, 226]; H: 65.66290283203125
SENSE daaa 186 24-04-2019 09:21:31.865 T: 32.447998046875 [C]; A:[24, -48, 244]; H: 56.82806396484375
SENSE daab 184 24-04-2019 09:21:31.864 T: 32.8223991394043 [C]; A:[-20, -20, 226]; H: 59.0177001953125
SENSE daac 184 24-04-2019 09:21:31.860 T: 28.76639938354492 [C]; A:[236, 82, 26]; H: 65.7315673828125
SENSE daad 184 24-04-2019 09:21:31.860 T: 30.0143985748291 [C]; A:[-6, 64, 226]; H: 65.69342041015625
SENSE daaa 187 24-04-2019 09:21:32.196 T: 32.447998046875 [C]; A:[24, -42, 242]; H: 56.76702880859375
SENSE daab 185 24-04-2019 09:21:32.197 T: 32.7599983215332 [C]; A:[-18, -16, 230]; H: 59.0177001953125
SENSE daac 185 24-04-2019 09:21:32.194 T: 28.76639938354492 [C]; A:[240, 82, 22]; H: 65.7620849609375
SENSE daad 185 24-04-2019 09:21:32.191 T: 30.0143985748291 [C]; A:[2, 60, 230]; H: 65.72393798828125
SENSE daaa 188 24-04-2019 09:21:32.528 T: 32.447998046875 [C]; A:[26, -48, 248]; H: 56.76702880859375
SENSE daab 186 24-04-2019 09:21:32.528 T: 32.8223991394043 [C]; A:[-20, -22, 236]; H: 59.0177001953125
SENSE daac 186 24-04-2019 09:21:32.527 T: 28.82879829406738 [C]; A:[234, 82, 22]; H: 65.7926025390625
SENSE daad 186 24-04-2019 09:21:32.524 T: 30.0143985748291 [C]; A:[0, 58, 224]; H: 65.72393798828125
SENSE daaa 189 24-04-2019 09:21:32.862 T: 32.447998046875 [C]; A:[20, -40, 244]; H: 56.76702880859375
SENSE daab 187 24-04-2019 09:21:32.861 T: 32.8223991394043 [C]; A:[-18, -24, 234]; H: 59.0177001953125
SENSE daac 187 24-04-2019 09:21:32.859 T: 28.82879829406738 [C]; A:[236, 84, 22]; H: 65.7926025390625
SENSE daad 187 24-04-2019 09:21:32.858 T: 30.0143985748291 [C]; A:[2, 60, 230]; H: 65.746826171875
SENSE daaa 190 24-04-2019 09:21:33.195 T: 32.447998046875 [C]; A:[22, -42, 244]; H: 56.76702880859375
SENSE daab 188 24-04-2019 09:21:33.196 T: 32.8223991394043 [C]; A:[-18, -16, 226]; H: 59.0177001953125
SENSE daac 188 24-04-2019 09:21:33.194 T: 28.76639938354492 [C]; A:[238, 84, 26]; H: 65.8231201171875
SENSE daad 188 24-04-2019 09:21:33.193 T: 30.0143985748291 [C]; A:[4, 56, 226]; H: 65.77734375
SENSE daaa 191 24-04-2019 09:21:33.531 T: 32.5103988647461 [C]; A:[22, -42, 244]; H: 56.73651123046875
SENSE daab 189 24-04-2019 09:21:33.529 T: 32.8223991394043 [C]; A:[-24, -26, 232]; H: 59.0177001953125
SENSE daac 189 24-04-2019 09:21:33.526 T: 28.76639938354492 [C]; A:[238, 80, 24]; H: 65.8231201171875
SENSE daad 189 24-04-2019 09:21:33.526 T: 29.95199966430664 [C]; A:[0, 64, 230]; H: 65.77734375
SENSE daaa 192 24-04-2019 09:21:33.863 T: 32.5103988647461 [C]; A:[24, -42, 248]; H: 56.73651123046875
SENSE daab 190 24-04-2019 09:21:33.863 T: 32.7599983215332 [C]; A:[-20, -26, 230]; H: 59.0177001953125
SENSE daac 190 24-04-2019 09:21:33.859 T: 28.76639938354492 [C]; A:[238, 80, 22]; H: 65.8536376953125
SENSE daad 190 24-04-2019 09:21:33.857 T: 29.95199966430664 [C]; A:[0, 60, 232]; H: 65.77734375
SENSE daaa 193 24-04-2019 09:21:34.193 T: 32.447998046875 [C]; A:[20, -42, 242]; H: 56.73651123046875
SENSE daab 191 24-04-2019 09:21:34.198 T: 32.8223991394043 [C]; A:[-22, -22, 230]; H: 59.0177001953125
SENSE daac 191 24-04-2019 09:21:34.191 T: 28.82879829406738 [C]; A:[238, 80, 28]; H: 65.8536376953125
SENSE daad 191 24-04-2019 09:21:34.191 T: 29.95199966430664 [C]; A:[0, 62, 230]; H: 65.77734375
SENSE daaa 194 24-04-2019 09:21:34.529 T: 32.5103988647461 [C]; A:[20, -42, 242]; H: 56.73651123046875
SENSE daab 192 24-04-2019 09:21:34.530 T: 32.8223991394043 [C]; A:[-20, -24, 228]; H: 59.0177001953125
SENSE daac 192 24-04-2019 09:21:34.528 T: 28.76639938354492 [C]; A:[240, 78, 24]; H: 65.8841552734375
SENSE daad 192 24-04-2019 09:21:34.527 T: 29.95199966430664 [C]; A:[0, 58, 224]; H: 65.807861328125
SENSE daaa 195 24-04-2019 09:21:34.864 T: 32.5103988647461 [C]; A:[18, -42, 246]; H: 56.73651123046875
SENSE daab 193 24-04-2019 09:21:34.862 T: 32.8223991394043 [C]; A:[-20, -18, 230]; H: 59.0177001953125
SENSE daac 193 24-04-2019 09:21:34.860 T: 28.76639938354492 [C]; A:[236, 86, 18]; H: 65.8841552734375
SENSE daad 193 24-04-2019 09:21:34.859 T: 29.95199966430664 [C]; A:[0, 64, 230]; H: 65.83837890625
SENSE daaa 196 24-04-2019 09:21:35.199 T: 32.5103988647461 [C]; A:[24, -46, 246]; H: 56.73651123046875
SENSE daab 194 24-04-2019 09:21:35.201 T: 32.8223991394043 [C]; A:[-22, -20, 230]; H: 59.0177001953125
SENSE daac 194 24-04-2019 09:21:35.199 T: 28.76639938354492 [C]; A:[236, 82, 22]; H: 65.90704345703125
SENSE daad 194 24-04-2019 09:21:35.197 T: 29.95199966430664 [C]; A:[0, 60, 228]; H: 65.83837890625
SENSE daaa 197 24-04-2019 09:21:35.534 T: 32.5103988647461 [C]; A:[20, -44, 244]; H: 56.73651123046875
SENSE daab 195 24-04-2019 09:21:35.534 T: 32.7599983215332 [C]; A:[-20, -22, 226]; H: 59.0177001953125
SENSE daac 195 24-04-2019 09:21:35.533 T: 28.76639938354492 [C]; A:[236, 76, 14]; H: 65.93756103515625
SENSE daad 195 24-04-2019 09:21:35.532 T: 29.95199966430664 [C]; A:[2, 58, 234]; H: 65.868896484375
SENSE daaa 198 24-04-2019 09:21:35.871 T: 32.5103988647461 [C]; A:[26, -48, 246]; H: 56.73651123046875
SENSE daab 196 24-04-2019 09:21:35.872 T: 32.7599983215332 [C]; A:[-22, -20, 232]; H: 59.0177001953125
SENSE daac 196 24-04-2019 09:21:35.871 T: 28.76639938354492 [C]; A:[240, 80, 26]; H: 65.96807861328125
SENSE daad 196 24-04-2019 09:21:35.870 T: 29.95199966430664 [C]; A:[2, 58, 230]; H: 65.868896484375
SENSE daaa 199 24-04-2019 09:21:36.207 T: 32.5103988647461 [C]; A:[24, -46, 244]; H: 56.73651123046875
SENSE daab 197 24-04-2019 09:21:36.207 T: 32.8223991394043 [C]; A:[-20, -24, 218]; H: 59.0177001953125
SENSE daac 197 24-04-2019 09:21:36.204 T: 28.76639938354492 [C]; A:[236, 84, 28]; H: 65.99859619140625
SENSE daad 197 24-04-2019 09:21:36.203 T: 30.0143985748291 [C]; A:[0, 62, 228]; H: 65.868896484375
