SENSE daaa 1 25-04-2019 04:58:41.155 T: 27.9552001953125 [C]; A:[-12, -16, 222]; H: 69.469970703125
SENSE daab 68 25-04-2019 04:59:22.313 T: 27.6431999206543 [C]; A:[10, -42, 248]; H: 70.46942138671875
SENSE daac 38 25-04-2019 04:59:22.162 T: 29.95199966430664 [C]; A:[28, 22, 232]; H: 67.78387451171875
SENSE daab 69 25-04-2019 04:59:22.754 T: 27.70559883117675 [C]; A:[4, -38, 244]; H: 70.46942138671875
SENSE daab 70 25-04-2019 04:59:23.244 T: 27.70559883117675 [C]; A:[6, -42, 246]; H: 70.46942138671875
SENSE daac 39 25-04-2019 04:59:23.092 T: 29.95199966430664 [C]; A:[24, 20, 236]; H: 67.73046875
SENSE daab 71 25-04-2019 04:59:23.679 T: 27.70559883117675 [C]; A:[8, -38, 244]; H: 70.46942138671875
SENSE daab 72 25-04-2019 04:59:24.165 T: 27.6431999206543 [C]; A:[4, -38, 244]; H: 70.46942138671875
SENSE daac 40 25-04-2019 04:59:24.018 T: 30.0143985748291 [C]; A:[22, 26, 234]; H: 67.66943359375
SENSE daaa 94 25-04-2019 04:59:19.900 T: 28.01759910583496 [C]; A:[-10, -14, 232]; H: 69.40130615234375
SENSE daab 73 25-04-2019 04:59:24.610 T: 27.6431999206543 [C]; A:[0, -34, 238]; H: 70.46942138671875
SENSE daaa 95 25-04-2019 04:59:24.995 T: 28.07999992370605 [C]; A:[-12, -8, 226]; H: 69.37078857421875
SENSE daab 74 25-04-2019 04:59:25.132 T: 27.6431999206543 [C]; A:[2, -32, 248]; H: 70.46942138671875
SENSE daac 41 25-04-2019 04:59:24.978 T: 30.0143985748291 [C]; A:[20, 22, 232]; H: 67.61602783203125
SENSE daaa 96 25-04-2019 04:59:25.328 T: 28.01759910583496 [C]; A:[-12, -10, 230]; H: 69.37078857421875
SENSE daab 75 25-04-2019 04:59:25.566 T: 27.6431999206543 [C]; A:[6, -42, 246]; H: 70.46942138671875
SENSE daaa 97 25-04-2019 04:59:25.785 T: 28.01759910583496 [C]; A:[-12, -10, 232]; H: 69.37078857421875
SENSE daab 76 25-04-2019 04:59:26.051 T: 27.6431999206543 [C]; A:[8, -42, 242]; H: 70.4923095703125
SENSE daaa 98 25-04-2019 04:59:26.128 T: 28.01759910583496 [C]; A:[-14, -8, 226]; H: 69.34027099609375
SENSE daac 42 25-04-2019 04:59:25.898 T: 30.0143985748291 [C]; A:[20, 24, 232]; H: 67.5626220703125
SENSE daab 77 25-04-2019 04:59:26.487 T: 27.70559883117675 [C]; A:[12, -42, 250]; H: 70.4923095703125
SENSE daaa 99 25-04-2019 04:59:26.569 T: 28.01759910583496 [C]; A:[-14, -6, 234]; H: 69.34027099609375
SENSE daaa 100 25-04-2019 04:59:26.992 T: 28.01759910583496 [C]; A:[-14, -12, 228]; H: 69.34027099609375
SENSE daab 78 25-04-2019 04:59:26.972 T: 27.6431999206543 [C]; A:[8, -36, 246]; H: 70.4923095703125
SENSE daac 43 25-04-2019 04:59:26.829 T: 30.0143985748291 [C]; A:[28, 16, 238]; H: 67.5015869140625
SENSE daaa 101 25-04-2019 04:59:27.344 T: 28.01759910583496 [C]; A:[-18, -6, 226]; H: 69.34027099609375
SENSE daab 79 25-04-2019 04:59:27.424 T: 27.70559883117675 [C]; A:[6, -38, 244]; H: 70.4923095703125
SENSE daaa 102 25-04-2019 04:59:27.707 T: 28.07999992370605 [C]; A:[-14, -4, 234]; H: 69.34027099609375
SENSE daab 80 25-04-2019 04:59:27.923 T: 27.6431999206543 [C]; A:[6, -42, 248]; H: 70.4923095703125
SENSE daaa 103 25-04-2019 04:59:28.065 T: 28.07999992370605 [C]; A:[-8, -8, 228]; H: 69.34027099609375
SENSE daac 44 25-04-2019 04:59:27.775 T: 30.0143985748291 [C]; A:[28, 22, 230]; H: 67.44818115234375
SENSE daaa 104 25-04-2019 04:59:28.427 T: 28.01759910583496 [C]; A:[-18, -6, 228]; H: 69.34027099609375
SENSE daab 81 25-04-2019 04:59:28.368 T: 27.6431999206543 [C]; A:[6, -40, 248]; H: 70.4923095703125
SENSE daaa 105 25-04-2019 04:59:28.770 T: 28.01759910583496 [C]; A:[-18, -8, 232]; H: 69.34027099609375
SENSE daab 82 25-04-2019 04:59:28.864 T: 27.70559883117675 [C]; A:[4, -38, 244]; H: 70.4923095703125
SENSE daac 45 25-04-2019 04:59:28.714 T: 30.0143985748291 [C]; A:[26, 22, 238]; H: 67.333740234375
SENSE daaa 106 25-04-2019 04:59:29.122 T: 28.07999992370605 [C]; A:[-10, -12, 228]; H: 69.34027099609375
SENSE daab 83 25-04-2019 04:59:29.315 T: 27.6431999206543 [C]; A:[4, -36, 246]; H: 70.4923095703125
SENSE daaa 107 25-04-2019 04:59:29.525 T: 28.07999992370605 [C]; A:[-20, -6, 234]; H: 69.34027099609375
SENSE daab 84 25-04-2019 04:59:29.814 T: 27.6431999206543 [C]; A:[8, -42, 242]; H: 70.4923095703125
SENSE daaa 108 25-04-2019 04:59:29.877 T: 28.07999992370605 [C]; A:[-16, -6, 230]; H: 69.34027099609375
SENSE daac 46 25-04-2019 04:59:29.665 T: 30.0767993927002 [C]; A:[24, 22, 232]; H: 67.30322265625
SENSE daab 85 25-04-2019 04:59:30.249 T: 27.70559883117675 [C]; A:[6, -40, 250]; H: 70.4923095703125
SENSE daaa 109 25-04-2019 04:59:30.325 T: 28.01759910583496 [C]; A:[-20, -8, 226]; H: 69.34027099609375
SENSE daaa 110 25-04-2019 04:59:30.756 T: 28.01759910583496 [C]; A:[-12, -6, 232]; H: 69.34027099609375
SENSE daab 86 25-04-2019 04:59:30.735 T: 27.6431999206543 [C]; A:[8, -36, 244]; H: 70.4923095703125
SENSE daac 47 25-04-2019 04:59:30.585 T: 30.0143985748291 [C]; A:[26, 16, 230]; H: 67.24981689453125
SENSE daaa 111 25-04-2019 04:59:31.089 T: 28.07999992370605 [C]; A:[-12, -10, 234]; H: 69.34027099609375
SENSE daab 87 25-04-2019 04:59:31.172 T: 27.6431999206543 [C]; A:[4, -40, 246]; H: 70.4923095703125
SENSE daaa 112 25-04-2019 04:59:31.461 T: 28.07999992370605 [C]; A:[-10, -8, 224]; H: 69.3021240234375
SENSE daab 88 25-04-2019 04:59:31.676 T: 27.6431999206543 [C]; A:[8, -38, 244]; H: 70.46942138671875
SENSE daaa 113 25-04-2019 04:59:31.804 T: 28.01759910583496 [C]; A:[-14, -6, 228]; H: 69.3021240234375
SENSE daac 48 25-04-2019 04:59:31.526 T: 30.0767993927002 [C]; A:[28, 18, 236]; H: 67.2269287109375
SENSE daaa 114 25-04-2019 04:59:32.177 T: 28.01759910583496 [C]; A:[-14, -12, 226]; H: 69.3021240234375
SENSE daab 89 25-04-2019 04:59:32.121 T: 27.70559883117675 [C]; A:[4, -36, 246]; H: 70.46942138671875
SENSE daaa 115 25-04-2019 04:59:32.529 T: 28.01759910583496 [C]; A:[-18, -10, 226]; H: 69.3021240234375
SENSE daab 90 25-04-2019 04:59:32.565 T: 27.70559883117675 [C]; A:[6, -38, 240]; H: 70.46942138671875
SENSE daaa 116 25-04-2019 04:59:32.888 T: 28.07999992370605 [C]; A:[-18, -8, 230]; H: 69.3021240234375
SENSE daab 91 25-04-2019 04:59:33.074 T: 27.70559883117675 [C]; A:[4, -36, 250]; H: 70.46942138671875
SENSE daaa 117 25-04-2019 04:59:33.220 T: 28.07999992370605 [C]; A:[-16, -8, 226]; H: 69.3021240234375
SENSE daad 26 25-04-2019 04:59:33.005 T: 27.70559883117675 [C]; A:[152, -10, 178]; H: 73.5440673828125
SENSE daaa 118 25-04-2019 04:59:33.592 T: 28.01759910583496 [C]; A:[-16, -8, 232]; H: 69.2716064453125
SENSE daab 92 25-04-2019 04:59:33.510 T: 27.6431999206543 [C]; A:[2, -38, 246]; H: 70.4923095703125
SENSE daaa 119 25-04-2019 04:59:33.925 T: 28.01759910583496 [C]; A:[-10, -8, 228]; H: 69.2716064453125
SENSE daab 93 25-04-2019 04:59:34.012 T: 27.70559883117675 [C]; A:[4, -42, 246]; H: 70.4923095703125
SENSE daad 27 25-04-2019 04:59:33.933 T: 27.6431999206543 [C]; A:[152, -6, 176]; H: 73.5745849609375
SENSE daaa 120 25-04-2019 04:59:34.267 T: 28.07999992370605 [C]; A:[-10, -6, 226]; H: 69.2716064453125
SENSE daab 94 25-04-2019 04:59:34.451 T: 27.70559883117675 [C]; A:[0, -38, 246]; H: 70.4923095703125
SENSE daaa 121 25-04-2019 04:59:34.670 T: 28.07999992370605 [C]; A:[-14, -10, 226]; H: 69.2716064453125
SENSE daab 95 25-04-2019 04:59:34.936 T: 27.70559883117675 [C]; A:[8, -30, 246]; H: 70.4923095703125
SENSE daaa 122 25-04-2019 04:59:35.038 T: 28.01759910583496 [C]; A:[-14, -12, 224]; H: 69.2716064453125
SENSE daad 28 25-04-2019 04:59:34.878 T: 27.70559883117675 [C]; A:[154, -6, 166]; H: 73.64324951171875
SENSE daab 96 25-04-2019 04:59:35.371 T: 27.6431999206543 [C]; A:[4, -40, 246]; H: 70.4923095703125
SENSE daaa 123 25-04-2019 04:59:35.449 T: 28.01759910583496 [C]; A:[-14, -12, 228]; H: 69.2716064453125
SENSE daaa 124 25-04-2019 04:59:35.886 T: 28.07999992370605 [C]; A:[-16, -4, 236]; H: 69.2410888671875
SENSE daab 97 25-04-2019 04:59:35.857 T: 27.6431999206543 [C]; A:[4, -38, 246]; H: 70.4923095703125
SENSE daad 29 25-04-2019 04:59:35.780 T: 27.70559883117675 [C]; A:[156, -6, 172]; H: 73.67376708984375
SENSE daaa 125 25-04-2019 04:59:36.219 T: 28.01759910583496 [C]; A:[-14, -8, 230]; H: 69.2410888671875
SENSE daab 98 25-04-2019 04:59:36.319 T: 27.6431999206543 [C]; A:[2, -36, 248]; H: 70.4923095703125
SENSE daaa 126 25-04-2019 04:59:36.601 T: 28.01759910583496 [C]; A:[-14, -12, 234]; H: 69.2410888671875
SENSE daad 30 25-04-2019 04:59:36.757 T: 27.76799964904785 [C]; A:[154, -4, 172]; H: 73.70428466796875
SENSE daaa 127 25-04-2019 04:59:36.954 T: 28.01759910583496 [C]; A:[-12, -8, 232]; H: 69.2410888671875
SENSE daac 49 25-04-2019 04:59:36.939 T: 30.13919830322265 [C]; A:[28, 20, 232]; H: 67.1964111328125
SENSE daaa 128 25-04-2019 04:59:37.397 T: 28.01759910583496 [C]; A:[-16, -10, 230]; H: 69.2410888671875
SENSE daac 50 25-04-2019 04:59:37.462 T: 30.13919830322265 [C]; A:[26, 24, 230]; H: 67.14300537109375
SENSE daac 51 25-04-2019 04:59:37.815 T: 30.13919830322265 [C]; A:[28, 18, 232]; H: 67.11248779296875
SENSE daac 52 25-04-2019 04:59:38.168 T: 30.13919830322265 [C]; A:[26, 22, 236]; H: 67.05908203125
SENSE daac 53 25-04-2019 04:59:38.511 T: 30.0767993927002 [C]; A:[24, 20, 232]; H: 66.998046875
SENSE daac 54 25-04-2019 04:59:38.870 T: 30.13919830322265 [C]; A:[30, 20, 234]; H: 66.97515869140625
SENSE daac 55 25-04-2019 04:59:39.213 T: 30.0767993927002 [C]; A:[22, 20, 236]; H: 66.94464111328125
SENSE daac 56 25-04-2019 04:59:39.582 T: 30.13919830322265 [C]; A:[24, 18, 228]; H: 66.91412353515625
SENSE daac 57 25-04-2019 04:59:39.924 T: 30.13919830322265 [C]; A:[24, 20, 242]; H: 66.8912353515625
SENSE daac 58 25-04-2019 04:59:40.268 T: 30.13919830322265 [C]; A:[26, 20, 232]; H: 66.8912353515625
SENSE daac 59 25-04-2019 04:59:40.611 T: 30.13919830322265 [C]; A:[22, 24, 230]; H: 66.8912353515625
SENSE daac 60 25-04-2019 04:59:40.964 T: 30.13919830322265 [C]; A:[22, 20, 230]; H: 66.8912353515625
SENSE daab 99 25-04-2019 04:59:41.447 T: 27.6431999206543 [C]; A:[8, -40, 244]; H: 70.46942138671875
SENSE daac 61 25-04-2019 04:59:41.308 T: 30.13919830322265 [C]; A:[30, 18, 226]; H: 66.91412353515625
SENSE daab 100 25-04-2019 04:59:41.882 T: 27.70559883117675 [C]; A:[8, -40, 246]; H: 70.46942138671875
SENSE daaa 129 25-04-2019 04:59:42.426 T: 28.07999992370605 [C]; A:[-16, -6, 226]; H: 69.2410888671875
SENSE daab 101 25-04-2019 04:59:42.388 T: 27.6431999206543 [C]; A:[4, -36, 246]; H: 70.46942138671875
SENSE daad 31 25-04-2019 04:59:37.283 T: 27.70559883117675 [C]; A:[152, -8, 170]; H: 73.70428466796875
SENSE daac 62 25-04-2019 04:59:42.233 T: 30.13919830322265 [C]; A:[22, 22, 230]; H: 66.8912353515625
SENSE daaa 130 25-04-2019 04:59:42.760 T: 28.07999992370605 [C]; A:[-12, -8, 228]; H: 69.2410888671875
SENSE daab 102 25-04-2019 04:59:42.917 T: 27.6431999206543 [C]; A:[4, -42, 244]; H: 70.46942138671875
SENSE daaa 131 25-04-2019 04:59:43.212 T: 28.01759910583496 [C]; A:[-12, -8, 232]; H: 69.2716064453125
SENSE daab 103 25-04-2019 04:59:43.423 T: 27.6431999206543 [C]; A:[8, -44, 242]; H: 70.46942138671875
SENSE daaa 132 25-04-2019 04:59:43.550 T: 28.01759910583496 [C]; A:[-18, -10, 234]; H: 69.2716064453125
SENSE daad 32 25-04-2019 04:59:43.355 T: 27.70559883117675 [C]; A:[156, -8, 178]; H: 73.44488525390625
SENSE daab 104 25-04-2019 04:59:43.868 T: 27.70559883117675 [C]; A:[4, -36, 248]; H: 70.46942138671875
SENSE daaa 133 25-04-2019 04:59:43.942 T: 28.07999992370605 [C]; A:[-14, -10, 230]; H: 69.2716064453125
SENSE daaa 134 25-04-2019 04:59:44.384 T: 28.01759910583496 [C]; A:[-8, -6, 228]; H: 69.2716064453125
SENSE daab 105 25-04-2019 04:59:44.369 T: 27.6431999206543 [C]; A:[6, -36, 246]; H: 70.46942138671875
SENSE daad 33 25-04-2019 04:59:44.293 T: 27.70559883117675 [C]; A:[156, -4, 176]; H: 73.41436767578125
SENSE daaa 135 25-04-2019 04:59:44.742 T: 28.01759910583496 [C]; A:[-10, -8, 226]; H: 69.2716064453125
SENSE daab 106 25-04-2019 04:59:44.805 T: 27.6431999206543 [C]; A:[6, -42, 248]; H: 70.46942138671875
SENSE daaa 136 25-04-2019 04:59:45.124 T: 28.07999992370605 [C]; A:[-14, 0, 236]; H: 69.2716064453125
SENSE daab 107 25-04-2019 04:59:45.324 T: 27.70559883117675 [C]; A:[4, -36, 246]; H: 70.46942138671875
SENSE daaa 137 25-04-2019 04:59:45.457 T: 28.07999992370605 [C]; A:[-12, -8, 226]; H: 69.3021240234375
SENSE daad 34 25-04-2019 04:59:45.252 T: 27.70559883117675 [C]; A:[150, -8, 176]; H: 73.345703125
SENSE daab 108 25-04-2019 04:59:45.760 T: 27.6431999206543 [C]; A:[8, -34, 244]; H: 70.46942138671875
SENSE daaa 138 25-04-2019 04:59:45.829 T: 28.01759910583496 [C]; A:[-16, -10, 230]; H: 69.3021240234375
SENSE daaa 139 25-04-2019 04:59:46.271 T: 28.07999992370605 [C]; A:[-10, -6, 232]; H: 69.3021240234375
SENSE daab 109 25-04-2019 04:59:46.245 T: 27.70559883117675 [C]; A:[6, -40, 248]; H: 70.46942138671875
SENSE daad 35 25-04-2019 04:59:46.170 T: 27.70559883117675 [C]; A:[150, -4, 174]; H: 73.315185546875
SENSE daaa 140 25-04-2019 04:59:46.604 T: 28.01759910583496 [C]; A:[-14, -12, 226]; H: 69.3021240234375
SENSE daab 110 25-04-2019 04:59:46.687 T: 27.70559883117675 [C]; A:[6, -36, 240]; H: 70.46942138671875
SENSE daaa 141 25-04-2019 04:59:46.972 T: 28.07999992370605 [C]; A:[-10, -8, 226]; H: 69.3021240234375
SENSE daab 111 25-04-2019 04:59:47.211 T: 27.6431999206543 [C]; A:[4, -36, 246]; H: 70.46942138671875
SENSE daaa 142 25-04-2019 04:59:47.314 T: 28.07999992370605 [C]; A:[-14, -10, 234]; H: 69.34027099609375
SENSE daab 112 25-04-2019 04:59:47.646 T: 27.6431999206543 [C]; A:[6, -42, 252]; H: 70.46942138671875
SENSE daaa 143 25-04-2019 04:59:47.726 T: 28.01759910583496 [C]; A:[-12, -8, 234]; H: 69.34027099609375
SENSE daaa 144 25-04-2019 04:59:48.149 T: 28.07999992370605 [C]; A:[-16, -8, 226]; H: 69.34027099609375
SENSE daab 113 25-04-2019 04:59:48.131 T: 27.6431999206543 [C]; A:[4, -40, 250]; H: 70.46942138671875
SENSE daac 63 25-04-2019 04:59:47.984 T: 30.13919830322265 [C]; A:[22, 20, 232]; H: 67.394775390625
SENSE daaa 145 25-04-2019 04:59:48.501 T: 28.01759910583496 [C]; A:[-16, -8, 230]; H: 69.34027099609375
SENSE daab 114 25-04-2019 04:59:48.568 T: 27.6431999206543 [C]; A:[4, -38, 246]; H: 70.46942138671875
SENSE daaa 146 25-04-2019 04:59:48.854 T: 28.01759910583496 [C]; A:[-12, -12, 228]; H: 69.34027099609375
SENSE daab 115 25-04-2019 04:59:49.082 T: 27.70559883117675 [C]; A:[4, -36, 248]; H: 70.46942138671875
SENSE daaa 147 25-04-2019 04:59:49.202 T: 28.01759910583496 [C]; A:[-12, -8, 232]; H: 69.34027099609375
SENSE daac 64 25-04-2019 04:59:48.934 T: 30.13919830322265 [C]; A:[28, 18, 232]; H: 67.3642578125
SENSE daab 116 25-04-2019 04:59:49.523 T: 27.6431999206543 [C]; A:[4, -34, 242]; H: 70.46942138671875
SENSE daaa 148 25-04-2019 04:59:49.604 T: 28.07999992370605 [C]; A:[-18, -12, 236]; H: 69.34027099609375
SENSE daaa 149 25-04-2019 04:59:50.036 T: 28.07999992370605 [C]; A:[-14, -8, 220]; H: 69.34027099609375
SENSE daab 117 25-04-2019 04:59:50.008 T: 27.6431999206543 [C]; A:[6, -40, 242]; H: 70.46942138671875
SENSE daac 65 25-04-2019 04:59:49.864 T: 30.13919830322265 [C]; A:[26, 24, 236]; H: 67.34136962890625
SENSE daaa 150 25-04-2019 04:59:50.379 T: 28.07999992370605 [C]; A:[-10, -8, 226]; H: 69.34027099609375
SENSE daab 118 25-04-2019 04:59:50.445 T: 27.70559883117675 [C]; A:[2, -36, 242]; H: 70.46942138671875
SENSE daaa 151 25-04-2019 04:59:50.751 T: 28.07999992370605 [C]; A:[-16, -4, 224]; H: 69.34027099609375
SENSE daab 119 25-04-2019 04:59:50.954 T: 27.70559883117675 [C]; A:[8, -38, 244]; H: 70.46942138671875
SENSE daaa 152 25-04-2019 04:59:51.094 T: 28.01759910583496 [C]; A:[-16, -10, 226]; H: 69.34027099609375
SENSE daac 66 25-04-2019 04:59:50.805 T: 30.13919830322265 [C]; A:[26, 22, 232]; H: 67.2269287109375
SENSE daab 120 25-04-2019 04:59:51.415 T: 27.70559883117675 [C]; A:[4, -38, 242]; H: 70.43890380859375
SENSE daaa 153 25-04-2019 04:59:51.486 T: 28.07999992370605 [C]; A:[-12, -10, 230]; H: 69.37078857421875
SENSE daaa 154 25-04-2019 04:59:51.929 T: 28.07999992370605 [C]; A:[-10, -14, 230]; H: 69.37078857421875
SENSE daab 121 25-04-2019 04:59:51.914 T: 27.6431999206543 [C]; A:[10, -42, 246]; H: 70.43890380859375
SENSE daac 67 25-04-2019 04:59:51.765 T: 30.13919830322265 [C]; A:[26, 18, 228]; H: 67.11248779296875
SENSE daad 36 25-04-2019 04:59:47.138 T: 27.76799964904785 [C]; A:[148, -4, 180]; H: 73.28466796875
SENSE daaa 155 25-04-2019 04:59:52.271 T: 28.01759910583496 [C]; A:[-16, -8, 234]; H: 69.37078857421875
SENSE daab 122 25-04-2019 04:59:52.445 T: 27.6431999206543 [C]; A:[6, -38, 248]; H: 70.43890380859375
SENSE daaa 156 25-04-2019 04:59:52.733 T: 28.01759910583496 [C]; A:[-14, -10, 226]; H: 69.37078857421875
SENSE daab 123 25-04-2019 04:59:52.935 T: 27.6431999206543 [C]; A:[4, -32, 248]; H: 70.43890380859375
SENSE daaa 157 25-04-2019 04:59:53.085 T: 28.07999992370605 [C]; A:[-12, 0, 226]; H: 69.37078857421875
SENSE daac 68 25-04-2019 04:59:52.780 T: 30.20159912109375 [C]; A:[24, 24, 226]; H: 66.97515869140625
SENSE daaa 158 25-04-2019 04:59:53.468 T: 28.07999992370605 [C]; A:[-14, -8, 236]; H: 69.37078857421875
SENSE daab 124 25-04-2019 04:59:53.396 T: 27.70559883117675 [C]; A:[6, -38, 248]; H: 70.43890380859375
SENSE daaa 159 25-04-2019 04:59:53.820 T: 28.07999992370605 [C]; A:[-12, -6, 228]; H: 69.37078857421875
SENSE daab 125 25-04-2019 04:59:53.925 T: 27.70559883117675 [C]; A:[8, -40, 242]; H: 70.43890380859375
SENSE daac 69 25-04-2019 04:59:53.770 T: 30.13919830322265 [C]; A:[26, 18, 228]; H: 66.8607177734375
SENSE daaa 160 25-04-2019 04:59:54.179 T: 28.07999992370605 [C]; A:[-16, -8, 228]; H: 69.37078857421875
SENSE daab 126 25-04-2019 04:59:54.361 T: 27.70559883117675 [C]; A:[4, -42, 246]; H: 70.43890380859375
SENSE daaa 161 25-04-2019 04:59:54.580 T: 28.07999992370605 [C]; A:[-14, -8, 230]; H: 69.37078857421875
SENSE daab 127 25-04-2019 04:59:54.846 T: 27.70559883117675 [C]; A:[6, -44, 250]; H: 70.43890380859375
SENSE daaa 162 25-04-2019 04:59:54.923 T: 28.07999992370605 [C]; A:[-14, -4, 228]; H: 69.37078857421875
SENSE daac 70 25-04-2019 04:59:54.695 T: 30.13919830322265 [C]; A:[28, 20, 236]; H: 66.7996826171875
SENSE daaa 163 25-04-2019 04:59:55.355 T: 28.01759910583496 [C]; A:[-14, -12, 226]; H: 69.37078857421875
SENSE daab 128 25-04-2019 04:59:55.282 T: 27.70559883117675 [C]; A:[6, -40, 244]; H: 70.43890380859375
SENSE daaa 164 25-04-2019 04:59:55.698 T: 28.01759910583496 [C]; A:[-10, -8, 228]; H: 69.37078857421875
SENSE daab 129 25-04-2019 04:59:55.793 T: 27.6431999206543 [C]; A:[8, -38, 246]; H: 70.43890380859375
SENSE daac 71 25-04-2019 04:59:55.645 T: 30.13919830322265 [C]; A:[22, 22, 230]; H: 66.7691650390625
SENSE daaa 165 25-04-2019 04:59:56.050 T: 28.07999992370605 [C]; A:[-12, -10, 230]; H: 69.37078857421875
SENSE daab 130 25-04-2019 04:59:56.228 T: 27.70559883117675 [C]; A:[6, -40, 246]; H: 70.385498046875
SENSE daaa 166 25-04-2019 04:59:56.448 T: 28.07999992370605 [C]; A:[-18, -6, 234]; H: 69.40130615234375
SENSE daab 131 25-04-2019 04:59:56.713 T: 27.70559883117675 [C]; A:[4, -34, 246]; H: 70.385498046875
SENSE daaa 167 25-04-2019 04:59:56.800 T: 28.01759910583496 [C]; A:[-12, -8, 232]; H: 69.37078857421875
SENSE daac 72 25-04-2019 04:59:56.566 T: 30.20159912109375 [C]; A:[26, 24, 238]; H: 66.7386474609375
SENSE daab 132 25-04-2019 04:59:57.158 T: 27.70559883117675 [C]; A:[8, -36, 242]; H: 70.385498046875
SENSE daaa 168 25-04-2019 04:59:57.222 T: 28.07999992370605 [C]; A:[-10, -8, 228]; H: 69.37078857421875
SENSE daaa 169 25-04-2019 04:59:57.664 T: 28.01759910583496 [C]; A:[-14, -8, 230]; H: 69.37078857421875
SENSE daab 133 25-04-2019 04:59:57.618 T: 27.70559883117675 [C]; A:[8, -40, 246]; H: 70.385498046875
SENSE daaa 170 25-04-2019 04:59:57.997 T: 28.01759910583496 [C]; A:[-14, -8, 230]; H: 69.37078857421875
SENSE daab 134 25-04-2019 04:59:58.136 T: 27.70559883117675 [C]; A:[2, -38, 240]; H: 70.385498046875
SENSE daaa 171 25-04-2019 04:59:58.340 T: 28.07999992370605 [C]; A:[-16, -12, 226]; H: 69.37078857421875
SENSE daad 37 25-04-2019 04:59:58.065 T: 27.76799964904785 [C]; A:[152, -10, 180]; H: 73.00238037109375
SENSE daab 135 25-04-2019 04:59:58.582 T: 27.76799964904785 [C]; A:[4, -36, 244]; H: 70.385498046875
SENSE daaa 172 25-04-2019 04:59:58.692 T: 28.07999992370605 [C]; A:[-10, -8, 230]; H: 69.37078857421875
SENSE daaa 173 25-04-2019 04:59:59.090 T: 28.07999992370605 [C]; A:[-14, -6, 230]; H: 69.37078857421875
SENSE daab 136 25-04-2019 04:59:59.062 T: 27.70559883117675 [C]; A:[6, -36, 242]; H: 70.385498046875
SENSE daad 38 25-04-2019 04:59:58.989 T: 27.83039855957031 [C]; A:[152, -8, 186]; H: 73.00238037109375
SENSE daaa 174 25-04-2019 04:59:59.432 T: 28.07999992370605 [C]; A:[-10, -8, 226]; H: 69.37078857421875
SENSE daab 137 25-04-2019 04:59:59.499 T: 27.70559883117675 [C]; A:[8, -40, 244]; H: 70.385498046875
SENSE daaa 175 25-04-2019 04:59:59.785 T: 28.07999992370605 [C]; A:[-14, -10, 228]; H: 69.37078857421875
SENSE daab 138 25-04-2019 05:00:00.003 T: 27.70559883117675 [C]; A:[10, -40, 244]; H: 70.385498046875
SENSE daaa 176 25-04-2019 05:00:00.137 T: 28.07999992370605 [C]; A:[-14, -14, 220]; H: 69.34027099609375
SENSE daad 39 25-04-2019 04:59:59.933 T: 27.76799964904785 [C]; A:[156, -8, 180]; H: 72.97186279296875
SENSE daab 139 25-04-2019 05:00:00.444 T: 27.70559883117675 [C]; A:[2, -36, 242]; H: 70.385498046875
SENSE daaa 177 25-04-2019 05:00:00.520 T: 28.07999992370605 [C]; A:[-14, -6, 228]; H: 69.34027099609375
SENSE daaa 178 25-04-2019 05:00:00.952 T: 28.07999992370605 [C]; A:[-16, -6, 220]; H: 69.34027099609375
SENSE daab 140 25-04-2019 05:00:00.929 T: 27.70559883117675 [C]; A:[6, -36, 248]; H: 70.385498046875
SENSE daad 40 25-04-2019 05:00:00.855 T: 27.76799964904785 [C]; A:[152, 0, 178]; H: 72.94134521484375
SENSE daaa 179 25-04-2019 05:00:01.320 T: 28.01759910583496 [C]; A:[-16, -4, 230]; H: 69.34027099609375
SENSE daab 141 25-04-2019 05:00:01.366 T: 27.70559883117675 [C]; A:[8, -40, 242]; H: 70.385498046875
SENSE daaa 180 25-04-2019 05:00:01.692 T: 28.07999992370605 [C]; A:[-20, -8, 224]; H: 69.34027099609375
SENSE daab 142 25-04-2019 05:00:01.890 T: 27.70559883117675 [C]; A:[8, -40, 244]; H: 70.385498046875
SENSE daaa 181 25-04-2019 05:00:02.044 T: 28.01759910583496 [C]; A:[-16, -6, 230]; H: 69.34027099609375
SENSE daad 41 25-04-2019 05:00:01.819 T: 27.76799964904785 [C]; A:[154, -10, 176]; H: 72.9031982421875
SENSE daaa 182 25-04-2019 05:00:02.417 T: 28.07999992370605 [C]; A:[-14, -6, 230]; H: 69.34027099609375
SENSE daab 143 25-04-2019 05:00:02.351 T: 27.70559883117675 [C]; A:[6, -40, 250]; H: 70.385498046875
SENSE daaa 183 25-04-2019 05:00:02.769 T: 28.07999992370605 [C]; A:[-16, -10, 228]; H: 69.34027099609375
SENSE daab 144 25-04-2019 05:00:02.870 T: 27.70559883117675 [C]; A:[10, -40, 248]; H: 70.35498046875
SENSE daad 42 25-04-2019 05:00:02.792 T: 27.76799964904785 [C]; A:[152, -8, 176]; H: 72.8726806640625
SENSE daaa 184 25-04-2019 05:00:03.112 T: 28.07999992370605 [C]; A:[-14, -6, 230]; H: 69.34027099609375
SENSE daab 145 25-04-2019 05:00:03.306 T: 27.76799964904785 [C]; A:[4, -42, 240]; H: 70.35498046875
SENSE daaa 185 25-04-2019 05:00:03.520 T: 28.07999992370605 [C]; A:[-14, -8, 230]; H: 69.34027099609375
