SENSE daaa 1 25-04-2019 04:24:54.364 T: 27.3311996459961 [C]; A:[-4, -6, 232]; H: 71.5909423828125
SENSE daaa 289 25-04-2019 04:26:50.900 T: 27.6431999206543 [C]; A:[-14, -8, 232]; H: 70.59912109375
SENSE daac 79 25-04-2019 04:26:50.785 T: 30.7007999420166 [C]; A:[-8, 52, 234]; H: 65.502685546875
SENSE daaa 290 25-04-2019 04:26:51.233 T: 27.70559883117675 [C]; A:[-12, -8, 230]; H: 70.6448974609375
SENSE daac 80 25-04-2019 04:26:51.299 T: 30.6383991241455 [C]; A:[-8, 52, 228]; H: 65.502685546875
SENSE daaa 291 25-04-2019 04:26:51.575 T: 27.70559883117675 [C]; A:[-16, -6, 228]; H: 70.6448974609375
SENSE daac 81 25-04-2019 04:26:51.806 T: 30.6383991241455 [C]; A:[-10, 54, 230]; H: 65.47216796875
SENSE daaa 292 25-04-2019 04:26:51.963 T: 27.6431999206543 [C]; A:[-14, -8, 228]; H: 70.60675048828125
SENSE daaa 293 25-04-2019 04:26:52.404 T: 27.70559883117675 [C]; A:[-16, -10, 228]; H: 70.60675048828125
SENSE daac 82 25-04-2019 04:26:52.289 T: 30.7007999420166 [C]; A:[-10, 48, 226]; H: 65.441650390625
SENSE daaa 294 25-04-2019 04:26:52.757 T: 27.70559883117675 [C]; A:[-12, -8, 226]; H: 70.60675048828125
SENSE daac 83 25-04-2019 04:26:52.802 T: 30.7007999420166 [C]; A:[-12, 52, 232]; H: 65.4111328125
SENSE daaa 295 25-04-2019 04:26:53.100 T: 27.70559883117675 [C]; A:[-18, -4, 236]; H: 70.57623291015625
SENSE daab 202 25-04-2019 04:26:53.169 T: 27.51840019226074 [C]; A:[8, -40, 244]; H: 71.04925537109375
SENSE daaa 296 25-04-2019 04:26:53.452 T: 27.70559883117675 [C]; A:[-16, -6, 230]; H: 70.5380859375
SENSE daab 203 25-04-2019 04:26:53.617 T: 27.51840019226074 [C]; A:[6, -40, 248]; H: 71.04925537109375
SENSE daaa 297 25-04-2019 04:26:53.785 T: 27.70559883117675 [C]; A:[-14, -8, 232]; H: 70.49993896484375
SENSE daaa 298 25-04-2019 04:26:54.128 T: 27.6431999206543 [C]; A:[-14, -14, 230]; H: 70.49993896484375
SENSE daab 204 25-04-2019 04:26:54.097 T: 27.51840019226074 [C]; A:[4, -36, 240]; H: 71.04925537109375
SENSE daac 84 25-04-2019 04:26:53.961 T: 30.7007999420166 [C]; A:[-10, 56, 234]; H: 65.35009765625
SENSE daaa 299 25-04-2019 04:26:54.496 T: 27.70559883117675 [C]; A:[-14, -8, 224]; H: 70.49993896484375
SENSE daab 205 25-04-2019 04:26:54.529 T: 27.51840019226074 [C]; A:[6, -38, 242]; H: 71.01873779296875
SENSE daad 86 25-04-2019 04:26:44.466 T: 28.82879829406738 [C]; A:[-24, -10, 220]; H: 70.6448974609375
SENSE daaa 300 25-04-2019 04:26:54.868 T: 27.70559883117675 [C]; A:[-12, -8, 260]; H: 70.54571533203125
SENSE daab 206 25-04-2019 04:26:54.996 T: 27.51840019226074 [C]; A:[8, -40, 246]; H: 70.95770263671875
SENSE daaa 301 25-04-2019 04:26:55.250 T: 27.70559883117675 [C]; A:[-14, -8, 232]; H: 70.54571533203125
SENSE daab 207 25-04-2019 04:26:55.520 T: 27.5807991027832 [C]; A:[6, -40, 244]; H: 70.95770263671875
SENSE daaa 302 25-04-2019 04:26:55.593 T: 27.6431999206543 [C]; A:[-16, -10, 236]; H: 70.54571533203125
SENSE daad 87 25-04-2019 04:26:55.448 T: 28.82879829406738 [C]; A:[-24, -12, 218]; H: 70.0650634765625
SENSE daab 208 25-04-2019 04:26:55.956 T: 27.5807991027832 [C]; A:[6, -38, 246]; H: 70.934814453125
SENSE daaa 303 25-04-2019 04:26:56.025 T: 27.6431999206543 [C]; A:[-12, -10, 232]; H: 70.54571533203125
SENSE daaa 304 25-04-2019 04:26:56.457 T: 27.6431999206543 [C]; A:[-14, -10, 224]; H: 70.47705078125
SENSE daab 209 25-04-2019 04:26:56.441 T: 27.51840019226074 [C]; A:[4, -40, 246]; H: 70.934814453125
SENSE daad 88 25-04-2019 04:26:56.371 T: 28.82879829406738 [C]; A:[-28, -8, 222]; H: 70.0345458984375
SENSE daaa 305 25-04-2019 04:26:56.825 T: 27.70559883117675 [C]; A:[-12, -16, 226]; H: 70.47705078125
SENSE daab 210 25-04-2019 04:26:56.873 T: 27.51840019226074 [C]; A:[4, -38, 242]; H: 70.934814453125
SENSE daaa 306 25-04-2019 04:26:57.182 T: 27.70559883117675 [C]; A:[-16, -6, 232]; H: 70.47705078125
SENSE daab 211 25-04-2019 04:26:57.387 T: 27.51840019226074 [C]; A:[6, -40, 242]; H: 70.934814453125
SENSE daaa 307 25-04-2019 04:26:57.524 T: 27.70559883117675 [C]; A:[-14, -8, 234]; H: 70.47705078125
SENSE daad 89 25-04-2019 04:26:57.319 T: 28.82879829406738 [C]; A:[-22, -8, 218]; H: 70.0040283203125
SENSE daab 212 25-04-2019 04:26:57.847 T: 27.5807991027832 [C]; A:[4, -38, 252]; H: 70.904296875
SENSE daaa 308 25-04-2019 04:26:57.917 T: 27.6431999206543 [C]; A:[-16, -12, 232]; H: 70.47705078125
SENSE daaa 309 25-04-2019 04:26:58.339 T: 27.6431999206543 [C]; A:[-16, -6, 232]; H: 70.47705078125
SENSE daab 213 25-04-2019 04:26:58.352 T: 27.5807991027832 [C]; A:[8, -36, 240]; H: 70.904296875
SENSE daad 90 25-04-2019 04:26:58.277 T: 28.89119911193847 [C]; A:[-24, -8, 216]; H: 70.0040283203125
SENSE daaa 310 25-04-2019 04:26:58.681 T: 27.70559883117675 [C]; A:[-12, -4, 232]; H: 70.54571533203125
SENSE daab 214 25-04-2019 04:26:58.788 T: 27.5807991027832 [C]; A:[4, -40, 248]; H: 70.904296875
SENSE daaa 311 25-04-2019 04:26:59.030 T: 27.6431999206543 [C]; A:[-14, -10, 230]; H: 70.54571533203125
SENSE daab 215 25-04-2019 04:26:59.289 T: 27.51840019226074 [C]; A:[6, -40, 246]; H: 70.88140869140625
SENSE daaa 312 25-04-2019 04:26:59.372 T: 27.70559883117675 [C]; A:[-10, -8, 234]; H: 70.54571533203125
SENSE daad 91 25-04-2019 04:26:59.206 T: 28.82879829406738 [C]; A:[-24, -16, 216]; H: 69.93536376953125
SENSE daab 216 25-04-2019 04:26:59.729 T: 27.5807991027832 [C]; A:[4, -38, 248]; H: 70.88140869140625
SENSE daaa 313 25-04-2019 04:26:59.804 T: 27.70559883117675 [C]; A:[-12, -8, 234]; H: 70.54571533203125
SENSE daaa 314 25-04-2019 04:27:00.241 T: 27.70559883117675 [C]; A:[-14, -10, 228]; H: 70.57623291015625
SENSE daab 217 25-04-2019 04:27:00.214 T: 27.5807991027832 [C]; A:[4, -40, 240]; H: 70.904296875
SENSE daad 92 25-04-2019 04:27:00.144 T: 28.89119911193847 [C]; A:[-22, -12, 224]; H: 69.90484619140625
SENSE daab 218 25-04-2019 04:27:00.661 T: 27.51840019226074 [C]; A:[8, -40, 242]; H: 70.904296875
SENSE daab 219 25-04-2019 04:27:01.169 T: 27.51840019226074 [C]; A:[4, -42, 248]; H: 70.904296875
SENSE daad 93 25-04-2019 04:27:01.097 T: 28.82879829406738 [C]; A:[-28, 0, 214]; H: 69.87432861328125
SENSE daab 220 25-04-2019 04:27:01.636 T: 27.5807991027832 [C]; A:[6, -42, 244]; H: 70.934814453125
SENSE daab 221 25-04-2019 04:27:02.135 T: 27.5807991027832 [C]; A:[2, -34, 250]; H: 70.934814453125
SENSE daad 94 25-04-2019 04:27:02.066 T: 28.82879829406738 [C]; A:[-22, -8, 218]; H: 69.87432861328125
SENSE daab 222 25-04-2019 04:27:02.571 T: 27.5807991027832 [C]; A:[4, -36, 244]; H: 70.95770263671875
SENSE daab 223 25-04-2019 04:27:03.056 T: 27.51840019226074 [C]; A:[4, -36, 244]; H: 70.95770263671875
SENSE daad 95 25-04-2019 04:27:02.984 T: 28.82879829406738 [C]; A:[-22, -12, 218]; H: 69.87432861328125
SENSE daab 224 25-04-2019 04:27:03.487 T: 27.5807991027832 [C]; A:[4, -40, 242]; H: 71.01873779296875
SENSE daab 225 25-04-2019 04:27:03.987 T: 27.5807991027832 [C]; A:[2, -40, 242]; H: 71.01873779296875
SENSE daab 226 25-04-2019 04:27:04.432 T: 27.5807991027832 [C]; A:[6, -36, 248]; H: 71.04925537109375
SENSE daab 227 25-04-2019 04:27:04.917 T: 27.51840019226074 [C]; A:[6, -40, 244]; H: 71.04925537109375
SENSE daac 85 25-04-2019 04:27:04.778 T: 30.7007999420166 [C]; A:[-12, 56, 230]; H: 65.14410400390625
SENSE daaa 315 25-04-2019 04:27:00.593 T: 27.70559883117675 [C]; A:[-20, -12, 230]; H: 70.57623291015625
SENSE daab 228 25-04-2019 04:27:05.348 T: 27.5807991027832 [C]; A:[6, -38, 246]; H: 71.04925537109375
SENSE daaa 316 25-04-2019 04:27:05.703 T: 27.70559883117675 [C]; A:[-18, -10, 230]; H: 70.57623291015625
SENSE daac 86 25-04-2019 04:27:05.693 T: 30.7007999420166 [C]; A:[-8, 52, 234]; H: 65.14410400390625
SENSE daaa 317 25-04-2019 04:27:06.072 T: 27.70559883117675 [C]; A:[-16, -6, 228]; H: 70.57623291015625
SENSE daac 87 25-04-2019 04:27:06.087 T: 30.7007999420166 [C]; A:[-16, 56, 230]; H: 65.17462158203125
SENSE daaa 318 25-04-2019 04:27:06.428 T: 27.70559883117675 [C]; A:[-12, -14, 230]; H: 70.57623291015625
SENSE daac 88 25-04-2019 04:27:06.475 T: 30.7007999420166 [C]; A:[-10, 52, 224]; H: 65.17462158203125
SENSE daaa 319 25-04-2019 04:27:06.780 T: 27.70559883117675 [C]; A:[-10, -10, 224]; H: 70.57623291015625
SENSE daac 89 25-04-2019 04:27:06.833 T: 30.7007999420166 [C]; A:[-6, 48, 230]; H: 65.17462158203125
SENSE daaa 320 25-04-2019 04:27:07.123 T: 27.70559883117675 [C]; A:[-18, -6, 230]; H: 70.57623291015625
SENSE daac 90 25-04-2019 04:27:07.192 T: 30.7007999420166 [C]; A:[-8, 54, 234]; H: 65.17462158203125
SENSE daaa 321 25-04-2019 04:27:07.475 T: 27.70559883117675 [C]; A:[-12, -6, 230]; H: 70.54571533203125
SENSE daac 91 25-04-2019 04:27:07.540 T: 30.7007999420166 [C]; A:[-10, 56, 238]; H: 65.17462158203125
SENSE daaa 322 25-04-2019 04:27:07.818 T: 27.70559883117675 [C]; A:[-14, -10, 228]; H: 70.54571533203125
SENSE daac 92 25-04-2019 04:27:07.908 T: 30.76319885253906 [C]; A:[-6, 54, 228]; H: 65.17462158203125
SENSE daaa 323 25-04-2019 04:27:08.161 T: 27.70559883117675 [C]; A:[-10, -8, 230]; H: 70.54571533203125
SENSE daac 93 25-04-2019 04:27:08.277 T: 30.7007999420166 [C]; A:[-10, 54, 228]; H: 65.17462158203125
SENSE daaa 324 25-04-2019 04:27:08.529 T: 27.70559883117675 [C]; A:[-18, 0, 230]; H: 70.54571533203125
SENSE daac 94 25-04-2019 04:27:08.644 T: 30.7007999420166 [C]; A:[-12, 54, 230]; H: 65.17462158203125
SENSE daad 96 25-04-2019 04:27:03.912 T: 28.82879829406738 [C]; A:[-26, -6, 222]; H: 69.84381103515625
SENSE daaa 325 25-04-2019 04:27:08.861 T: 27.70559883117675 [C]; A:[-18, -8, 236]; H: 70.54571533203125
SENSE daac 95 25-04-2019 04:27:09.082 T: 30.76319885253906 [C]; A:[-10, 58, 230]; H: 65.20513916015625
SENSE daaa 326 25-04-2019 04:27:09.317 T: 27.70559883117675 [C]; A:[-8, -14, 232]; H: 70.47705078125
SENSE daad 97 25-04-2019 04:27:09.308 T: 28.89119911193847 [C]; A:[-26, -14, 226]; H: 69.87432861328125
SENSE daac 96 25-04-2019 04:27:09.495 T: 30.76319885253906 [C]; A:[-10, 48, 230]; H: 65.20513916015625
SENSE daaa 327 25-04-2019 04:27:09.680 T: 27.76799964904785 [C]; A:[-14, -10, 228]; H: 70.47705078125
SENSE daac 97 25-04-2019 04:27:09.868 T: 30.76319885253906 [C]; A:[-8, 54, 232]; H: 65.17462158203125
SENSE daab 229 25-04-2019 04:27:10.394 T: 27.5807991027832 [C]; A:[4, -36, 244]; H: 71.056884765625
SENSE daac 98 25-04-2019 04:27:10.261 T: 30.76319885253906 [C]; A:[-8, 50, 226]; H: 65.17462158203125
SENSE daab 230 25-04-2019 04:27:10.823 T: 27.5807991027832 [C]; A:[14, -36, 254]; H: 71.056884765625
SENSE daab 231 25-04-2019 04:27:11.308 T: 27.5807991027832 [C]; A:[10, -38, 238]; H: 70.995849609375
SENSE daac 99 25-04-2019 04:27:11.189 T: 30.76319885253906 [C]; A:[-8, 54, 232]; H: 65.17462158203125
SENSE daab 232 25-04-2019 04:27:11.744 T: 27.5807991027832 [C]; A:[8, -36, 242]; H: 70.995849609375
SENSE daab 233 25-04-2019 04:27:12.229 T: 27.5807991027832 [C]; A:[8, -36, 246]; H: 70.934814453125
SENSE daac 100 25-04-2019 04:27:12.087 T: 30.76319885253906 [C]; A:[-10, 50, 232]; H: 65.17462158203125
SENSE daab 234 25-04-2019 04:27:12.680 T: 27.5807991027832 [C]; A:[4, -42, 244]; H: 70.94244384765625
SENSE daab 235 25-04-2019 04:27:13.180 T: 27.5807991027832 [C]; A:[4, -42, 244]; H: 70.91192626953125
SENSE daac 101 25-04-2019 04:27:13.038 T: 30.76319885253906 [C]; A:[-8, 56, 226]; H: 65.14410400390625
SENSE daab 236 25-04-2019 04:27:13.625 T: 27.5807991027832 [C]; A:[6, -36, 242]; H: 70.91192626953125
SENSE daab 237 25-04-2019 04:27:14.120 T: 27.5807991027832 [C]; A:[6, -42, 248]; H: 70.8585205078125
SENSE daac 102 25-04-2019 04:27:13.978 T: 30.76319885253906 [C]; A:[-6, 48, 230]; H: 65.0906982421875
SENSE daab 238 25-04-2019 04:27:14.593 T: 27.6431999206543 [C]; A:[6, -36, 248]; H: 70.8585205078125
SENSE daaa 328 25-04-2019 04:27:10.057 T: 27.76799964904785 [C]; A:[-14, -8, 234]; H: 70.47705078125
SENSE daab 239 25-04-2019 04:27:15.091 T: 27.5807991027832 [C]; A:[4, -40, 246]; H: 70.8280029296875
SENSE daaa 329 25-04-2019 04:27:15.157 T: 27.76799964904785 [C]; A:[-12, -10, 228]; H: 70.47705078125
SENSE daac 103 25-04-2019 04:27:14.948 T: 30.76319885253906 [C]; A:[-10, 54, 236]; H: 65.0601806640625
SENSE daab 240 25-04-2019 04:27:15.527 T: 27.6431999206543 [C]; A:[4, -38, 246]; H: 70.80511474609375
SENSE daaa 330 25-04-2019 04:27:15.599 T: 27.76799964904785 [C]; A:[-14, -6, 226]; H: 70.47705078125
SENSE daaa 331 25-04-2019 04:27:16.025 T: 27.76799964904785 [C]; A:[-12, -12, 230]; H: 70.47705078125
SENSE daab 241 25-04-2019 04:27:16.012 T: 27.5807991027832 [C]; A:[6, -40, 248]; H: 70.80511474609375
SENSE daac 104 25-04-2019 04:27:15.869 T: 30.76319885253906 [C]; A:[-8, 54, 228]; H: 65.0601806640625
SENSE daab 242 25-04-2019 04:27:16.459 T: 27.5807991027832 [C]; A:[6, -36, 248]; H: 70.80511474609375
SENSE daab 243 25-04-2019 04:27:16.830 T: 27.6431999206543 [C]; A:[4, -38, 248]; H: 70.80511474609375
SENSE daab 244 25-04-2019 04:27:17.163 T: 27.5807991027832 [C]; A:[4, -34, 242]; H: 70.80511474609375
SENSE daab 245 25-04-2019 04:27:17.506 T: 27.6431999206543 [C]; A:[6, -32, 248]; H: 70.80511474609375
SENSE daab 246 25-04-2019 04:27:17.850 T: 27.6431999206543 [C]; A:[8, -36, 246]; H: 70.80511474609375
SENSE daab 247 25-04-2019 04:27:18.193 T: 27.6431999206543 [C]; A:[6, -38, 252]; H: 70.80511474609375
SENSE daab 248 25-04-2019 04:27:18.546 T: 27.6431999206543 [C]; A:[2, -36, 240]; H: 70.80511474609375
SENSE daab 249 25-04-2019 04:27:18.890 T: 27.5807991027832 [C]; A:[8, -38, 242]; H: 70.80511474609375
SENSE daab 250 25-04-2019 04:27:19.249 T: 27.6431999206543 [C]; A:[8, -40, 242]; H: 70.80511474609375
SENSE daab 251 25-04-2019 04:27:19.683 T: 27.5807991027832 [C]; A:[12, -38, 240]; H: 70.80511474609375
SENSE daab 252 25-04-2019 04:27:20.168 T: 27.6431999206543 [C]; A:[6, -38, 244]; H: 70.80511474609375
SENSE daad 98 25-04-2019 04:27:20.095 T: 28.89119911193847 [C]; A:[-20, -8, 216]; H: 69.78277587890625
SENSE daab 253 25-04-2019 04:27:20.613 T: 27.5807991027832 [C]; A:[12, -36, 246]; H: 70.80511474609375
SENSE daaa 332 25-04-2019 04:27:16.373 T: 27.76799964904785 [C]; A:[-16, -10, 226]; H: 70.47705078125
SENSE daad 99 25-04-2019 04:27:21.038 T: 28.89119911193847 [C]; A:[-28, -10, 220]; H: 69.78277587890625
SENSE daac 105 25-04-2019 04:27:21.232 T: 30.82559967041015 [C]; A:[-10, 50, 230]; H: 65.0601806640625
SENSE daaa 333 25-04-2019 04:27:21.478 T: 27.76799964904785 [C]; A:[-18, -10, 220]; H: 70.47705078125
SENSE daad 100 25-04-2019 04:27:21.663 T: 28.89119911193847 [C]; A:[-24, -14, 220]; H: 69.78277587890625
SENSE daaa 334 25-04-2019 04:27:21.885 T: 27.76799964904785 [C]; A:[-14, -8, 230]; H: 70.47705078125
SENSE daaa 335 25-04-2019 04:27:22.223 T: 27.76799964904785 [C]; A:[-10, -12, 226]; H: 70.47705078125
SENSE daad 101 25-04-2019 04:27:22.160 T: 28.89119911193847 [C]; A:[-24, -10, 220]; H: 69.78277587890625
SENSE daaa 336 25-04-2019 04:27:22.606 T: 27.76799964904785 [C]; A:[-10, -10, 228]; H: 70.47705078125
SENSE daad 102 25-04-2019 04:27:22.706 T: 28.89119911193847 [C]; A:[-22, -10, 220]; H: 69.75225830078125
SENSE daaa 337 25-04-2019 04:27:22.953 T: 27.83039855957031 [C]; A:[-14, -6, 232]; H: 70.47705078125
SENSE daad 103 25-04-2019 04:27:23.143 T: 28.89119911193847 [C]; A:[-24, -8, 220]; H: 69.75225830078125
SENSE daaa 338 25-04-2019 04:27:23.286 T: 27.76799964904785 [C]; A:[-14, -10, 226]; H: 70.47705078125
SENSE daaa 339 25-04-2019 04:27:23.712 T: 27.76799964904785 [C]; A:[-14, -8, 222]; H: 70.47705078125
SENSE daaa 340 25-04-2019 04:27:24.050 T: 27.76799964904785 [C]; A:[-12, -10, 228]; H: 70.47705078125
SENSE daaa 341 25-04-2019 04:27:24.408 T: 27.76799964904785 [C]; A:[-16, -6, 228]; H: 70.47705078125
SENSE daaa 342 25-04-2019 04:27:24.767 T: 27.76799964904785 [C]; A:[-16, -6, 224]; H: 70.47705078125
SENSE daaa 343 25-04-2019 04:27:25.113 T: 27.76799964904785 [C]; A:[-12, -10, 226]; H: 70.47705078125
SENSE daaa 344 25-04-2019 04:27:25.471 T: 27.76799964904785 [C]; A:[-14, -12, 232]; H: 70.47705078125
SENSE daab 254 25-04-2019 04:27:25.651 T: 27.6431999206543 [C]; A:[6, -32, 248]; H: 70.80511474609375
SENSE daaa 345 25-04-2019 04:27:25.843 T: 27.76799964904785 [C]; A:[-14, -6, 228]; H: 70.47705078125
SENSE daab 255 25-04-2019 04:27:25.997 T: 27.6431999206543 [C]; A:[6, -42, 244]; H: 70.80511474609375
SENSE daaa 346 25-04-2019 04:27:26.181 T: 27.76799964904785 [C]; A:[-16, -6, 230]; H: 70.47705078125
SENSE daab 256 25-04-2019 04:27:26.356 T: 27.6431999206543 [C]; A:[6, -38, 236]; H: 70.80511474609375
SENSE daaa 347 25-04-2019 04:27:26.518 T: 27.76799964904785 [C]; A:[-14, -8, 236]; H: 70.47705078125
SENSE daab 257 25-04-2019 04:27:26.689 T: 27.6431999206543 [C]; A:[6, -42, 242]; H: 70.80511474609375
SENSE daaa 348 25-04-2019 04:27:26.851 T: 27.76799964904785 [C]; A:[-10, -6, 230]; H: 70.47705078125
SENSE daac 106 25-04-2019 04:27:21.745 T: 30.76319885253906 [C]; A:[-8, 54, 234]; H: 65.0601806640625
SENSE daab 258 25-04-2019 04:27:27.124 T: 27.5807991027832 [C]; A:[6, -38, 248]; H: 70.80511474609375
SENSE daaa 349 25-04-2019 04:27:27.209 T: 27.76799964904785 [C]; A:[-14, -8, 228]; H: 70.47705078125
SENSE daaa 350 25-04-2019 04:27:27.626 T: 27.76799964904785 [C]; A:[-14, -10, 226]; H: 70.47705078125
SENSE daab 259 25-04-2019 04:27:27.609 T: 27.5807991027832 [C]; A:[6, -38, 246]; H: 70.80511474609375
SENSE daac 107 25-04-2019 04:27:27.467 T: 30.82559967041015 [C]; A:[-14, 54, 238]; H: 64.99151611328125
SENSE daaa 351 25-04-2019 04:27:27.973 T: 27.76799964904785 [C]; A:[-14, -8, 232]; H: 70.47705078125
SENSE daab 260 25-04-2019 04:27:28.056 T: 27.5807991027832 [C]; A:[6, -38, 244]; H: 70.80511474609375
SENSE daaa 352 25-04-2019 04:27:28.336 T: 27.76799964904785 [C]; A:[-14, -8, 232]; H: 70.47705078125
SENSE daab 261 25-04-2019 04:27:28.570 T: 27.6431999206543 [C]; A:[6, -38, 248]; H: 70.80511474609375
SENSE daaa 353 25-04-2019 04:27:28.678 T: 27.76799964904785 [C]; A:[-16, -6, 230]; H: 70.47705078125
SENSE daad 104 25-04-2019 04:27:23.580 T: 28.89119911193847 [C]; A:[-28, -4, 218]; H: 69.75225830078125
SENSE daab 262 25-04-2019 04:27:29.005 T: 27.5807991027832 [C]; A:[6, -40, 248]; H: 70.80511474609375
SENSE daaa 354 25-04-2019 04:27:29.080 T: 27.76799964904785 [C]; A:[-12, -6, 234]; H: 70.47705078125
SENSE daaa 355 25-04-2019 04:27:29.508 T: 27.76799964904785 [C]; A:[-10, -8, 228]; H: 70.47705078125
SENSE daab 263 25-04-2019 04:27:29.490 T: 27.6431999206543 [C]; A:[4, -36, 246]; H: 70.80511474609375
SENSE daad 105 25-04-2019 04:27:29.423 T: 28.89119911193847 [C]; A:[-24, -10, 216]; H: 69.62255859375
SENSE daaa 356 25-04-2019 04:27:29.865 T: 27.76799964904785 [C]; A:[-16, -8, 226]; H: 70.47705078125
SENSE daab 264 25-04-2019 04:27:29.927 T: 27.6431999206543 [C]; A:[4, -34, 244]; H: 70.80511474609375
SENSE daaa 357 25-04-2019 04:27:30.218 T: 27.76799964904785 [C]; A:[-14, -10, 220]; H: 70.47705078125
SENSE daab 265 25-04-2019 04:27:30.426 T: 27.6431999206543 [C]; A:[2, -38, 242]; H: 70.80511474609375
SENSE daaa 358 25-04-2019 04:27:30.575 T: 27.76799964904785 [C]; A:[-14, -8, 228]; H: 70.47705078125
SENSE daad 106 25-04-2019 04:27:30.357 T: 28.89119911193847 [C]; A:[-26, -8, 220]; H: 69.592041015625
SENSE daaa 359 25-04-2019 04:27:30.953 T: 27.76799964904785 [C]; A:[-14, -8, 230]; H: 70.47705078125
SENSE daab 266 25-04-2019 04:27:30.887 T: 27.6431999206543 [C]; A:[2, -38, 248]; H: 70.80511474609375
SENSE daaa 360 25-04-2019 04:27:31.290 T: 27.76799964904785 [C]; A:[-16, -12, 228]; H: 70.47705078125
SENSE daab 267 25-04-2019 04:27:31.398 T: 27.6431999206543 [C]; A:[4, -38, 242]; H: 70.80511474609375
SENSE daad 107 25-04-2019 04:27:31.325 T: 28.95359992980957 [C]; A:[-24, -4, 218]; H: 69.592041015625
SENSE daaa 361 25-04-2019 04:27:31.652 T: 27.83039855957031 [C]; A:[-14, -10, 226]; H: 70.47705078125
SENSE daab 268 25-04-2019 04:27:31.832 T: 27.6431999206543 [C]; A:[6, -34, 240]; H: 70.80511474609375
SENSE daaa 362 25-04-2019 04:27:32.046 T: 27.76799964904785 [C]; A:[-20, -10, 230]; H: 70.47705078125
SENSE daaa 363 25-04-2019 04:27:32.383 T: 27.76799964904785 [C]; A:[-10, -10, 228]; H: 70.47705078125
SENSE daab 269 25-04-2019 04:27:32.317 T: 27.6431999206543 [C]; A:[6, -34, 244]; H: 70.80511474609375
SENSE daad 108 25-04-2019 04:27:32.249 T: 28.89119911193847 [C]; A:[-22, -8, 220]; H: 69.592041015625
SENSE daaa 364 25-04-2019 04:27:32.730 T: 27.76799964904785 [C]; A:[-12, -10, 230]; H: 70.47705078125
SENSE daab 270 25-04-2019 04:27:32.771 T: 27.6431999206543 [C]; A:[6, -34, 252]; H: 70.80511474609375
SENSE daaa 365 25-04-2019 04:27:33.118 T: 27.70559883117675 [C]; A:[-12, -12, 232]; H: 70.47705078125
SENSE daab 271 25-04-2019 04:27:33.278 T: 27.6431999206543 [C]; A:[2, -36, 242]; H: 70.80511474609375
SENSE daaa 366 25-04-2019 04:27:33.460 T: 27.76799964904785 [C]; A:[-18, -8, 226]; H: 70.47705078125
SENSE daac 108 25-04-2019 04:27:28.427 T: 30.82559967041015 [C]; A:[-8, 52, 232]; H: 64.99151611328125
SENSE daab 272 25-04-2019 04:27:33.723 T: 27.6431999206543 [C]; A:[12, -44, 244]; H: 70.80511474609375
SENSE daaa 367 25-04-2019 04:27:33.793 T: 27.76799964904785 [C]; A:[-20, -4, 232]; H: 70.47705078125
SENSE daaa 368 25-04-2019 04:27:34.236 T: 27.76799964904785 [C]; A:[-16, -8, 224]; H: 70.47705078125
SENSE daab 273 25-04-2019 04:27:34.218 T: 27.6431999206543 [C]; A:[6, -38, 244]; H: 70.80511474609375
SENSE daac 109 25-04-2019 04:27:34.079 T: 30.76319885253906 [C]; A:[-6, 50, 228]; H: 65.08306884765625
SENSE daaa 369 25-04-2019 04:27:34.583 T: 27.76799964904785 [C]; A:[-18, -8, 228]; H: 70.54571533203125
SENSE daaa 370 25-04-2019 04:27:34.970 T: 27.76799964904785 [C]; A:[-12, -10, 228]; H: 70.54571533203125
SENSE daac 110 25-04-2019 04:27:34.989 T: 30.76319885253906 [C]; A:[-10, 50, 228]; H: 65.08306884765625
SENSE daaa 371 25-04-2019 04:27:35.337 T: 27.76799964904785 [C]; A:[-14, -10, 228]; H: 70.54571533203125
SENSE daac 111 25-04-2019 04:27:35.388 T: 30.76319885253906 [C]; A:[-12, 52, 232]; H: 65.08306884765625
SENSE daaa 372 25-04-2019 04:27:35.695 T: 27.76799964904785 [C]; A:[-14, -6, 230]; H: 70.54571533203125
SENSE daac 112 25-04-2019 04:27:35.750 T: 30.82559967041015 [C]; A:[-6, 48, 232]; H: 65.11358642578125
SENSE daaa 373 25-04-2019 04:27:36.052 T: 27.76799964904785 [C]; A:[-18, -10, 228]; H: 70.54571533203125
SENSE daac 113 25-04-2019 04:27:36.084 T: 30.82559967041015 [C]; A:[-8, 56, 232]; H: 65.11358642578125
SENSE daaa 374 25-04-2019 04:27:36.425 T: 27.76799964904785 [C]; A:[-18, -6, 230]; H: 70.54571533203125
SENSE daac 114 25-04-2019 04:27:36.467 T: 30.82559967041015 [C]; A:[-12, 54, 232]; H: 65.08306884765625
SENSE daaa 375 25-04-2019 04:27:36.792 T: 27.76799964904785 [C]; A:[-14, -10, 230]; H: 70.54571533203125
SENSE daac 115 25-04-2019 04:27:36.820 T: 30.76319885253906 [C]; A:[-16, 56, 230]; H: 65.11358642578125
SENSE daaa 376 25-04-2019 04:27:37.150 T: 27.76799964904785 [C]; A:[-10, -6, 228]; H: 70.54571533203125
SENSE daac 116 25-04-2019 04:27:37.203 T: 30.82559967041015 [C]; A:[-10, 56, 228]; H: 65.14410400390625
SENSE daaa 377 25-04-2019 04:27:37.507 T: 27.83039855957031 [C]; A:[-14, -10, 228]; H: 70.54571533203125
