SENSE daaa 1 25-04-2019 04:36:57.665 T: 27.8927993774414 [C]; A:[-20, -16, 224]; H: 69.87432861328125
SENSE daab 202 25-04-2019 04:38:56.492 T: 27.9552001953125 [C]; A:[8, -38, 248]; H: 69.7598876953125
SENSE daad 96 25-04-2019 04:38:56.411 T: 28.45439910888671 [C]; A:[192, -14, 134]; H: 70.995849609375
SENSE daab 203 25-04-2019 04:38:56.928 T: 27.9552001953125 [C]; A:[6, -38, 246]; H: 69.7598876953125
SENSE daab 204 25-04-2019 04:38:57.418 T: 27.9552001953125 [C]; A:[6, -42, 248]; H: 69.7293701171875
SENSE daad 97 25-04-2019 04:38:57.339 T: 28.45439910888671 [C]; A:[192, -10, 140]; H: 70.995849609375
SENSE daab 205 25-04-2019 04:38:57.863 T: 27.9552001953125 [C]; A:[2, -38, 244]; H: 69.7293701171875
SENSE daaa 250 25-04-2019 04:38:53.263 T: 28.01759910583496 [C]; A:[-14, -10, 234]; H: 69.531005859375
SENSE daaa 251 25-04-2019 04:38:58.367 T: 28.01759910583496 [C]; A:[-12, -8, 234]; H: 69.531005859375
SENSE daab 206 25-04-2019 04:38:58.358 T: 27.9552001953125 [C]; A:[10, -40, 244]; H: 69.7293701171875
SENSE daad 98 25-04-2019 04:38:58.277 T: 28.39199829101562 [C]; A:[192, -6, 144]; H: 70.995849609375
SENSE daaa 252 25-04-2019 04:38:58.710 T: 28.07999992370605 [C]; A:[-16, -10, 256]; H: 69.531005859375
SENSE daab 207 25-04-2019 04:38:58.795 T: 27.9552001953125 [C]; A:[4, -42, 246]; H: 69.69122314453125
SENSE daaa 253 25-04-2019 04:38:59.073 T: 28.07999992370605 [C]; A:[-14, 0, 232]; H: 69.531005859375
SENSE daab 208 25-04-2019 04:38:59.294 T: 27.9552001953125 [C]; A:[6, -38, 252]; H: 69.6683349609375
SENSE daaa 254 25-04-2019 04:38:59.415 T: 28.07999992370605 [C]; A:[-20, 0, 234]; H: 69.50048828125
SENSE daad 99 25-04-2019 04:38:59.215 T: 28.39199829101562 [C]; A:[192, -14, 136]; H: 70.995849609375
SENSE daab 209 25-04-2019 04:38:59.745 T: 27.9552001953125 [C]; A:[6, -44, 242]; H: 69.6683349609375
SENSE daaa 255 25-04-2019 04:38:59.817 T: 28.01759910583496 [C]; A:[-16, -6, 230]; H: 69.50048828125
SENSE daaa 256 25-04-2019 04:39:00.265 T: 28.07999992370605 [C]; A:[-16, -12, 226]; H: 69.50048828125
SENSE daab 210 25-04-2019 04:39:00.245 T: 27.9552001953125 [C]; A:[6, -40, 250]; H: 69.6683349609375
SENSE daad 100 25-04-2019 04:39:00.163 T: 28.39199829101562 [C]; A:[192, -6, 136]; H: 70.995849609375
SENSE daaa 257 25-04-2019 04:39:00.607 T: 28.01759910583496 [C]; A:[-18, -4, 222]; H: 69.50048828125
SENSE daab 211 25-04-2019 04:39:00.692 T: 27.9552001953125 [C]; A:[10, -40, 252]; H: 69.6683349609375
SENSE daaa 258 25-04-2019 04:39:00.979 T: 28.07999992370605 [C]; A:[-16, -4, 234]; H: 69.50048828125
SENSE daab 212 25-04-2019 04:39:01.200 T: 27.9552001953125 [C]; A:[10, -38, 242]; H: 69.6683349609375
SENSE daaa 259 25-04-2019 04:39:01.322 T: 28.07999992370605 [C]; A:[-10, -6, 230]; H: 69.50048828125
SENSE daac 66 25-04-2019 04:38:46.028 T: 30.82559967041015 [C]; A:[-14, 56, 226]; H: 64.7855224609375
SENSE daad 101 25-04-2019 04:39:01.121 T: 28.45439910888671 [C]; A:[194, -8, 136]; H: 71.03399658203125
SENSE daaa 260 25-04-2019 04:39:01.705 T: 28.07999992370605 [C]; A:[-12, -8, 236]; H: 69.469970703125
SENSE daab 213 25-04-2019 04:39:01.730 T: 27.9552001953125 [C]; A:[8, -38, 242]; H: 69.67596435546875
SENSE daaa 261 25-04-2019 04:39:02.067 T: 28.07999992370605 [C]; A:[-12, -6, 226]; H: 69.469970703125
SENSE daab 214 25-04-2019 04:39:02.246 T: 27.8927993774414 [C]; A:[6, -38, 242]; H: 69.6378173828125
SENSE daaa 262 25-04-2019 04:39:02.416 T: 28.07999992370605 [C]; A:[-14, -8, 226]; H: 69.469970703125
SENSE daac 67 25-04-2019 04:39:02.096 T: 30.88799858093261 [C]; A:[-10, 56, 226]; H: 64.82366943359375
SENSE daab 215 25-04-2019 04:39:02.681 T: 27.9552001953125 [C]; A:[2, -40, 248]; H: 69.6378173828125
SENSE daaa 263 25-04-2019 04:39:02.767 T: 28.07999992370605 [C]; A:[-16, -8, 226]; H: 69.469970703125
SENSE daaa 264 25-04-2019 04:39:03.179 T: 28.01759910583496 [C]; A:[-14, -6, 230]; H: 69.469970703125
SENSE daab 216 25-04-2019 04:39:03.166 T: 27.9552001953125 [C]; A:[4, -40, 252]; H: 69.6378173828125
SENSE daac 68 25-04-2019 04:39:03.027 T: 30.88799858093261 [C]; A:[-14, 54, 228]; H: 64.8465576171875
SENSE daaa 265 25-04-2019 04:39:03.522 T: 28.07999992370605 [C]; A:[-14, -10, 236]; H: 69.469970703125
SENSE daab 217 25-04-2019 04:39:03.603 T: 27.9552001953125 [C]; A:[8, -38, 246]; H: 69.6378173828125
SENSE daaa 266 25-04-2019 04:39:03.875 T: 28.07999992370605 [C]; A:[-16, -8, 226]; H: 69.469970703125
SENSE daab 218 25-04-2019 04:39:04.129 T: 28.01759910583496 [C]; A:[6, -36, 244]; H: 69.67596435546875
SENSE daaa 267 25-04-2019 04:39:04.217 T: 28.07999992370605 [C]; A:[-14, -8, 228]; H: 69.469970703125
SENSE daac 69 25-04-2019 04:39:03.962 T: 30.88799858093261 [C]; A:[-8, 54, 224]; H: 64.9686279296875
SENSE daab 219 25-04-2019 04:39:04.572 T: 27.9552001953125 [C]; A:[8, -40, 242]; H: 69.67596435546875
SENSE daaa 268 25-04-2019 04:39:04.639 T: 28.07999992370605 [C]; A:[-16, -12, 228]; H: 69.469970703125
SENSE daaa 269 25-04-2019 04:39:05.077 T: 28.07999992370605 [C]; A:[-20, -10, 232]; H: 69.469970703125
SENSE daab 220 25-04-2019 04:39:05.067 T: 27.9552001953125 [C]; A:[6, -42, 244]; H: 69.6378173828125
SENSE daac 70 25-04-2019 04:39:04.927 T: 30.88799858093261 [C]; A:[-6, 56, 226]; H: 65.0601806640625
SENSE daaa 270 25-04-2019 04:39:05.409 T: 28.07999992370605 [C]; A:[-16, -8, 234]; H: 69.469970703125
SENSE daab 221 25-04-2019 04:39:05.504 T: 27.9552001953125 [C]; A:[2, -38, 244]; H: 69.67596435546875
SENSE daaa 271 25-04-2019 04:39:05.791 T: 28.07999992370605 [C]; A:[-14, -6, 234]; H: 69.469970703125
SENSE daab 222 25-04-2019 04:39:06.003 T: 27.9552001953125 [C]; A:[8, -38, 248]; H: 69.67596435546875
SENSE daaa 272 25-04-2019 04:39:06.134 T: 28.07999992370605 [C]; A:[-10, -8, 228]; H: 69.469970703125
SENSE daac 71 25-04-2019 04:39:05.863 T: 30.82559967041015 [C]; A:[-6, 54, 236]; H: 65.0296630859375
SENSE daaa 273 25-04-2019 04:39:06.516 T: 28.07999992370605 [C]; A:[-14, -6, 226]; H: 69.469970703125
SENSE daab 223 25-04-2019 04:39:06.450 T: 27.9552001953125 [C]; A:[4, -40, 240]; H: 69.6378173828125
SENSE daaa 274 25-04-2019 04:39:06.859 T: 28.07999992370605 [C]; A:[-10, -4, 228]; H: 69.43182373046875
SENSE daab 224 25-04-2019 04:39:06.950 T: 27.9552001953125 [C]; A:[8, -34, 246]; H: 69.67596435546875
SENSE daac 72 25-04-2019 04:39:06.804 T: 30.88799858093261 [C]; A:[-12, 58, 236]; H: 64.9991455078125
SENSE daaa 275 25-04-2019 04:39:07.207 T: 28.07999992370605 [C]; A:[-14, -8, 224]; H: 69.43182373046875
SENSE daab 225 25-04-2019 04:39:07.394 T: 27.9552001953125 [C]; A:[4, -36, 264]; H: 69.67596435546875
SENSE daaa 276 25-04-2019 04:39:07.599 T: 28.07999992370605 [C]; A:[-16, -6, 226]; H: 69.43182373046875
SENSE daaa 277 25-04-2019 04:39:07.942 T: 28.07999992370605 [C]; A:[-14, -14, 230]; H: 69.43182373046875
SENSE daab 226 25-04-2019 04:39:07.889 T: 27.9552001953125 [C]; A:[2, -38, 244]; H: 69.64544677734375
SENSE daac 73 25-04-2019 04:39:07.749 T: 30.88799858093261 [C]; A:[-8, 54, 230]; H: 64.9686279296875
SENSE daaa 278 25-04-2019 04:39:08.294 T: 28.07999992370605 [C]; A:[-14, -8, 232]; H: 69.43182373046875
SENSE daab 227 25-04-2019 04:39:08.326 T: 27.9552001953125 [C]; A:[6, -32, 252]; H: 69.64544677734375
SENSE daaa 279 25-04-2019 04:39:08.647 T: 28.07999992370605 [C]; A:[-18, 0, 230]; H: 69.43182373046875
SENSE daab 228 25-04-2019 04:39:08.835 T: 28.01759910583496 [C]; A:[10, -40, 248]; H: 69.64544677734375
SENSE daaa 280 25-04-2019 04:39:08.980 T: 28.07999992370605 [C]; A:[-8, -10, 230]; H: 69.40130615234375
SENSE daac 74 25-04-2019 04:39:08.685 T: 30.95039939880371 [C]; A:[-8, 56, 230]; H: 64.9991455078125
SENSE daab 229 25-04-2019 04:39:09.271 T: 27.9552001953125 [C]; A:[2, -36, 246]; H: 69.64544677734375
SENSE daaa 281 25-04-2019 04:39:09.352 T: 28.07999992370605 [C]; A:[-12, -10, 228]; H: 69.40130615234375
SENSE daaa 282 25-04-2019 04:39:09.770 T: 28.07999992370605 [C]; A:[-20, -4, 230]; H: 69.40130615234375
SENSE daab 230 25-04-2019 04:39:09.756 T: 28.01759910583496 [C]; A:[6, -38, 244]; H: 69.64544677734375
SENSE daac 75 25-04-2019 04:39:09.611 T: 30.88799858093261 [C]; A:[-8, 56, 232]; H: 64.9686279296875
SENSE daaa 283 25-04-2019 04:39:10.112 T: 28.07999992370605 [C]; A:[-18, -8, 228]; H: 69.40130615234375
SENSE daab 231 25-04-2019 04:39:10.203 T: 28.01759910583496 [C]; A:[6, -38, 248]; H: 69.64544677734375
SENSE daaa 284 25-04-2019 04:39:10.484 T: 28.07999992370605 [C]; A:[-18, -10, 230]; H: 69.40130615234375
SENSE daab 232 25-04-2019 04:39:10.711 T: 27.9552001953125 [C]; A:[8, -40, 244]; H: 69.64544677734375
SENSE daaa 285 25-04-2019 04:39:10.827 T: 28.07999992370605 [C]; A:[-18, -6, 234]; H: 69.40130615234375
SENSE daac 76 25-04-2019 04:39:10.566 T: 30.88799858093261 [C]; A:[-14, 50, 236]; H: 64.9381103515625
SENSE daaa 286 25-04-2019 04:39:11.229 T: 28.07999992370605 [C]; A:[-14, -6, 226]; H: 69.40130615234375
SENSE daab 233 25-04-2019 04:39:11.162 T: 27.9552001953125 [C]; A:[6, -40, 242]; H: 69.64544677734375
SENSE daaa 287 25-04-2019 04:39:11.572 T: 28.07999992370605 [C]; A:[-14, -6, 226]; H: 69.37078857421875
SENSE daab 234 25-04-2019 04:39:11.621 T: 28.01759910583496 [C]; A:[6, -38, 242]; H: 69.61492919921875
SENSE daaa 288 25-04-2019 04:39:11.940 T: 28.07999992370605 [C]; A:[-14, -10, 234]; H: 69.37078857421875
SENSE daab 235 25-04-2019 04:39:12.120 T: 27.9552001953125 [C]; A:[6, -38, 244]; H: 69.61492919921875
SENSE daaa 289 25-04-2019 04:39:12.282 T: 28.14239883422851 [C]; A:[-12, -8, 226]; H: 69.37078857421875
SENSE daad 102 25-04-2019 04:39:12.042 T: 28.45439910888671 [C]; A:[186, -4, 136]; H: 71.15606689453125
SENSE daaa 290 25-04-2019 04:39:12.625 T: 28.07999992370605 [C]; A:[-14, 0, 226]; H: 69.37078857421875
SENSE daab 236 25-04-2019 04:39:12.565 T: 28.01759910583496 [C]; A:[4, -38, 242]; H: 69.61492919921875
SENSE daaa 291 25-04-2019 04:39:12.967 T: 28.07999992370605 [C]; A:[-18, 0, 228]; H: 69.37078857421875
SENSE daab 237 25-04-2019 04:39:13.062 T: 28.01759910583496 [C]; A:[8, -38, 244]; H: 69.61492919921875
SENSE daad 103 25-04-2019 04:39:12.980 T: 28.45439910888671 [C]; A:[188, -8, 140]; H: 71.15606689453125
SENSE daaa 292 25-04-2019 04:39:13.300 T: 28.07999992370605 [C]; A:[-12, -12, 234]; H: 69.37078857421875
SENSE daab 238 25-04-2019 04:39:13.512 T: 28.01759910583496 [C]; A:[2, -40, 242]; H: 69.61492919921875
SENSE daaa 293 25-04-2019 04:39:13.722 T: 28.07999992370605 [C]; A:[-14, -8, 232]; H: 69.37078857421875
SENSE daab 239 25-04-2019 04:39:14.011 T: 27.9552001953125 [C]; A:[10, -38, 242]; H: 69.64544677734375
SENSE daaa 294 25-04-2019 04:39:14.070 T: 28.07999992370605 [C]; A:[-24, -4, 220]; H: 69.37078857421875
SENSE daad 104 25-04-2019 04:39:13.938 T: 28.45439910888671 [C]; A:[192, -8, 134]; H: 71.15606689453125
SENSE daab 240 25-04-2019 04:39:14.447 T: 27.9552001953125 [C]; A:[4, -36, 244]; H: 69.64544677734375
SENSE daaa 295 25-04-2019 04:39:14.511 T: 28.07999992370605 [C]; A:[-18, -6, 232]; H: 69.37078857421875
SENSE daaa 296 25-04-2019 04:39:14.943 T: 28.07999992370605 [C]; A:[-16, -6, 234]; H: 69.37078857421875
SENSE daab 241 25-04-2019 04:39:14.932 T: 27.9552001953125 [C]; A:[6, -40, 246]; H: 69.64544677734375
SENSE daad 105 25-04-2019 04:39:14.856 T: 28.39199829101562 [C]; A:[192, -10, 170]; H: 71.17132568359375
SENSE daaa 297 25-04-2019 04:39:15.296 T: 28.07999992370605 [C]; A:[-14, -8, 228]; H: 69.37078857421875
SENSE daab 242 25-04-2019 04:39:15.385 T: 28.01759910583496 [C]; A:[6, -40, 248]; H: 69.64544677734375
SENSE daaa 298 25-04-2019 04:39:15.649 T: 28.07999992370605 [C]; A:[-16, -6, 228]; H: 69.37078857421875
SENSE daab 243 25-04-2019 04:39:15.892 T: 28.01759910583496 [C]; A:[6, -38, 252]; H: 69.64544677734375
SENSE daaa 299 25-04-2019 04:39:16.001 T: 28.07999992370605 [C]; A:[-14, -8, 224]; H: 69.37078857421875
SENSE daad 106 25-04-2019 04:39:15.805 T: 28.45439910888671 [C]; A:[192, -4, 144]; H: 71.14080810546875
SENSE daab 244 25-04-2019 04:39:16.328 T: 28.01759910583496 [C]; A:[8, -36, 250]; H: 69.67596435546875
SENSE daaa 300 25-04-2019 04:39:16.394 T: 28.07999992370605 [C]; A:[-12, -8, 230]; H: 69.37078857421875
SENSE daaa 301 25-04-2019 04:39:16.831 T: 28.14239883422851 [C]; A:[-14, -8, 230]; H: 69.40130615234375
SENSE daab 245 25-04-2019 04:39:16.813 T: 28.01759910583496 [C]; A:[6, -40, 244]; H: 69.67596435546875
SENSE daad 107 25-04-2019 04:39:16.749 T: 28.45439910888671 [C]; A:[192, -8, 138]; H: 71.14080810546875
SENSE daaa 302 25-04-2019 04:39:17.173 T: 28.07999992370605 [C]; A:[-16, -6, 226]; H: 69.40130615234375
SENSE daab 246 25-04-2019 04:39:17.250 T: 28.01759910583496 [C]; A:[4, -40, 240]; H: 69.67596435546875
SENSE daaa 303 25-04-2019 04:39:17.536 T: 28.07999992370605 [C]; A:[-14, -10, 230]; H: 69.40130615234375
SENSE daab 247 25-04-2019 04:39:17.754 T: 27.9552001953125 [C]; A:[4, -32, 242]; H: 69.67596435546875
SENSE daaa 304 25-04-2019 04:39:17.888 T: 28.07999992370605 [C]; A:[-16, -6, 222]; H: 69.40130615234375
SENSE daad 108 25-04-2019 04:39:17.676 T: 28.45439910888671 [C]; A:[190, -8, 142]; H: 71.12554931640625
SENSE daab 248 25-04-2019 04:39:18.199 T: 27.9552001953125 [C]; A:[4, -36, 244]; H: 69.67596435546875
SENSE daaa 305 25-04-2019 04:39:18.261 T: 28.07999992370605 [C]; A:[-18, -6, 224]; H: 69.40130615234375
SENSE daaa 306 25-04-2019 04:39:18.692 T: 28.07999992370605 [C]; A:[-12, -6, 232]; H: 69.40130615234375
SENSE daab 249 25-04-2019 04:39:18.704 T: 28.01759910583496 [C]; A:[4, -34, 246]; H: 69.67596435546875
SENSE daad 109 25-04-2019 04:39:18.614 T: 28.45439910888671 [C]; A:[192, -4, 146]; H: 71.23236083984375
SENSE daaa 307 25-04-2019 04:39:19.061 T: 28.07999992370605 [C]; A:[-18, -6, 224]; H: 69.40130615234375
SENSE daab 250 25-04-2019 04:39:19.240 T: 28.01759910583496 [C]; A:[10, -38, 248]; H: 69.67596435546875
SENSE daaa 308 25-04-2019 04:39:19.452 T: 28.07999992370605 [C]; A:[-12, -8, 226]; H: 69.40130615234375
SENSE daaa 309 25-04-2019 04:39:19.795 T: 28.07999992370605 [C]; A:[-16, -4, 234]; H: 69.40130615234375
SENSE daab 251 25-04-2019 04:39:19.725 T: 28.01759910583496 [C]; A:[6, -36, 250]; H: 69.67596435546875
SENSE daad 110 25-04-2019 04:39:19.646 T: 28.45439910888671 [C]; A:[192, -4, 140]; H: 71.301025390625
SENSE daaa 310 25-04-2019 04:39:20.138 T: 28.07999992370605 [C]; A:[-20, -8, 224]; H: 69.40130615234375
SENSE daab 252 25-04-2019 04:39:20.187 T: 28.01759910583496 [C]; A:[6, -38, 248]; H: 69.67596435546875
SENSE daaa 311 25-04-2019 04:39:20.510 T: 28.14239883422851 [C]; A:[-18, -6, 232]; H: 69.40130615234375
SENSE daab 253 25-04-2019 04:39:20.690 T: 27.9552001953125 [C]; A:[2, -40, 248]; H: 69.67596435546875
SENSE daaa 312 25-04-2019 04:39:20.853 T: 28.07999992370605 [C]; A:[-16, -8, 228]; H: 69.40130615234375
SENSE daab 254 25-04-2019 04:39:21.126 T: 28.01759910583496 [C]; A:[6, -36, 240]; H: 69.67596435546875
SENSE daaa 313 25-04-2019 04:39:21.211 T: 28.14239883422851 [C]; A:[-18, -10, 224]; H: 69.40130615234375
SENSE daaa 314 25-04-2019 04:39:21.632 T: 28.14239883422851 [C]; A:[-16, -8, 226]; H: 69.40130615234375
SENSE daab 255 25-04-2019 04:39:21.611 T: 28.01759910583496 [C]; A:[4, -38, 244]; H: 69.67596435546875
SENSE daac 77 25-04-2019 04:39:21.469 T: 30.88799858093261 [C]; A:[-8, 60, 230]; H: 65.20513916015625
SENSE daaa 315 25-04-2019 04:39:21.985 T: 28.14239883422851 [C]; A:[-18, -10, 234]; H: 69.40130615234375
SENSE daab 256 25-04-2019 04:39:22.064 T: 28.01759910583496 [C]; A:[6, -40, 248]; H: 69.67596435546875
SENSE daaa 316 25-04-2019 04:39:22.337 T: 28.07999992370605 [C]; A:[-10, -8, 222]; H: 69.40130615234375
SENSE daab 257 25-04-2019 04:39:22.562 T: 28.01759910583496 [C]; A:[4, -38, 246]; H: 69.67596435546875
SENSE daaa 317 25-04-2019 04:39:22.690 T: 28.14239883422851 [C]; A:[-16, -10, 228]; H: 69.40130615234375
SENSE daac 78 25-04-2019 04:39:22.414 T: 30.88799858093261 [C]; A:[-8, 54, 236]; H: 65.23565673828125
SENSE daaa 318 25-04-2019 04:39:23.063 T: 28.14239883422851 [C]; A:[-12, -8, 230]; H: 69.40130615234375
SENSE daab 258 25-04-2019 04:39:23.007 T: 28.01759910583496 [C]; A:[4, -34, 242]; H: 69.67596435546875
SENSE daaa 319 25-04-2019 04:39:23.415 T: 28.14239883422851 [C]; A:[-14, -8, 232]; H: 69.37078857421875
SENSE daab 259 25-04-2019 04:39:23.514 T: 28.01759910583496 [C]; A:[0, -32, 244]; H: 69.67596435546875
SENSE daac 79 25-04-2019 04:39:23.370 T: 30.88799858093261 [C]; A:[-8, 52, 226]; H: 65.26617431640625
SENSE daaa 320 25-04-2019 04:39:23.774 T: 28.14239883422851 [C]; A:[-12, -8, 230]; H: 69.37078857421875
SENSE daab 260 25-04-2019 04:39:23.948 T: 28.01759910583496 [C]; A:[6, -36, 242]; H: 69.67596435546875
SENSE daaa 321 25-04-2019 04:39:24.155 T: 28.14239883422851 [C]; A:[-16, -6, 236]; H: 69.37078857421875
SENSE daaa 322 25-04-2019 04:39:24.498 T: 28.14239883422851 [C]; A:[-16, -6, 220]; H: 69.37078857421875
SENSE daab 261 25-04-2019 04:39:24.438 T: 28.01759910583496 [C]; A:[8, -38, 240]; H: 69.67596435546875
SENSE daac 80 25-04-2019 04:39:24.301 T: 30.88799858093261 [C]; A:[-12, 52, 228]; H: 65.26617431640625
SENSE daaa 323 25-04-2019 04:39:24.841 T: 28.14239883422851 [C]; A:[-16, -10, 234]; H: 69.37078857421875
SENSE daab 262 25-04-2019 04:39:24.885 T: 28.01759910583496 [C]; A:[4, -40, 248]; H: 69.67596435546875
SENSE daaa 324 25-04-2019 04:39:25.213 T: 28.07999992370605 [C]; A:[-12, -6, 226]; H: 69.37078857421875
SENSE daab 263 25-04-2019 04:39:25.389 T: 28.01759910583496 [C]; A:[2, -40, 248]; H: 69.67596435546875
SENSE daaa 325 25-04-2019 04:39:25.556 T: 28.14239883422851 [C]; A:[-16, -8, 230]; H: 69.37078857421875
SENSE daac 81 25-04-2019 04:39:25.236 T: 30.95039939880371 [C]; A:[-10, 60, 228]; H: 65.23565673828125
SENSE daad 111 25-04-2019 04:39:20.604 T: 28.45439910888671 [C]; A:[192, -8, 140]; H: 71.33154296875
SENSE daaa 326 25-04-2019 04:39:25.924 T: 28.14239883422851 [C]; A:[-14, -4, 228]; H: 69.37078857421875
SENSE daac 82 25-04-2019 04:39:25.962 T: 30.95039939880371 [C]; A:[-8, 50, 236]; H: 65.20513916015625
SENSE daaa 327 25-04-2019 04:39:26.296 T: 28.14239883422851 [C]; A:[-14, -8, 238]; H: 69.37078857421875
SENSE daad 112 25-04-2019 04:39:26.179 T: 28.45439910888671 [C]; A:[192, -12, 124]; H: 71.46124267578125
SENSE daac 83 25-04-2019 04:39:26.370 T: 30.88799858093261 [C]; A:[-6, 52, 230]; H: 65.17462158203125
SENSE daac 84 25-04-2019 04:39:26.848 T: 30.88799858093261 [C]; A:[-10, 56, 232]; H: 65.14410400390625
SENSE daac 85 25-04-2019 04:39:27.196 T: 30.88799858093261 [C]; A:[-16, 50, 236]; H: 65.1517333984375
SENSE daac 86 25-04-2019 04:39:27.570 T: 30.88799858093261 [C]; A:[-10, 52, 226]; H: 65.1212158203125
SENSE daac 87 25-04-2019 04:39:27.938 T: 30.88799858093261 [C]; A:[-8, 48, 230]; H: 65.0906982421875
SENSE daac 88 25-04-2019 04:39:28.296 T: 30.95039939880371 [C]; A:[-8, 54, 234]; H: 65.0601806640625
SENSE daac 89 25-04-2019 04:39:28.644 T: 30.88799858093261 [C]; A:[-8, 56, 228]; H: 65.0296630859375
SENSE daac 90 25-04-2019 04:39:28.993 T: 30.88799858093261 [C]; A:[0, 50, 232]; H: 64.9991455078125
SENSE daac 91 25-04-2019 04:39:29.361 T: 30.95039939880371 [C]; A:[-10, 54, 234]; H: 64.9381103515625
SENSE daac 92 25-04-2019 04:39:29.729 T: 30.88799858093261 [C]; A:[-16, 58, 234]; H: 64.9075927734375
SENSE daac 93 25-04-2019 04:39:30.103 T: 30.95039939880371 [C]; A:[-12, 48, 228]; H: 64.88470458984375
SENSE daab 264 25-04-2019 04:39:30.590 T: 28.07999992370605 [C]; A:[0, -40, 244]; H: 69.592041015625
SENSE daac 94 25-04-2019 04:39:30.441 T: 30.88799858093261 [C]; A:[-14, 52, 234]; H: 64.88470458984375
SENSE daab 265 25-04-2019 04:39:31.041 T: 28.01759910583496 [C]; A:[8, -36, 246]; H: 69.592041015625
SENSE daaa 328 25-04-2019 04:39:26.648 T: 28.14239883422851 [C]; A:[-14, -10, 236]; H: 69.37078857421875
SENSE daab 266 25-04-2019 04:39:31.541 T: 28.07999992370605 [C]; A:[4, -36, 242]; H: 69.5615234375
SENSE daaa 329 25-04-2019 04:39:31.744 T: 28.14239883422851 [C]; A:[-10, -12, 228]; H: 69.34027099609375
SENSE daac 95 25-04-2019 04:39:31.396 T: 30.88799858093261 [C]; A:[-12, 54, 230]; H: 64.82366943359375
SENSE daab 267 25-04-2019 04:39:31.986 T: 28.01759910583496 [C]; A:[4, -38, 246]; H: 69.5615234375
SENSE daaa 330 25-04-2019 04:39:32.096 T: 28.14239883422851 [C]; A:[-18, -6, 236]; H: 69.34027099609375
SENSE daaa 331 25-04-2019 04:39:32.488 T: 28.14239883422851 [C]; A:[-12, -10, 230]; H: 69.34027099609375
SENSE daab 268 25-04-2019 04:39:32.482 T: 28.07999992370605 [C]; A:[8, -42, 252]; H: 69.5615234375
SENSE daac 96 25-04-2019 04:39:32.341 T: 30.88799858093261 [C]; A:[-8, 60, 228]; H: 64.79315185546875
SENSE daaa 332 25-04-2019 04:39:32.857 T: 28.14239883422851 [C]; A:[-4, -14, 230]; H: 69.34027099609375
SENSE daab 269 25-04-2019 04:39:32.934 T: 28.01759910583496 [C]; A:[6, -40, 242]; H: 69.5615234375
SENSE daaa 333 25-04-2019 04:39:33.209 T: 28.14239883422851 [C]; A:[-20, -8, 228]; H: 69.34027099609375
SENSE daab 270 25-04-2019 04:39:33.432 T: 28.07999992370605 [C]; A:[2, -34, 252]; H: 69.50811767578125
SENSE daaa 334 25-04-2019 04:39:33.561 T: 28.14239883422851 [C]; A:[-18, -8, 232]; H: 69.34027099609375
SENSE daac 97 25-04-2019 04:39:33.287 T: 30.88799858093261 [C]; A:[-12, 56, 230]; H: 64.79315185546875
SENSE daab 271 25-04-2019 04:39:33.868 T: 28.01759910583496 [C]; A:[6, -40, 244]; H: 69.50811767578125
SENSE daaa 335 25-04-2019 04:39:33.934 T: 28.14239883422851 [C]; A:[-18, -6, 224]; H: 69.34027099609375
SENSE daaa 336 25-04-2019 04:39:34.366 T: 28.14239883422851 [C]; A:[-14, -8, 232]; H: 69.34027099609375
SENSE daab 272 25-04-2019 04:39:34.353 T: 28.01759910583496 [C]; A:[4, -38, 242]; H: 69.50811767578125
SENSE daac 98 25-04-2019 04:39:34.212 T: 30.88799858093261 [C]; A:[-10, 50, 228]; H: 64.76263427734375
SENSE daaa 337 25-04-2019 04:39:34.699 T: 28.2047996520996 [C]; A:[-16, -12, 224]; H: 69.34027099609375
SENSE daab 273 25-04-2019 04:39:34.790 T: 28.01759910583496 [C]; A:[12, -44, 244]; H: 69.47760009765625
SENSE daaa 338 25-04-2019 04:39:35.085 T: 28.14239883422851 [C]; A:[-10, -10, 236]; H: 69.34027099609375
SENSE daab 274 25-04-2019 04:39:35.304 T: 28.01759910583496 [C]; A:[4, -34, 244]; H: 69.47760009765625
SENSE daaa 339 25-04-2019 04:39:35.429 T: 28.14239883422851 [C]; A:[-16, -8, 230]; H: 69.34027099609375
SENSE daac 99 25-04-2019 04:39:35.163 T: 30.95039939880371 [C]; A:[-8, 56, 230]; H: 64.73211669921875
SENSE daab 275 25-04-2019 04:39:35.749 T: 28.07999992370605 [C]; A:[6, -36, 242]; H: 69.47760009765625
SENSE daaa 340 25-04-2019 04:39:35.811 T: 28.14239883422851 [C]; A:[-14, -12, 232]; H: 69.34027099609375
SENSE daaa 341 25-04-2019 04:39:36.253 T: 28.14239883422851 [C]; A:[-16, -4, 232]; H: 69.34027099609375
SENSE daab 276 25-04-2019 04:39:36.244 T: 28.01759910583496 [C]; A:[8, -40, 244]; H: 69.47760009765625
SENSE daaa 342 25-04-2019 04:39:36.596 T: 28.14239883422851 [C]; A:[-10, -8, 232]; H: 69.34027099609375
SENSE daab 277 25-04-2019 04:39:36.681 T: 28.07999992370605 [C]; A:[6, -44, 244]; H: 69.47760009765625
SENSE daaa 343 25-04-2019 04:39:36.948 T: 28.14239883422851 [C]; A:[-12, -12, 228]; H: 69.34027099609375
