SENSE daaa 1 25-04-2019 04:47:17.201 T: 27.20639991760253 [C]; A:[-20, -8, 230]; H: 71.67486572265625
SENSE daac 110 25-04-2019 04:49:22.490 T: 30.20159912109375 [C]; A:[38, 12, 230]; H: 66.235107421875
SENSE daaa 304 25-04-2019 04:49:22.893 T: 27.51840019226074 [C]; A:[-12, -8, 230]; H: 71.14080810546875
SENSE daac 111 25-04-2019 04:49:23.161 T: 30.20159912109375 [C]; A:[42, 16, 228]; H: 66.235107421875
SENSE daaa 305 25-04-2019 04:49:23.295 T: 27.45599937438964 [C]; A:[-18, -8, 232]; H: 71.14080810546875
SENSE daad 60 25-04-2019 04:49:23.388 T: 29.01599884033203 [C]; A:[152, -6, 172]; H: 69.08087158203125
SENSE daac 112 25-04-2019 04:49:23.564 T: 30.20159912109375 [C]; A:[36, 20, 230]; H: 66.235107421875
SENSE daaa 306 25-04-2019 04:49:23.767 T: 27.45599937438964 [C]; A:[-12, -12, 230]; H: 71.14080810546875
SENSE daad 61 25-04-2019 04:49:23.998 T: 29.07839965820312 [C]; A:[148, -14, 182]; H: 69.08087158203125
SENSE daaa 307 25-04-2019 04:49:24.164 T: 27.51840019226074 [C]; A:[-18, -16, 230]; H: 71.14080810546875
SENSE daac 113 25-04-2019 04:49:24.067 T: 30.13919830322265 [C]; A:[34, 24, 226]; H: 66.235107421875
SENSE daaa 308 25-04-2019 04:49:24.551 T: 27.45599937438964 [C]; A:[0, -10, 220]; H: 71.14080810546875
SENSE daad 62 25-04-2019 04:49:24.520 T: 29.01599884033203 [C]; A:[156, -10, 176]; H: 69.08087158203125
SENSE daac 114 25-04-2019 04:49:24.619 T: 30.20159912109375 [C]; A:[40, 22, 230]; H: 66.20458984375
SENSE daaa 309 25-04-2019 04:49:24.899 T: 27.45599937438964 [C]; A:[-22, -10, 226]; H: 71.14080810546875
SENSE daad 63 25-04-2019 04:49:25.071 T: 29.07839965820312 [C]; A:[156, -8, 178]; H: 69.08087158203125
SENSE daaa 310 25-04-2019 04:49:25.257 T: 27.51840019226074 [C]; A:[-16, -10, 226]; H: 71.14080810546875
SENSE daaa 311 25-04-2019 04:49:25.624 T: 27.51840019226074 [C]; A:[-16, -8, 230]; H: 71.14080810546875
SENSE daad 64 25-04-2019 04:49:25.562 T: 29.07839965820312 [C]; A:[156, -8, 174]; H: 69.08087158203125
SENSE daaa 312 25-04-2019 04:49:25.987 T: 27.45599937438964 [C]; A:[-12, -6, 224]; H: 71.14080810546875
SENSE daad 65 25-04-2019 04:49:26.104 T: 29.07839965820312 [C]; A:[160, -8, 168]; H: 69.08087158203125
SENSE daaa 313 25-04-2019 04:49:26.354 T: 27.51840019226074 [C]; A:[-14, -8, 236]; H: 71.14080810546875
SENSE daad 66 25-04-2019 04:49:26.541 T: 29.01599884033203 [C]; A:[154, -8, 176]; H: 69.08087158203125
SENSE daaa 314 25-04-2019 04:49:26.702 T: 27.45599937438964 [C]; A:[-12, -8, 224]; H: 71.14080810546875
SENSE daad 67 25-04-2019 04:49:26.953 T: 29.07839965820312 [C]; A:[152, -8, 176]; H: 69.08087158203125
SENSE daaa 315 25-04-2019 04:49:27.079 T: 27.45599937438964 [C]; A:[-20, -10, 234]; H: 71.14080810546875
SENSE daad 68 25-04-2019 04:49:27.365 T: 29.01599884033203 [C]; A:[156, -4, 176]; H: 69.08087158203125
SENSE daab 206 25-04-2019 04:49:27.866 T: 27.70559883117675 [C]; A:[2, -38, 246]; H: 70.4923095703125
SENSE daad 69 25-04-2019 04:49:27.787 T: 29.01599884033203 [C]; A:[154, -8, 174]; H: 69.08087158203125
SENSE daab 207 25-04-2019 04:49:28.326 T: 27.6431999206543 [C]; A:[4, -34, 242]; H: 70.4923095703125
SENSE daab 208 25-04-2019 04:49:28.827 T: 27.70559883117675 [C]; A:[8, -36, 242]; H: 70.4923095703125
SENSE daad 70 25-04-2019 04:49:28.755 T: 29.01599884033203 [C]; A:[152, -6, 160]; H: 69.08087158203125
SENSE daab 209 25-04-2019 04:49:29.277 T: 27.70559883117675 [C]; A:[4, -34, 242]; H: 70.46942138671875
SENSE daab 210 25-04-2019 04:49:29.762 T: 27.70559883117675 [C]; A:[6, -42, 242]; H: 70.46942138671875
SENSE daad 71 25-04-2019 04:49:29.694 T: 29.01599884033203 [C]; A:[160, -6, 178]; H: 69.08087158203125
SENSE daab 211 25-04-2019 04:49:30.198 T: 27.6431999206543 [C]; A:[8, -34, 248]; H: 70.46942138671875
SENSE daac 115 25-04-2019 04:49:25.142 T: 30.20159912109375 [C]; A:[44, 18, 230]; H: 66.20458984375
SENSE daab 212 25-04-2019 04:49:30.631 T: 27.70559883117675 [C]; A:[6, -40, 244]; H: 70.46942138671875
SENSE daab 213 25-04-2019 04:49:31.136 T: 27.70559883117675 [C]; A:[2, -38, 244]; H: 70.46942138671875
SENSE daac 116 25-04-2019 04:49:30.987 T: 30.20159912109375 [C]; A:[40, 18, 240]; H: 66.24273681640625
SENSE daab 214 25-04-2019 04:49:31.572 T: 27.70559883117675 [C]; A:[4, -40, 246]; H: 70.46942138671875
SENSE daab 215 25-04-2019 04:49:32.057 T: 27.70559883117675 [C]; A:[2, -34, 240]; H: 70.46942138671875
SENSE daac 117 25-04-2019 04:49:31.908 T: 30.20159912109375 [C]; A:[36, 22, 236]; H: 66.24273681640625
SENSE daaa 316 25-04-2019 04:49:27.496 T: 27.45599937438964 [C]; A:[-16, -10, 234]; H: 71.14080810546875
SENSE daab 216 25-04-2019 04:49:32.502 T: 27.70559883117675 [C]; A:[6, -38, 246]; H: 70.46942138671875
SENSE daaa 317 25-04-2019 04:49:32.716 T: 27.51840019226074 [C]; A:[-10, -8, 224]; H: 71.17132568359375
SENSE daaa 318 25-04-2019 04:49:33.069 T: 27.5807991027832 [C]; A:[-16, -8, 230]; H: 71.17132568359375
SENSE daab 217 25-04-2019 04:49:33.013 T: 27.70559883117675 [C]; A:[8, -40, 240]; H: 70.46942138671875
SENSE daac 118 25-04-2019 04:49:32.868 T: 30.20159912109375 [C]; A:[40, 18, 228]; H: 66.24273681640625
SENSE daab 218 25-04-2019 04:49:33.464 T: 27.70559883117675 [C]; A:[2, -40, 252]; H: 70.43890380859375
SENSE daab 219 25-04-2019 04:49:33.963 T: 27.70559883117675 [C]; A:[4, -38, 242]; H: 70.43890380859375
SENSE daac 119 25-04-2019 04:49:33.818 T: 30.26399993896484 [C]; A:[40, 18, 232]; H: 66.24273681640625
SENSE daab 220 25-04-2019 04:49:34.399 T: 27.70559883117675 [C]; A:[6, -40, 254]; H: 70.43890380859375
SENSE daab 221 25-04-2019 04:49:34.884 T: 27.70559883117675 [C]; A:[8, -40, 246]; H: 70.43890380859375
SENSE daac 120 25-04-2019 04:49:34.739 T: 30.26399993896484 [C]; A:[36, 16, 226]; H: 66.24273681640625
SENSE daab 222 25-04-2019 04:49:35.335 T: 27.70559883117675 [C]; A:[8, -38, 248]; H: 70.43890380859375
SENSE daab 223 25-04-2019 04:49:35.849 T: 27.76799964904785 [C]; A:[6, -40, 246]; H: 70.43890380859375
SENSE daac 121 25-04-2019 04:49:35.705 T: 30.26399993896484 [C]; A:[38, 16, 232]; H: 66.24273681640625
SENSE daab 224 25-04-2019 04:49:36.280 T: 27.76799964904785 [C]; A:[2, -36, 244]; H: 70.43890380859375
SENSE daab 225 25-04-2019 04:49:36.760 T: 27.70559883117675 [C]; A:[6, -38, 246]; H: 70.43890380859375
SENSE daac 122 25-04-2019 04:49:36.614 T: 30.26399993896484 [C]; A:[38, 24, 234]; H: 66.21221923828125
SENSE daab 226 25-04-2019 04:49:37.196 T: 27.70559883117675 [C]; A:[6, -42, 244]; H: 70.43890380859375
SENSE daab 227 25-04-2019 04:49:37.696 T: 27.76799964904785 [C]; A:[8, -42, 248]; H: 70.46942138671875
SENSE daac 123 25-04-2019 04:49:37.545 T: 30.3263988494873 [C]; A:[40, 20, 234]; H: 66.21221923828125
SENSE daaa 319 25-04-2019 04:49:33.411 T: 27.51840019226074 [C]; A:[-16, -6, 224]; H: 71.20947265625
SENSE daab 228 25-04-2019 04:49:38.156 T: 27.76799964904785 [C]; A:[6, -38, 248]; H: 70.46942138671875
SENSE daaa 320 25-04-2019 04:49:38.517 T: 27.51840019226074 [C]; A:[-14, -8, 230]; H: 71.17132568359375
SENSE daab 229 25-04-2019 04:49:38.656 T: 27.76799964904785 [C]; A:[0, -38, 244]; H: 70.46942138671875
SENSE daac 124 25-04-2019 04:49:38.500 T: 30.3263988494873 [C]; A:[40, 20, 228]; H: 66.21221923828125
SENSE daaa 321 25-04-2019 04:49:38.865 T: 27.51840019226074 [C]; A:[-14, -12, 230]; H: 71.17132568359375
SENSE daab 230 25-04-2019 04:49:39.087 T: 27.76799964904785 [C]; A:[6, -38, 252]; H: 70.46942138671875
SENSE daaa 322 25-04-2019 04:49:39.302 T: 27.51840019226074 [C]; A:[-10, -6, 224]; H: 71.20947265625
SENSE daaa 323 25-04-2019 04:49:39.639 T: 27.51840019226074 [C]; A:[-14, -4, 230]; H: 71.14080810546875
SENSE daab 231 25-04-2019 04:49:39.588 T: 27.76799964904785 [C]; A:[6, -36, 248]; H: 70.46942138671875
SENSE daac 125 25-04-2019 04:49:39.425 T: 30.3263988494873 [C]; A:[36, 18, 230]; H: 66.18170166015625
SENSE daaa 324 25-04-2019 04:49:39.993 T: 27.51840019226074 [C]; A:[-14, -8, 228]; H: 71.14080810546875
SENSE daab 232 25-04-2019 04:49:40.029 T: 27.83039855957031 [C]; A:[8, -34, 248]; H: 70.43890380859375
SENSE daaa 325 25-04-2019 04:49:40.350 T: 27.51840019226074 [C]; A:[-16, -4, 232]; H: 71.14080810546875
SENSE daab 233 25-04-2019 04:49:40.533 T: 27.70559883117675 [C]; A:[6, -42, 248]; H: 70.43890380859375
SENSE daaa 326 25-04-2019 04:49:40.697 T: 27.51840019226074 [C]; A:[-18, 0, 230]; H: 71.11029052734375
SENSE daac 126 25-04-2019 04:49:40.380 T: 30.3263988494873 [C]; A:[40, 20, 232]; H: 66.15118408203125
SENSE daab 234 25-04-2019 04:49:40.979 T: 27.76799964904785 [C]; A:[6, -36, 244]; H: 70.385498046875
SENSE daaa 327 25-04-2019 04:49:41.035 T: 27.51840019226074 [C]; A:[-12, -10, 228]; H: 71.11029052734375
SENSE daaa 328 25-04-2019 04:49:41.482 T: 27.5807991027832 [C]; A:[-10, -8, 228]; H: 71.11029052734375
SENSE daab 235 25-04-2019 04:49:41.474 T: 27.76799964904785 [C]; A:[8, -42, 240]; H: 70.385498046875
SENSE daac 127 25-04-2019 04:49:41.331 T: 30.3263988494873 [C]; A:[38, 16, 250]; H: 66.15118408203125
SENSE daaa 329 25-04-2019 04:49:41.825 T: 27.51840019226074 [C]; A:[-14, -8, 230]; H: 71.1484375
SENSE daab 236 25-04-2019 04:49:41.926 T: 27.76799964904785 [C]; A:[6, -32, 244]; H: 70.35498046875
SENSE daaa 330 25-04-2019 04:49:42.192 T: 27.51840019226074 [C]; A:[-12, -8, 234]; H: 71.117919921875
SENSE daab 237 25-04-2019 04:49:42.439 T: 27.70559883117675 [C]; A:[8, -36, 246]; H: 70.324462890625
SENSE daaa 331 25-04-2019 04:49:42.555 T: 27.5807991027832 [C]; A:[-12, -6, 230]; H: 71.117919921875
SENSE daac 128 25-04-2019 04:49:42.296 T: 30.3263988494873 [C]; A:[38, 14, 236]; H: 66.15118408203125
SENSE daab 238 25-04-2019 04:49:42.875 T: 27.76799964904785 [C]; A:[0, -40, 244]; H: 70.324462890625
SENSE daaa 332 25-04-2019 04:49:42.947 T: 27.51840019226074 [C]; A:[-14, -10, 234]; H: 71.117919921875
SENSE daaa 333 25-04-2019 04:49:43.364 T: 27.51840019226074 [C]; A:[-14, -8, 230]; H: 71.117919921875
SENSE daab 239 25-04-2019 04:49:43.355 T: 27.76799964904785 [C]; A:[6, -38, 244]; H: 70.30157470703125
SENSE daac 129 25-04-2019 04:49:43.211 T: 30.3263988494873 [C]; A:[42, 14, 228]; H: 66.09014892578125
SENSE daaa 334 25-04-2019 04:49:43.702 T: 27.51840019226074 [C]; A:[-12, -8, 226]; H: 71.117919921875
SENSE daab 240 25-04-2019 04:49:43.787 T: 27.76799964904785 [C]; A:[4, -34, 246]; H: 70.30157470703125
SENSE daaa 335 25-04-2019 04:49:44.079 T: 27.5807991027832 [C]; A:[-16, 0, 230]; H: 71.07977294921875
SENSE daab 241 25-04-2019 04:49:44.316 T: 27.70559883117675 [C]; A:[8, -40, 242]; H: 70.27105712890625
SENSE daaa 336 25-04-2019 04:49:44.422 T: 27.51840019226074 [C]; A:[-14, -8, 230]; H: 71.07977294921875
SENSE daac 130 25-04-2019 04:49:44.167 T: 30.3263988494873 [C]; A:[38, 18, 218]; H: 66.09014892578125
SENSE daab 242 25-04-2019 04:49:44.766 T: 27.76799964904785 [C]; A:[6, -40, 238]; H: 70.2481689453125
SENSE daaa 337 25-04-2019 04:49:44.845 T: 27.51840019226074 [C]; A:[-14, -12, 230]; H: 71.0416259765625
SENSE daab 243 25-04-2019 04:49:45.194 T: 27.70559883117675 [C]; A:[2, -40, 248]; H: 70.2481689453125
SENSE daaa 338 25-04-2019 04:49:45.271 T: 27.51840019226074 [C]; A:[-16, -16, 228]; H: 71.07977294921875
SENSE daaa 339 25-04-2019 04:49:45.699 T: 27.5807991027832 [C]; A:[-20, -8, 230]; H: 71.04925537109375
SENSE daab 244 25-04-2019 04:49:45.679 T: 27.70559883117675 [C]; A:[8, -40, 248]; H: 70.2481689453125
SENSE daad 72 25-04-2019 04:49:45.607 T: 29.01599884033203 [C]; A:[158, -10, 174]; H: 69.2105712890625
SENSE daaa 340 25-04-2019 04:49:46.041 T: 27.5807991027832 [C]; A:[-12, -12, 226]; H: 71.04925537109375
SENSE daab 245 25-04-2019 04:49:46.116 T: 27.76799964904785 [C]; A:[4, -36, 248]; H: 70.2481689453125
SENSE daaa 341 25-04-2019 04:49:46.404 T: 27.5807991027832 [C]; A:[-16, -8, 230]; H: 71.04925537109375
SENSE daab 246 25-04-2019 04:49:46.630 T: 27.76799964904785 [C]; A:[6, -42, 242]; H: 70.2176513671875
SENSE daaa 342 25-04-2019 04:49:46.737 T: 27.51840019226074 [C]; A:[-14, -8, 224]; H: 71.04925537109375
SENSE daad 73 25-04-2019 04:49:46.555 T: 29.01599884033203 [C]; A:[156, -4, 174]; H: 69.2105712890625
SENSE daab 247 25-04-2019 04:49:47.091 T: 27.70559883117675 [C]; A:[8, -34, 240]; H: 70.2176513671875
SENSE daaa 343 25-04-2019 04:49:47.154 T: 27.51840019226074 [C]; A:[-14, -14, 228]; H: 71.04925537109375
SENSE daaa 344 25-04-2019 04:49:47.596 T: 27.51840019226074 [C]; A:[-14, -10, 220]; H: 71.04925537109375
SENSE daab 248 25-04-2019 04:49:47.586 T: 27.76799964904785 [C]; A:[4, -40, 248]; H: 70.2176513671875
SENSE daad 74 25-04-2019 04:49:47.514 T: 29.01599884033203 [C]; A:[156, -8, 176]; H: 69.17242431640625
SENSE daab 249 25-04-2019 04:49:48.033 T: 27.70559883117675 [C]; A:[6, -38, 246]; H: 70.2176513671875
SENSE daab 250 25-04-2019 04:49:48.552 T: 27.76799964904785 [C]; A:[6, -36, 248]; H: 70.2176513671875
SENSE daad 75 25-04-2019 04:49:48.462 T: 29.01599884033203 [C]; A:[156, -4, 168]; H: 69.17242431640625
SENSE daab 251 25-04-2019 04:49:49.002 T: 27.76799964904785 [C]; A:[8, -34, 244]; H: 70.2176513671875
SENSE daab 252 25-04-2019 04:49:49.487 T: 27.70559883117675 [C]; A:[6, -42, 246]; H: 70.2176513671875
SENSE daad 76 25-04-2019 04:49:49.410 T: 29.07839965820312 [C]; A:[156, -6, 176]; H: 69.17242431640625
SENSE daab 253 25-04-2019 04:49:49.923 T: 27.76799964904785 [C]; A:[4, -42, 242]; H: 70.2176513671875
SENSE daab 254 25-04-2019 04:49:50.403 T: 27.76799964904785 [C]; A:[4, -36, 248]; H: 70.2176513671875
SENSE daad 77 25-04-2019 04:49:50.335 T: 29.01599884033203 [C]; A:[152, 0, 172]; H: 69.14190673828125
SENSE daab 255 25-04-2019 04:49:50.859 T: 27.76799964904785 [C]; A:[2, -38, 244]; H: 70.2176513671875
SENSE daab 256 25-04-2019 04:49:51.363 T: 27.76799964904785 [C]; A:[6, -38, 244]; H: 70.2176513671875
SENSE daad 78 25-04-2019 04:49:51.292 T: 29.07839965820312 [C]; A:[154, -8, 176]; H: 69.14190673828125
SENSE daab 257 25-04-2019 04:49:51.794 T: 27.76799964904785 [C]; A:[2, -34, 244]; H: 70.2176513671875
SENSE daab 258 25-04-2019 04:49:52.274 T: 27.76799964904785 [C]; A:[6, -40, 246]; H: 70.2176513671875
SENSE daad 79 25-04-2019 04:49:52.201 T: 29.01599884033203 [C]; A:[152, -6, 172]; H: 69.14190673828125
SENSE daaa 345 25-04-2019 04:49:47.963 T: 27.51840019226074 [C]; A:[-12, -4, 230]; H: 71.01873779296875
SENSE daab 259 25-04-2019 04:49:52.705 T: 27.76799964904785 [C]; A:[8, -46, 240]; H: 70.2176513671875
SENSE daaa 346 25-04-2019 04:49:53.058 T: 27.5807991027832 [C]; A:[-12, -10, 230]; H: 71.07977294921875
SENSE daab 260 25-04-2019 04:49:53.205 T: 27.76799964904785 [C]; A:[2, -40, 240]; H: 70.2176513671875
SENSE daaa 347 25-04-2019 04:49:53.411 T: 27.5807991027832 [C]; A:[-14, -10, 236]; H: 71.07977294921875
SENSE daad 80 25-04-2019 04:49:53.129 T: 29.01599884033203 [C]; A:[152, -10, 174]; H: 69.11138916015625
SENSE daab 261 25-04-2019 04:49:53.656 T: 27.76799964904785 [C]; A:[8, -34, 242]; H: 70.2176513671875
SENSE daaa 348 25-04-2019 04:49:53.754 T: 27.5807991027832 [C]; A:[-14, -6, 232]; H: 71.07977294921875
SENSE daaa 349 25-04-2019 04:49:54.156 T: 27.5807991027832 [C]; A:[-14, -10, 232]; H: 71.07977294921875
SENSE daab 262 25-04-2019 04:49:54.136 T: 27.76799964904785 [C]; A:[4, -36, 242]; H: 70.2176513671875
SENSE daaa 350 25-04-2019 04:49:54.514 T: 27.5807991027832 [C]; A:[-14, -8, 228]; H: 71.07977294921875
SENSE daab 263 25-04-2019 04:49:54.568 T: 27.83039855957031 [C]; A:[6, -38, 242]; H: 70.1871337890625
SENSE daaa 351 25-04-2019 04:49:54.856 T: 27.5807991027832 [C]; A:[-14, -4, 226]; H: 71.07977294921875
SENSE daab 264 25-04-2019 04:49:55.067 T: 27.76799964904785 [C]; A:[6, -40, 250]; H: 70.1871337890625
SENSE daaa 352 25-04-2019 04:49:55.189 T: 27.5807991027832 [C]; A:[-16, -8, 230]; H: 71.07977294921875
SENSE daac 131 25-04-2019 04:49:54.923 T: 30.45119857788085 [C]; A:[38, 18, 228]; H: 65.7620849609375
SENSE daaa 353 25-04-2019 04:49:55.591 T: 27.5807991027832 [C]; A:[-16, -6, 230]; H: 71.07977294921875
SENSE daab 265 25-04-2019 04:49:55.533 T: 27.76799964904785 [C]; A:[6, -36, 250]; H: 70.1871337890625
SENSE daaa 354 25-04-2019 04:49:55.924 T: 27.5807991027832 [C]; A:[-16, -8, 222]; H: 71.07977294921875
SENSE daab 266 25-04-2019 04:49:56.052 T: 27.76799964904785 [C]; A:[6, -36, 248]; H: 70.1871337890625
SENSE daac 132 25-04-2019 04:49:55.918 T: 30.45119857788085 [C]; A:[42, 14, 224]; H: 65.7010498046875
SENSE daaa 355 25-04-2019 04:49:56.257 T: 27.5807991027832 [C]; A:[-12, -8, 230]; H: 71.07977294921875
SENSE daab 267 25-04-2019 04:49:56.488 T: 27.76799964904785 [C]; A:[6, -40, 242]; H: 70.22528076171875
SENSE daaa 356 25-04-2019 04:49:56.699 T: 27.5807991027832 [C]; A:[-16, -8, 226]; H: 71.04925537109375
SENSE daaa 357 25-04-2019 04:49:57.032 T: 27.5807991027832 [C]; A:[-14, -8, 226]; H: 71.04925537109375
SENSE daab 268 25-04-2019 04:49:56.973 T: 27.76799964904785 [C]; A:[6, -38, 242]; H: 70.1871337890625
SENSE daac 133 25-04-2019 04:49:56.830 T: 30.45119857788085 [C]; A:[38, 16, 230]; H: 65.73919677734375
SENSE daaa 358 25-04-2019 04:49:57.374 T: 27.5807991027832 [C]; A:[-10, -6, 228]; H: 71.04925537109375
SENSE daab 269 25-04-2019 04:49:57.416 T: 27.76799964904785 [C]; A:[2, -36, 246]; H: 70.1871337890625
SENSE daaa 359 25-04-2019 04:49:57.737 T: 27.5807991027832 [C]; A:[-14, -8, 226]; H: 71.04925537109375
SENSE daab 270 25-04-2019 04:49:57.924 T: 27.76799964904785 [C]; A:[2, -40, 246]; H: 70.19476318359375
SENSE daaa 360 25-04-2019 04:49:58.070 T: 27.5807991027832 [C]; A:[-14, -12, 234]; H: 71.04925537109375
SENSE daac 134 25-04-2019 04:49:57.769 T: 30.45119857788085 [C]; A:[42, 14, 228]; H: 65.7620849609375
SENSE daab 271 25-04-2019 04:49:58.374 T: 27.76799964904785 [C]; A:[4, -34, 246]; H: 70.19476318359375
SENSE daaa 361 25-04-2019 04:49:58.442 T: 27.5807991027832 [C]; A:[-10, -12, 230]; H: 71.04925537109375
SENSE daaa 362 25-04-2019 04:49:58.885 T: 27.5807991027832 [C]; A:[-12, -8, 232]; H: 71.04925537109375
SENSE daab 272 25-04-2019 04:49:58.874 T: 27.76799964904785 [C]; A:[6, -38, 244]; H: 70.19476318359375
SENSE daac 135 25-04-2019 04:49:58.730 T: 30.45119857788085 [C]; A:[36, 16, 250]; H: 65.7620849609375
SENSE daaa 363 25-04-2019 04:49:59.227 T: 27.5807991027832 [C]; A:[-10, -12, 230]; H: 71.01873779296875
SENSE daab 273 25-04-2019 04:49:59.316 T: 27.83039855957031 [C]; A:[4, -38, 246]; H: 70.171875
SENSE daaa 364 25-04-2019 04:49:59.599 T: 27.5807991027832 [C]; A:[-16, -10, 230]; H: 71.01873779296875
SENSE daab 274 25-04-2019 04:49:59.821 T: 27.76799964904785 [C]; A:[8, -40, 240]; H: 70.171875
SENSE daaa 365 25-04-2019 04:49:59.942 T: 27.5807991027832 [C]; A:[-14, -8, 232]; H: 71.01873779296875
SENSE daac 136 25-04-2019 04:49:59.670 T: 30.45119857788085 [C]; A:[40, 18, 230]; H: 65.73919677734375
SENSE daab 275 25-04-2019 04:50:00.261 T: 27.83039855957031 [C]; A:[2, -40, 250]; H: 70.171875
SENSE daaa 366 25-04-2019 04:50:00.334 T: 27.5807991027832 [C]; A:[-16, -8, 226]; H: 71.01873779296875
SENSE daaa 367 25-04-2019 04:50:00.756 T: 27.5807991027832 [C]; A:[-14, -12, 234]; H: 70.98822021484375
SENSE daab 276 25-04-2019 04:50:00.746 T: 27.83039855957031 [C]; A:[10, -40, 250]; H: 70.171875
SENSE daac 137 25-04-2019 04:50:00.600 T: 30.45119857788085 [C]; A:[42, 16, 234]; H: 65.73919677734375
SENSE daaa 368 25-04-2019 04:50:01.099 T: 27.5807991027832 [C]; A:[-18, -8, 226]; H: 70.98822021484375
SENSE daab 277 25-04-2019 04:50:01.173 T: 27.76799964904785 [C]; A:[10, -38, 246]; H: 70.11083984375
SENSE daaa 369 25-04-2019 04:50:01.457 T: 27.6431999206543 [C]; A:[-14, -8, 228]; H: 70.98822021484375
SENSE daab 278 25-04-2019 04:50:01.687 T: 27.83039855957031 [C]; A:[4, -36, 248]; H: 70.11083984375
SENSE daaa 370 25-04-2019 04:50:01.799 T: 27.5807991027832 [C]; A:[-12, -6, 230]; H: 70.98822021484375
SENSE daac 138 25-04-2019 04:50:01.541 T: 30.51359939575195 [C]; A:[38, 16, 230]; H: 65.70867919921875
SENSE daaa 371 25-04-2019 04:50:02.212 T: 27.5807991027832 [C]; A:[-14, -4, 236]; H: 70.95770263671875
SENSE daab 279 25-04-2019 04:50:02.138 T: 27.83039855957031 [C]; A:[8, -36, 244]; H: 70.08795166015625
SENSE daaa 372 25-04-2019 04:50:02.554 T: 27.6431999206543 [C]; A:[-18, -6, 236]; H: 70.95770263671875
SENSE daab 280 25-04-2019 04:50:02.638 T: 27.83039855957031 [C]; A:[4, -38, 244]; H: 70.08795166015625
SENSE daac 139 25-04-2019 04:50:02.487 T: 30.45119857788085 [C]; A:[36, 20, 236]; H: 65.67816162109375
SENSE daaa 373 25-04-2019 04:50:02.887 T: 27.5807991027832 [C]; A:[-12, -10, 226]; H: 70.95770263671875
SENSE daab 281 25-04-2019 04:50:03.073 T: 27.83039855957031 [C]; A:[6, -38, 244]; H: 70.08795166015625
SENSE daaa 374 25-04-2019 04:50:03.289 T: 27.6431999206543 [C]; A:[-14, -8, 228]; H: 70.9195556640625
SENSE daab 282 25-04-2019 04:50:03.558 T: 27.76799964904785 [C]; A:[4, -38, 246]; H: 70.08795166015625
SENSE daaa 375 25-04-2019 04:50:03.648 T: 27.6431999206543 [C]; A:[-18, -6, 270]; H: 70.9195556640625
SENSE daac 140 25-04-2019 04:50:03.406 T: 30.45119857788085 [C]; A:[40, 20, 230]; H: 65.67816162109375
SENSE daaa 376 25-04-2019 04:50:04.059 T: 27.6431999206543 [C]; A:[-12, -12, 228]; H: 70.9195556640625
SENSE daab 283 25-04-2019 04:50:03.989 T: 27.83039855957031 [C]; A:[8, -40, 246]; H: 70.05743408203125
SENSE daaa 377 25-04-2019 04:50:04.392 T: 27.6431999206543 [C]; A:[-14, -10, 228]; H: 70.8890380859375
SENSE daab 284 25-04-2019 04:50:04.490 T: 27.83039855957031 [C]; A:[6, -40, 240]; H: 70.05743408203125
SENSE daac 141 25-04-2019 04:50:04.347 T: 30.45119857788085 [C]; A:[38, 20, 226]; H: 65.64764404296875
SENSE daaa 378 25-04-2019 04:50:04.725 T: 27.6431999206543 [C]; A:[-14, -4, 228]; H: 70.8890380859375
SENSE daab 285 25-04-2019 04:50:04.935 T: 27.83039855957031 [C]; A:[6, -40, 250]; H: 70.05743408203125
SENSE daaa 379 25-04-2019 04:50:05.147 T: 27.6431999206543 [C]; A:[-16, -6, 224]; H: 70.8890380859375
SENSE daaa 380 25-04-2019 04:50:05.480 T: 27.5807991027832 [C]; A:[-10, -6, 224]; H: 70.8585205078125
SENSE daab 286 25-04-2019 04:50:05.430 T: 27.83039855957031 [C]; A:[8, -36, 246]; H: 70.02691650390625
SENSE daac 142 25-04-2019 04:50:05.287 T: 30.51359939575195 [C]; A:[38, 20, 230]; H: 65.61712646484375
SENSE daaa 381 25-04-2019 04:50:05.839 T: 27.5807991027832 [C]; A:[-16, -6, 232]; H: 70.8585205078125
SENSE daab 287 25-04-2019 04:50:05.866 T: 27.83039855957031 [C]; A:[6, -42, 250]; H: 70.02691650390625
SENSE daaa 382 25-04-2019 04:50:06.190 T: 27.6431999206543 [C]; A:[-16, -6, 224]; H: 70.8585205078125
SENSE daab 288 25-04-2019 04:50:06.386 T: 27.83039855957031 [C]; A:[2, -40, 244]; H: 70.02691650390625
SENSE daaa 383 25-04-2019 04:50:06.523 T: 27.6431999206543 [C]; A:[-16, -8, 228]; H: 70.8585205078125
SENSE daac 143 25-04-2019 04:50:06.217 T: 30.51359939575195 [C]; A:[42, 20, 226]; H: 65.58660888671875
SENSE daab 289 25-04-2019 04:50:06.821 T: 27.83039855957031 [C]; A:[4, -40, 246]; H: 70.02691650390625
SENSE daaa 384 25-04-2019 04:50:06.895 T: 27.6431999206543 [C]; A:[-16, -10, 228]; H: 70.8585205078125
SENSE daaa 385 25-04-2019 04:50:07.327 T: 27.6431999206543 [C]; A:[-14, -10, 228]; H: 70.8585205078125
SENSE daab 290 25-04-2019 04:50:07.306 T: 27.83039855957031 [C]; A:[8, -40, 248]; H: 70.02691650390625
