SENSE daaa 1 22-04-2019 11:26:49.538 T: 26.02079963684082 [C]; A:[6, -14, 250]; H: 62.511962890625
SENSE daaa 60 22-04-2019 11:28:10.694 T: 26.02079963684082 [C]; A:[2, 0, 250]; H: 62.45855712890625
SENSE daab 45 22-04-2019 11:27:46.758 T: 28.26719856262207 [C]; A:[46, 94, 334]; H: 61.1539306640625
SENSE daaa 61 22-04-2019 11:28:11.152 T: 26.08319854736328 [C]; A:[6, -10, 250]; H: 62.45855712890625
SENSE daab 46 22-04-2019 11:27:52.143 T: 28.2047996520996 [C]; A:[32, 0, 192]; H: 61.1539306640625
SENSE daaa 62 22-04-2019 11:28:11.730 T: 26.08319854736328 [C]; A:[4, 0, 252]; H: 62.45855712890625
SENSE daab 47 22-04-2019 11:27:52.581 T: 28.26719856262207 [C]; A:[70, 86, 326]; H: 61.1234130859375
SENSE daaa 63 22-04-2019 11:28:12.307 T: 26.08319854736328 [C]; A:[8, 0, 248]; H: 62.42803955078125
SENSE daab 48 22-04-2019 11:27:53.024 T: 28.26719856262207 [C]; A:[-48, -24, 168]; H: 61.1539306640625
SENSE daaa 64 22-04-2019 11:28:12.874 T: 26.08319854736328 [C]; A:[4, 0, 252]; H: 62.42803955078125
SENSE daab 49 22-04-2019 11:27:53.473 T: 28.26719856262207 [C]; A:[70, 70, 256]; H: 61.1234130859375
SENSE daaa 65 22-04-2019 11:28:13.452 T: 26.08319854736328 [C]; A:[4, -6, 250]; H: 62.42803955078125
SENSE daad 65 22-04-2019 11:28:08.577 T: 25.83359909057617 [C]; A:[0, 2, 230]; H: 64.37353515625
SENSE daaa 66 22-04-2019 11:28:13.979 T: 26.08319854736328 [C]; A:[2, -6, 248]; H: 62.42803955078125
SENSE daad 66 22-04-2019 11:28:14.259 T: 25.83359909057617 [C]; A:[0, 4, 228]; H: 64.4345703125
SENSE daaa 67 22-04-2019 11:28:14.557 T: 26.08319854736328 [C]; A:[2, 0, 250]; H: 62.42803955078125
SENSE daad 67 22-04-2019 11:28:14.835 T: 25.83359909057617 [C]; A:[0, 0, 226]; H: 64.4345703125
SENSE daaa 68 22-04-2019 11:28:15.139 T: 26.08319854736328 [C]; A:[2, -4, 252]; H: 62.42803955078125
SENSE daad 68 22-04-2019 11:28:15.432 T: 25.83359909057617 [C]; A:[0, 10, 226]; H: 64.45745849609375
SENSE daaa 69 22-04-2019 11:28:15.731 T: 26.08319854736328 [C]; A:[4, -8, 266]; H: 62.42803955078125
SENSE daad 69 22-04-2019 11:28:16.013 T: 25.83359909057617 [C]; A:[-8, 6, 234]; H: 64.45745849609375
SENSE daaa 70 22-04-2019 11:28:16.314 T: 26.08319854736328 [C]; A:[6, 0, 252]; H: 62.42803955078125
SENSE daad 70 22-04-2019 11:28:16.604 T: 25.83359909057617 [C]; A:[-8, 0, 224]; H: 64.45745849609375
SENSE daaa 71 22-04-2019 11:28:16.902 T: 26.08319854736328 [C]; A:[10, -8, 256]; H: 62.42803955078125
SENSE daad 71 22-04-2019 11:28:17.185 T: 25.83359909057617 [C]; A:[-10, 2, 230]; H: 64.48797607421875
SENSE daaa 72 22-04-2019 11:28:17.483 T: 26.08319854736328 [C]; A:[2, -6, 252]; H: 62.42803955078125
SENSE daad 72 22-04-2019 11:28:17.756 T: 25.83359909057617 [C]; A:[-4, 2, 226]; H: 64.48797607421875
SENSE daaa 73 22-04-2019 11:28:18.056 T: 26.08319854736328 [C]; A:[2, 0, 248]; H: 62.42803955078125
SENSE daad 73 22-04-2019 11:28:18.337 T: 25.83359909057617 [C]; A:[0, 0, 230]; H: 64.48797607421875
SENSE daaa 74 22-04-2019 11:28:18.628 T: 26.08319854736328 [C]; A:[4, -6, 248]; H: 62.45855712890625
SENSE daad 74 22-04-2019 11:28:18.944 T: 25.83359909057617 [C]; A:[-8, 4, 228]; H: 64.48797607421875
SENSE daaa 75 22-04-2019 11:28:19.230 T: 26.08319854736328 [C]; A:[4, -6, 246]; H: 62.45855712890625
